Solution of SBHB orbit

v_0 = 1.500000e+000, A = 0.500000, B = 0.500000, delta = 1.000000e-008

       t           rx             ry            vx             vy             2h
2.000000e-003 9.999995e-001 2.999612e-003 -4.999334e-004 1.499612e+000 2.000000e-003
6.510356e-002 9.994728e-001 9.722611e-002 -1.613590e-002 1.486523e+000 6.310356e-002
1.286207e-001 9.979610e-001 1.911844e-001 -3.135011e-002 1.471732e+000 6.351718e-002
1.935176e-001 9.954452e-001 2.861631e-001 -4.600975e-002 1.455092e+000 6.489683e-002
2.600757e-001 9.919151e-001 3.824042e-001 -5.984580e-002 1.436642e+000 6.655808e-002
3.285756e-001 9.873687e-001 4.801293e-001 -7.264276e-002 1.416469e+000 6.849995e-002
3.994483e-001 9.817986e-001 5.797491e-001 -8.427107e-002 1.394626e+000 7.087266e-002
4.733170e-001 9.751788e-001 6.819034e-001 -9.467482e-002 1.371099e+000 7.386870e-002
5.509517e-001 9.674618e-001 7.873692e-001 -1.038393e-001 1.345796e+000 7.763471e-002
6.332047e-001 9.585830e-001 8.969473e-001 -1.117640e-001 1.318561e+000 8.225300e-002
7.209558e-001 9.484699e-001 1.011365e+000 -1.184482e-001 1.289182e+000 8.775110e-002
8.150678e-001 9.370537e-001 1.131199e+000 -1.238858e-001 1.257403e+000 9.411199e-002
9.163556e-001 9.242807e-001 1.256815e+000 -1.280645e-001 1.222919e+000 1.012878e-001
1.025585e+000 9.101200e-001 1.388346e+000 -1.309682e-001 1.185370e+000 1.092290e-001
1.143511e+000 8.945665e-001 1.525718e+000 -1.325753e-001 1.144302e+000 1.179268e-001
1.270953e+000 8.776386e-001 1.668680e+000 -1.328535e-001 1.099131e+000 1.274412e-001
1.408808e+000 8.593849e-001 1.816769e+000 -1.317494e-001 1.049113e+000 1.378551e-001
1.557783e+000 8.399323e-001 1.968935e+000 -1.291847e-001 9.934243e-001 1.489753e-001
1.716601e+000 8.197218e-001 2.121854e+000 -1.251136e-001 9.318844e-001 1.588179e-001
1.862626e+000 8.017914e-001 2.253668e+000 -1.203068e-001 8.731317e-001 1.460251e-001
1.994500e+000 7.862560e-001 2.365211e+000 -1.151866e-001 8.182439e-001 1.318739e-001
2.116238e+000 7.725514e-001 2.461664e+000 -1.098737e-001 7.661227e-001 1.217383e-001
2.231643e+000 7.601844e-001 2.547173e+000 -1.043818e-001 7.156251e-001 1.154049e-001
2.344350e+000 7.487394e-001 2.625014e+000 -9.866001e-002 6.655939e-001 1.127066e-001
2.457073e+000 7.379538e-001 2.697206e+000 -9.266599e-002 6.152776e-001 1.127235e-001
2.571342e+000 7.277210e-001 2.764609e+000 -8.641330e-002 5.645471e-001 1.142689e-001
2.693920e+000 7.175439e-001 2.830524e+000 -7.963873e-002 5.111783e-001 1.225781e-001
2.840879e+000 7.064317e-001 2.901093e+000 -7.162658e-002 4.497684e-001 1.469595e-001
3.005386e+000 6.953604e-001 2.969743e+000 -6.306675e-002 3.858102e-001 1.645068e-001
3.169893e+000 6.856453e-001 3.028371e+000 -5.517015e-002 3.280564e-001 1.645068e-001
3.292672e+000 6.792065e-001 3.066233e+000 -4.979255e-002 2.893223e-001 1.227786e-001
3.405254e+000 6.738589e-001 3.096962e+000 -4.527055e-002 2.570932e-001 1.125824e-001
3.512295e+000 6.692270e-001 3.122968e+000 -4.133237e-002 2.292668e-001 1.070405e-001
3.616687e+000 6.650983e-001 3.145595e+000 -3.781964e-002 2.046310e-001 1.043925e-001
3.720110e+000 6.613537e-001 3.165596e+000 -3.464289e-002 1.824994e-001 1.034227e-001
3.823540e+000 6.579226e-001 3.183418e+000 -3.174898e-002 1.624607e-001 1.034307e-001
3.927076e+000 6.547740e-001 3.199284e+000 -2.911543e-002 1.443276e-001 1.035360e-001
4.031485e+000 6.518619e-001 3.213477e+000 -2.670559e-002 1.278226e-001 1.044083e-001
4.137323e+000 6.491545e-001 3.226193e+000 -2.449373e-002 1.127498e-001 1.058378e-001
4.245025e+000 6.466278e-001 3.237581e+000 -2.246057e-002 9.896157e-002 1.077022e-001
4.354950e+000 6.442634e-001 3.247753e+000 -2.059094e-002 8.634169e-002 1.099253e-001
4.467408e+000 6.420461e-001 3.256801e+000 -1.887242e-002 7.479450e-002 1.124585e-001
4.582680e+000 6.399633e-001 3.264803e+000 -1.729443e-002 6.423866e-002 1.152714e-001
4.701026e+000 6.380038e-001 3.271824e+000 -1.584771e-002 5.460293e-002 1.183466e-001
4.822703e+000 6.361577e-001 3.277923e+000 -1.452389e-002 4.582339e-002 1.216762e-001
4.947962e+000 6.344157e-001 3.283152e+000 -1.331534e-002 3.784155e-002 1.252597e-001
5.077065e+000 6.327691e-001 3.287560e+000 -1.221487e-002 3.060312e-002 1.291031e-001
5.210283e+000 6.312099e-001 3.291191e+000 -1.121576e-002 2.405714e-002 1.332181e-001
5.347905e+000 6.297300e-001 3.294086e+000 -1.031155e-002 1.815540e-002 1.376212e-001
5.490239e+000 6.283217e-001 3.296284e+000 -9.496095e-003 1.285202e-002 1.423341e-001
5.637623e+000 6.269774e-001 3.297820e+000 -8.763482e-003 8.103237e-003 1.473839e-001
5.790425e+000 6.256896e-001 3.298726e+000 -8.108019e-003 3.867220e-003 1.528026e-001
5.949054e+000 6.244510e-001 3.299033e+000 -7.524227e-003 1.039426e-004 1.586286e-001
6.113961e+000 6.232540e-001 3.298768e+000 -7.006831e-003 -3.224876e-003 1.649067e-001
6.285650e+000 6.220913e-001 3.297956e+000 -6.550763e-003 -6.155819e-003 1.716896e-001
6.464689e+000 6.209553e-001 3.296617e+000 -6.151156e-003 -8.723799e-003 1.790389e-001
6.651716e+000 6.198384e-001 3.294770e+000 -5.803346e-003 -1.096208e-002 1.870269e-001
6.847455e+000 6.187328e-001 3.292428e+000 -5.502878e-003 -1.290230e-002 1.957391e-001
7.052732e+000 6.176305e-001 3.289602e+000 -5.245501e-003 -1.457447e-002 2.052769e-001
7.268493e+000 6.165232e-001 3.286298e+000 -5.027180e-003 -1.600700e-002 2.157612e-001
7.495831e+000 6.154019e-001 3.282515e+000 -4.844090e-003 -1.722672e-002 2.273375e-001
7.736013e+000 6.142574e-001 3.278249e+000 -4.692626e-003 -1.825888e-002 2.401822e-001
7.990524e+000 6.130795e-001 3.273487e+000 -4.569406e-003 -1.912720e-002 2.545115e-001
8.261118e+000 6.118570e-001 3.268209e+000 -4.471275e-003 -1.985387e-002 2.705932e-001
8.549881e+000 6.105774e-001 3.262385e+000 -4.395310e-003 -2.045961e-002 2.887631e-001
8.859329e+000 6.092266e-001 3.255972e+000 -4.338830e-003 -2.096373e-002 3.094479e-001
9.192528e+000 6.077880e-001 3.248914e+000 -4.299405e-003 -2.138416e-002 3.331991e-001
9.553270e+000 6.062420e-001 3.241134e+000 -4.274870e-003 -2.173757e-002 3.607426e-001
9.946326e+000 6.045644e-001 3.232528e+000 -4.263347e-003 -2.203947e-002 3.930560e-001
1.037782e+001 6.027252e-001 3.222959e+000 -4.263268e-003 -2.230440e-002 4.314941e-001
1.085583e+001 6.006852e-001 3.212238e+000 -4.273430e-003 -2.254621e-002 4.780049e-001
1.139136e+001 5.983917e-001 3.200100e+000 -4.293063e-003 -2.277850e-002 5.355347e-001
1.200024e+001 5.957692e-001 3.186157e+000 -4.321982e-003 -2.301544e-002 6.088786e-001
1.270702e+001 5.927011e-001 3.169799e+000 -4.360883e-003 -2.327345e-002 7.067795e-001
1.355553e+001 5.889793e-001 3.149922e+000 -4.412151e-003 -2.357562e-002 8.485141e-001
1.464950e+001 5.841143e-001 3.123917e+000 -4.482919e-003 -2.396811e-002 1.093971e+000
1.588795e+001 5.785103e-001 3.093952e+000 -4.567743e-003 -2.442683e-002 1.238450e+000
1.704419e+001 5.731812e-001 3.065453e+000 -4.651006e-003 -2.487356e-002 1.156233e+000
1.816619e+001 5.679157e-001 3.037292e+000 -4.735610e-003 -2.532648e-002 1.122001e+000
1.926453e+001 5.626671e-001 3.009222e+000 -4.822261e-003 -2.579005e-002 1.098343e+000
2.034219e+001 5.574228e-001 2.981175e+000 -4.911215e-003 -2.626584e-002 1.077662e+000
2.140015e+001 5.521790e-001 2.953130e+000 -5.002611e-003 -2.675465e-002 1.057958e+000
2.243881e+001 5.469345e-001 2.925082e+000 -5.096555e-003 -2.725708e-002 1.038666e+000
2.345844e+001 5.416891e-001 2.897029e+000 -5.193146e-003 -2.777367e-002 1.019622e+000
2.445921e+001 5.364426e-001 2.868970e+000 -5.292484e-003 -2.830495e-002 1.000777e+000
2.544133e+001 5.311950e-001 2.840905e+000 -5.394675e-003 -2.885148e-002 9.821164e-001
2.640497e+001 5.259462e-001 2.812834e+000 -5.499826e-003 -2.941384e-002 9.636357e-001
2.735030e+001 5.206963e-001 2.784757e+000 -5.608052e-003 -2.999264e-002 9.453334e-001
2.827751e+001 5.154452e-001 2.756673e+000 -5.719470e-003 -3.058853e-002 9.272092e-001
2.918677e+001 5.101930e-001 2.728583e+000 -5.834207e-003 -3.120215e-002 9.092630e-001
3.007827e+001 5.049396e-001 2.700487e+000 -5.952392e-003 -3.183422e-002 8.914949e-001
3.095217e+001 4.996850e-001 2.672385e+000 -6.074162e-003 -3.248547e-002 8.739050e-001
3.180866e+001 4.944292e-001 2.644277e+000 -6.199662e-003 -3.315666e-002 8.564934e-001
3.264792e+001 4.891723e-001 2.616162e+000 -6.329041e-003 -3.384860e-002 8.392600e-001
3.347013e+001 4.839141e-001 2.588040e+000 -6.462458e-003 -3.456213e-002 8.222050e-001
3.427546e+001 4.786548e-001 2.559913e+000 -6.600080e-003 -3.529815e-002 8.053285e-001
3.506409e+001 4.733943e-001 2.531779e+000 -6.742080e-003 -3.605759e-002 7.886304e-001
3.583620e+001 4.681326e-001 2.503638e+000 -6.888643e-003 -3.684142e-002 7.721109e-001
3.659197e+001 4.628697e-001 2.475492e+000 -7.039960e-003 -3.765069e-002 7.557699e-001
3.733158e+001 4.576056e-001 2.447339e+000 -7.196235e-003 -3.848647e-002 7.396074e-001
3.805520e+001 4.523403e-001 2.419179e+000 -7.357681e-003 -3.934990e-002 7.236236e-001
3.876302e+001 4.470739e-001 2.391014e+000 -7.524522e-003 -4.024220e-002 7.078184e-001
3.945521e+001 4.418064e-001 2.362842e+000 -7.696996e-003 -4.116461e-002 6.921917e-001
4.013195e+001 4.365377e-001 2.334665e+000 -7.875350e-003 -4.211847e-002 6.767435e-001
4.079343e+001 4.312679e-001 2.306481e+000 -8.059847e-003 -4.310519e-002 6.614739e-001
4.143981e+001 4.259971e-001 2.278292e+000 -8.250764e-003 -4.412624e-002 6.463828e-001
4.207128e+001 4.207252e-001 2.250097e+000 -8.448392e-003 -4.518318e-002 6.314700e-001
4.268802e+001 4.154523e-001 2.221897e+000 -8.653039e-003 -4.627766e-002 6.167357e-001
4.329020e+001 4.101784e-001 2.193691e+000 -8.865029e-003 -4.741141e-002 6.021796e-001
4.387800e+001 4.049036e-001 2.165481e+000 -9.084705e-003 -4.858627e-002 5.878016e-001
4.445160e+001 3.996280e-001 2.137266e+000 -9.312428e-003 -4.980417e-002 5.736018e-001
4.501118e+001 3.943515e-001 2.109047e+000 -9.548581e-003 -5.106715e-002 5.595799e-001
4.555691e+001 3.890744e-001 2.080824e+000 -9.793568e-003 -5.237737e-002 5.457358e-001
4.608898e+001 3.837966e-001 2.052598e+000 -1.004781e-002 -5.373712e-002 5.320693e-001
4.660756e+001 3.785183e-001 2.024368e+000 -1.031177e-002 -5.514880e-002 5.185804e-001
4.711283e+001 3.732395e-001 1.996137e+000 -1.058592e-002 -5.661498e-002 5.052688e-001
4.760497e+001 3.679605e-001 1.967904e+000 -1.087076e-002 -5.813834e-002 4.921343e-001
4.808414e+001 3.626813e-001 1.939670e+000 -1.116683e-002 -5.972176e-002 4.791767e-001
4.855054e+001 3.574022e-001 1.911437e+000 -1.147469e-002 -6.136826e-002 4.663957e-001
4.900433e+001 3.521232e-001 1.883204e+000 -1.179495e-002 -6.308103e-002 4.537912e-001
4.944569e+001 3.468446e-001 1.854974e+000 -1.212823e-002 -6.486348e-002 4.413628e-001
4.987480e+001 3.415667e-001 1.826746e+000 -1.247521e-002 -6.671919e-002 4.291103e-001
5.029184e+001 3.362896e-001 1.798524e+000 -1.283661e-002 -6.865198e-002 4.170334e-001
