Solution of SBHB orbit

v_0 = 1.400000e+000, A = 1.000000, B = 1.000000, delta = 1.000000e-008

       t           rx             ry            vx             vy             2h
2.000000e-003 9.999995e-001 2.799252e-003 -4.998646e-004 1.399251e+000 2.000000e-003
6.829474e-002 9.994218e-001 9.471568e-002 -1.684499e-002 1.373369e+000 6.629474e-002
1.355098e-001 9.977513e-001 1.860869e-001 -3.271273e-002 1.345066e+000 6.721503e-002
2.055732e-001 9.949113e-001 2.792324e-001 -4.814054e-002 1.313489e+000 7.006345e-002
2.789014e-001 9.908344e-001 3.742736e-001 -6.278064e-002 1.278400e+000 7.332815e-002
3.555880e-001 9.854911e-001 4.708400e-001 -7.625083e-002 1.239763e+000 7.668659e-002
4.357985e-001 9.788794e-001 5.686003e-001 -8.825216e-002 1.197551e+000 8.021051e-002
5.202797e-001 9.709695e-001 6.678339e-001 -9.862811e-002 1.151436e+000 8.448128e-002
6.106048e-001 9.616510e-001 7.695515e-001 -1.073068e-001 1.100578e+000 9.032504e-002
7.093457e-001 9.506939e-001 8.754160e-001 -1.142021e-001 1.043474e+000 9.874091e-002
8.194166e-001 9.378299e-001 9.867000e-001 -1.190789e-001 9.783399e-001 1.100709e-001
9.272998e-001 9.248387e-001 1.088751e+000 -1.213839e-001 9.133849e-001 1.078832e-001
1.029723e+000 9.123779e-001 1.179117e+000 -1.216489e-001 8.511131e-001 1.024237e-001
1.130823e+000 9.001323e-001 1.262050e+000 -1.203687e-001 7.895427e-001 1.010991e-001
1.231926e+000 8.880815e-001 1.338779e+000 -1.178274e-001 7.284173e-001 1.011038e-001
1.335492e+000 8.760592e-001 1.411021e+000 -1.141862e-001 6.669161e-001 1.035659e-001
1.444956e+000 8.638106e-001 1.480553e+000 -1.094865e-001 6.038999e-001 1.094633e-001
1.559878e+000 8.515431e-001 1.546293e+000 -1.039223e-001 5.407653e-001 1.149222e-001
1.675069e+000 8.399117e-001 1.605121e+000 -9.799003e-002 4.813145e-001 1.151912e-001
1.791241e+000 8.288820e-001 1.657764e+000 -9.189667e-002 4.257538e-001 1.161717e-001
1.901918e+000 8.190296e-001 1.702157e+000 -8.616454e-002 3.771642e-001 1.106776e-001
2.004627e+000 8.104459e-001 1.738745e+000 -8.101495e-002 3.358927e-001 1.027091e-001
2.102466e+000 8.027510e-001 1.769822e+000 -7.632150e-002 2.999139e-001 9.783834e-002
2.197632e+000 7.956959e-001 1.796818e+000 -7.198762e-002 2.679017e-001 9.516633e-002
2.291564e+000 7.891254e-001 1.820605e+000 -6.795074e-002 2.390249e-001 9.393171e-002
2.385238e+000 7.829392e-001 1.841746e+000 -6.416985e-002 2.127391e-001 9.367418e-002
2.478914e+000 7.770956e-001 1.860535e+000 -6.063324e-002 1.887765e-001 9.367572e-002
2.573030e+000 7.715468e-001 1.877254e+000 -5.732098e-002 1.668560e-001 9.411597e-002
2.668108e+000 7.662465e-001 1.892146e+000 -5.421164e-002 1.467216e-001 9.507798e-002
2.764549e+000 7.611609e-001 1.905387e+000 -5.128989e-002 1.281825e-001 9.644141e-002
2.862679e+000 7.562644e-001 1.917113e+000 -4.854422e-002 1.110904e-001 9.812985e-002
2.962771e+000 7.515363e-001 1.927430e+000 -4.596562e-002 9.532517e-002 1.000927e-001
3.065068e+000 7.469598e-001 1.936425e+000 -4.354673e-002 8.078636e-002 1.022962e-001
3.169786e+000 7.425200e-001 1.944171e+000 -4.128127e-002 6.738742e-002 1.047185e-001
3.277132e+000 7.382041e-001 1.950730e+000 -3.916368e-002 5.505178e-002 1.073463e-001
3.387306e+000 7.339998e-001 1.956159e+000 -3.718884e-002 4.371021e-002 1.101733e-001
3.500504e+000 7.298958e-001 1.960507e+000 -3.535195e-002 3.329898e-002 1.131982e-001
3.616928e+000 7.258809e-001 1.963817e+000 -3.364836e-002 2.375859e-002 1.164246e-001
3.736789e+000 7.219439e-001 1.966132e+000 -3.207350e-002 1.503284e-002 1.198601e-001
3.860305e+000 7.180736e-001 1.967487e+000 -3.062289e-002 7.068294e-003 1.235162e-001
3.987713e+000 7.142585e-001 1.967915e+000 -2.929205e-002 -1.862265e-004 1.274080e-001
4.119267e+000 7.104866e-001 1.967448e+000 -2.807653e-002 -6.779883e-003 1.315545e-001
4.255245e+000 7.067456e-001 1.966110e+000 -2.697191e-002 -1.276003e-002 1.359783e-001
4.395952e+000 7.030223e-001 1.963925e+000 -2.597380e-002 -1.817236e-002 1.407063e-001
4.541722e+000 6.993030e-001 1.960912e+000 -2.507786e-002 -2.306096e-002 1.457699e-001
4.692928e+000 6.955730e-001 1.957084e+000 -2.427983e-002 -2.746845e-002 1.512061e-001
4.849986e+000 6.918165e-001 1.952451e+000 -2.357551e-002 -3.143600e-002 1.570583e-001
5.013363e+000 6.880166e-001 1.947016e+000 -2.296088e-002 -3.500339e-002 1.633772e-001
5.183586e+000 6.841546e-001 1.940778e+000 -2.243202e-002 -3.820908e-002 1.702228e-001
5.361252e+000 6.802104e-001 1.933727e+000 -2.198525e-002 -4.109029e-002 1.776661e-001
5.547045e+000 6.761613e-001 1.925846e+000 -2.161710e-002 -4.368312e-002 1.857931e-001
5.741753e+000 6.719822e-001 1.917107e+000 -2.132443e-002 -4.602263e-002 1.947081e-001
5.946295e+000 6.676444e-001 1.907472e+000 -2.110443e-002 -4.814310e-002 2.045412e-001
6.161751e+000 6.631148e-001 1.896886e+000 -2.095477e-002 -5.007821e-002 2.154565e-001
6.389418e+000 6.583547e-001 1.885277e+000 -2.087373e-002 -5.186142e-002 2.276669e-001
6.630875e+000 6.533176e-001 1.872550e+000 -2.086031e-002 -5.352646e-002 2.414568e-001
6.888095e+000 6.479463e-001 1.858574e+000 -2.091459e-002 -5.510809e-002 2.572202e-001
7.163624e+000 6.421682e-001 1.843176e+000 -2.103807e-002 -5.664331e-002 2.755288e-001
7.460885e+000 6.358867e-001 1.826108e+000 -2.123444e-002 -5.817339e-002 2.972610e-001
7.784747e+000 6.289665e-001 1.807011e+000 -2.151083e-002 -5.974759e-002 3.238628e-001
8.142642e+000 6.212036e-001 1.785326e+000 -2.188036e-002 -6.143046e-002 3.578952e-001
8.546597e+000 6.122689e-001 1.760130e+000 -2.236727e-002 -6.331611e-002 4.039547e-001
9.011428e+000 6.017260e-001 1.730187e+000 -2.300937e-002 -6.553107e-002 4.648308e-001
9.458547e+000 5.912854e-001 1.700393e+000 -2.370473e-002 -6.775935e-002 4.471193e-001
