Solution of SBHB orbit

v_0 = 1.200000e+000, A = 1.000000, B = 1.000000, delta = 1.000000e-008

       t           rx             ry            vx             vy             2h
2.000000e-003 9.999995e-001 2.399120e-003 -4.998153e-004 1.199119e+000 2.000000e-003
7.494131e-002 9.993058e-001 8.866321e-002 -1.840644e-002 1.165791e+000 7.294131e-002
1.491717e-001 9.972898e-001 1.738682e-001 -3.572959e-002 1.129511e+000 7.423044e-002
2.276192e-001 9.938116e-001 2.608921e-001 -5.268928e-002 1.088747e+000 7.844748e-002
3.120321e-001 9.886578e-001 3.508569e-001 -6.907795e-002 1.042392e+000 8.441291e-002
4.052521e-001 9.814696e-001 4.455423e-001 -8.469577e-002 9.886466e-001 9.321992e-002
5.135584e-001 9.714645e-001 5.491163e-001 -9.945394e-002 9.235601e-001 1.083064e-001
6.252715e-001 9.596777e-001 6.484406e-001 -1.109536e-001 8.543826e-001 1.117131e-001
7.267637e-001 9.480178e-001 7.319215e-001 -1.183560e-001 7.906149e-001 1.014921e-001
8.248462e-001 9.361608e-001 8.064405e-001 -1.230404e-001 7.289625e-001 9.808249e-002
9.218509e-001 9.240862e-001 8.742225e-001 -1.255917e-001 6.687213e-001 9.700469e-002
1.017910e+000 9.119711e-001 9.356487e-001 -1.263917e-001 6.105037e-001 9.605871e-002
1.112790e+000 8.999974e-001 9.909238e-001 -1.258011e-001 5.550393e-001 9.488007e-002
1.207256e+000 8.881846e-001 1.040846e+000 -1.241368e-001 5.023544e-001 9.446685e-002
1.301725e+000 8.765691e-001 1.085929e+000 -1.216599e-001 4.525943e-001 9.446853e-002
1.396811e+000 8.651437e-001 1.126709e+000 -1.185780e-001 4.057201e-001 9.508547e-002
1.491799e+000 8.540427e-001 1.163156e+000 -1.151045e-001 3.622320e-001 9.498830e-002
1.584956e+000 8.434880e-001 1.195040e+000 -1.114675e-001 3.228298e-001 9.315677e-002
1.676323e+000 8.334710e-001 1.222887e+000 -1.077922e-001 2.872338e-001 9.136744e-002
1.766531e+000 8.239120e-001 1.247320e+000 -1.041414e-001 2.549273e-001 9.020810e-002
1.856284e+000 8.147268e-001 1.268858e+000 -1.005476e-001 2.254277e-001 8.975292e-002
1.946040e+000 8.058603e-001 1.287860e+000 -9.703576e-002 1.983941e-001 8.975628e-002
2.035954e+000 7.972895e-001 1.304568e+000 -9.363118e-002 1.736087e-001 8.991342e-002
2.126533e+000 7.889587e-001 1.319244e+000 -9.033782e-002 1.507832e-001 9.057921e-002
2.218184e+000 7.808260e-001 1.332082e+000 -8.715928e-002 1.296976e-001 9.165137e-002
2.311241e+000 7.728590e-001 1.343229e+000 -8.409918e-002 1.101799e-001 9.305628e-002
2.405982e+000 7.650320e-001 1.352797e+000 -8.116116e-002 9.209188e-002 9.474102e-002
2.502650e+000 7.573237e-001 1.360876e+000 -7.834885e-002 7.531878e-002 9.666807e-002
2.601461e+000 7.497161e-001 1.367537e+000 -7.566576e-002 5.976291e-002 9.881156e-002
2.702616e+000 7.421928e-001 1.372841e+000 -7.311523e-002 4.533868e-002 1.011545e-001
2.806303e+000 7.347386e-001 1.376837e+000 -7.070032e-002 3.196932e-002 1.036870e-001
2.912708e+000 7.273386e-001 1.379569e+000 -6.842386e-002 1.958443e-002 1.064052e-001
3.022018e+000 7.199777e-001 1.381072e+000 -6.628836e-002 8.118301e-003 1.093101e-001
3.134426e+000 7.126403e-001 1.381377e+000 -6.429608e-002 -2.491288e-003 1.124078e-001
3.250134e+000 7.053095e-001 1.380511e+000 -6.244904e-002 -1.230398e-002 1.157082e-001
3.369360e+000 6.979672e-001 1.378494e+000 -6.074906e-002 -2.137746e-002 1.192260e-001
3.492340e+000 6.905937e-001 1.375339e+000 -5.919786e-002 -2.976796e-002 1.229802e-001
3.619335e+000 6.831669e-001 1.371057e+000 -5.779712e-002 -3.753067e-002 1.269952e-001
3.750637e+000 6.756621e-001 1.365648e+000 -5.654861e-002 -4.472009e-002 1.313019e-001
3.886576e+000 6.680516e-001 1.359108e+000 -5.545433e-002 -5.139040e-002 1.359386e-001
4.027529e+000 6.603035e-001 1.351419e+000 -5.451668e-002 -5.759579e-002 1.409534e-001
4.173937e+000 6.523811e-001 1.342555e+000 -5.373871e-002 -6.339105e-002 1.464076e-001
4.326318e+000 6.442416e-001 1.332474e+000 -5.312447e-002 -6.883215e-002 1.523806e-001
4.485297e+000 6.358338e-001 1.321115e+000 -5.267937e-002 -7.397726e-002 1.589790e-001
4.651647e+000 6.270956e-001 1.308395e+000 -5.241091e-002 -7.888814e-002 1.663502e-001
4.826353e+000 6.179491e-001 1.294193e+000 -5.232958e-002 -8.363234e-002 1.747066e-001
5.010722e+000 6.082931e-001 1.278339e+000 -5.245042e-002 -8.828680e-002 1.843687e-001
5.206567e+000 5.979907e-001 1.260589e+000 -5.279571e-002 -9.294392e-002 1.958445e-001
5.416541e+000 5.868457e-001 1.240569e+000 -5.339982e-002 -9.772255e-002 2.099742e-001
5.644664e+000 5.745643e-001 1.217697e+000 -5.431831e-002 -1.027870e-001 2.281229e-001
5.896176e+000 5.607432e-001 1.191145e+000 -5.563962e-002 -1.083610e-001 2.515124e-001
6.154513e+000 5.461579e-001 1.162398e+000 -5.733488e-002 -1.142281e-001 2.583368e-001
6.388072e+000 5.325580e-001 1.135076e+000 -5.917315e-002 -1.197843e-001 2.335596e-001
6.603444e+000 5.196066e-001 1.108699e+000 -6.114246e-002 -1.252233e-001 2.153720e-001
6.804940e+000 5.070793e-001 1.082924e+000 -6.324406e-002 -1.306743e-001 2.014959e-001
6.995000e+000 4.948508e-001 1.057568e+000 -6.548007e-002 -1.362179e-001 1.900593e-001
7.175091e+000 4.828487e-001 1.032531e+000 -6.785292e-002 -1.419093e-001 1.800916e-001
7.346165e+000 4.710297e-001 1.007758e+000 -7.036541e-002 -1.477889e-001 1.710737e-001
7.508877e+000 4.593681e-001 9.832222e-001 -7.302080e-002 -1.538885e-001 1.627125e-001
7.663713e+000 4.478487e-001 9.589109e-001 -7.582278e-002 -1.602343e-001 1.548355e-001
7.811051e+000 4.364633e-001 9.348225e-001 -7.877541e-002 -1.668489e-001 1.473381e-001
7.951207e+000 4.252083e-001 9.109615e-001 -8.188307e-002 -1.737524e-001 1.401556e-001
8.084454e+000 4.140836e-001 8.873366e-001 -8.515045e-002 -1.809632e-001 1.332475e-001
8.211043e+000 4.030909e-001 8.639594e-001 -8.858240e-002 -1.884981e-001 1.265885e-001
8.331205e+000 3.922339e-001 8.408434e-001 -9.218394e-002 -1.963732e-001 1.201628e-001
8.445166e+000 3.815169e-001 8.180032e-001 -9.596019e-002 -2.046036e-001 1.139610e-001
8.553144e+000 3.709454e-001 7.954539e-001 -9.991628e-002 -2.132037e-001 1.079774e-001
8.655353e+000 3.605250e-001 7.732111e-001 -1.040574e-001 -2.221871e-001 1.022089e-001
8.752006e+000 3.502616e-001 7.512901e-001 -1.083886e-001 -2.315672e-001 9.665359e-002
8.843317e+000 3.401614e-001 7.297060e-001 -1.129149e-001 -2.413564e-001 9.131077e-002
8.929497e+000 3.302302e-001 7.084733e-001 -1.176412e-001 -2.515669e-001 8.617984e-002
9.010757e+000 3.204737e-001 6.876057e-001 -1.225723e-001 -2.622100e-001 8.126023e-002
9.087308e+000 3.108972e-001 6.671160e-001 -1.277128e-001 -2.732969e-001 7.655118e-002
9.159360e+000 3.015057e-001 6.470158e-001 -1.330672e-001 -2.848379e-001 7.205146e-002
9.227119e+000 2.923035e-001 6.273155e-001 -1.386397e-001 -2.968430e-001 6.775935e-002
9.290792e+000 2.832946e-001 6.080241e-001 -1.444346e-001 -3.093218e-001 6.367254e-002
9.350580e+000 2.744822e-001 5.891494e-001 -1.504558e-001 -3.222834e-001 5.978804e-002
9.406682e+000 2.658689e-001 5.706976e-001 -1.567072e-001 -3.357366e-001 5.610225e-002
9.459293e+000 2.574566e-001 5.526732e-001 -1.631926e-001 -3.496899e-001 5.261093e-002
9.508602e+000 2.492468e-001 5.350797e-001 -1.699157e-001 -3.641515e-001 4.930924e-002
9.554794e+000 2.412399e-001 5.179188e-001 -1.768800e-001 -3.791296e-001 4.619178e-002
9.598047e+000 2.334361e-001 5.011907e-001 -1.840892e-001 -3.946319e-001 4.325268e-002
9.638532e+000 2.258346e-001 4.848946e-001 -1.915467e-001 -4.106665e-001 4.048563e-002
9.676416e+000 2.184345e-001 4.690282e-001 -1.992562e-001 -4.272411e-001 3.788398e-002
9.711857e+000 2.112339e-001 4.535880e-001 -2.072213e-001 -4.443636e-001 3.544082e-002
9.745006e+000 2.042306e-001 4.385696e-001 -2.154454e-001 -4.620418e-001 3.314900e-002
9.776007e+000 1.974221e-001 4.239676e-001 -2.239323e-001 -4.802838e-001 3.100128e-002
9.804998e+000 1.908054e-001 4.097757e-001 -2.326855e-001 -4.990974e-001 2.899032e-002
9.832107e+000 1.843773e-001 3.959872e-001 -2.417088e-001 -5.184906e-001 2.710880e-002
9.857456e+000 1.781342e-001 3.825946e-001 -2.510056e-001 -5.384712e-001 2.534945e-002
9.881161e+000 1.720724e-001 3.695901e-001 -2.605795e-001 -5.590467e-001 2.370511e-002
9.903330e+000 1.661882e-001 3.569657e-001 -2.704338e-001 -5.802245e-001 2.216878e-002
9.924064e+000 1.604777e-001 3.447132e-001 -2.805715e-001 -6.020111e-001 2.073367e-002
9.943457e+000 1.549370e-001 3.328245e-001 -2.909955e-001 -6.244127e-001 1.939323e-002
9.961598e+000 1.495623e-001 3.212913e-001 -3.017080e-001 -6.474343e-001 1.814120e-002
9.978570e+000 1.443500e-001 3.101058e-001 -3.127110e-001 -6.710801e-001 1.697160e-002
9.994448e+000 1.392962e-001 2.992601e-001 -3.240056e-001 -6.953528e-001 1.587882e-002
1.000931e+001 1.343975e-001 2.887467e-001 -3.355926e-001 -7.202538e-001 1.485756e-002
1.002321e+001 1.296505e-001 2.785583e-001 -3.474717e-001 -7.457829e-001 1.390288e-002
1.003622e+001 1.250518e-001 2.686879e-001 -3.596421e-001 -7.719384e-001 1.301022e-002
1.004839e+001 1.205983e-001 2.591287e-001 -3.721022e-001 -7.987167e-001 1.217533e-002
1.005979e+001 1.162869e-001 2.498741e-001 -3.848496e-001 -8.261130e-001 1.139433e-002
1.007045e+001 1.121146e-001 2.409176e-001 -3.978814e-001 -8.541211e-001 1.066362e-002
1.008043e+001 1.080783e-001 2.322529e-001 -4.111941e-001 -8.827332e-001 9.979916e-003
1.008977e+001 1.041751e-001 2.238735e-001 -4.247835e-001 -9.119409e-001 9.340175e-003
1.009851e+001 1.004021e-001 2.157734e-001 -4.386454e-001 -9.417348e-001 8.741593e-003
1.010670e+001 9.675629e-002 2.079460e-001 -4.527752e-001 -9.721052e-001 8.181575e-003
1.011435e+001 9.323474e-002 2.003851e-001 -4.671682e-001 -1.003042e+000 7.657702e-003
1.012152e+001 8.983443e-002 1.930843e-001 -4.818197e-001 -1.034536e+000 7.167716e-003
1.012823e+001 8.655235e-002 1.860371e-001 -4.967253e-001 -1.066576e+000 6.709500e-003
1.013451e+001 8.338544e-002 1.792370e-001 -5.118806e-001 -1.099154e+000 6.281064e-003
1.014039e+001 8.033064e-002 1.726773e-001 -5.272816e-001 -1.132262e+000 5.880533e-003
1.014590e+001 7.738487e-002 1.663516e-001 -5.429248e-001 -1.165891e+000 5.506139e-003
1.015105e+001 7.454504e-002 1.602532e-001 -5.588067e-001 -1.200035e+000 5.156214e-003
1.015588e+001 7.180806e-002 1.543754e-001 -5.749247e-001 -1.234687e+000 4.829188e-003
1.016041e+001 6.917085e-002 1.487118e-001 -5.912763e-001 -1.269842e+000 4.523577e-003
1.016465e+001 6.663035e-002 1.432556e-001 -6.078595e-001 -1.305497e+000 4.237988e-003
1.016862e+001 6.418353e-002 1.380005e-001 -6.246728e-001 -1.341648e+000 3.971108e-003
1.017234e+001 6.182738e-002 1.329400e-001 -6.417151e-001 -1.378292e+000 3.721705e-003
1.017583e+001 5.955894e-002 1.280677e-001 -6.589856e-001 -1.415429e+000 3.488623e-003
1.017910e+001 5.737530e-002 1.233774e-001 -6.764842e-001 -1.453057e+000 3.270779e-003
1.018216e+001 5.527358e-002 1.188630e-001 -6.942107e-001 -1.491178e+000 3.067158e-003
1.018504e+001 5.325097e-002 1.145183e-001 -7.121656e-001 -1.529790e+000 2.876811e-003
1.018774e+001 5.130472e-002 1.103375e-001 -7.303495e-001 -1.568897e+000 2.698851e-003
1.019027e+001 4.943212e-002 1.063149e-001 -7.487634e-001 -1.608500e+000 2.532450e-003
1.019265e+001 4.763056e-002 1.024447e-001 -7.674085e-001 -1.648602e+000 2.376833e-003
