Solution of SBHB orbit

v_0 = 2.236068e-004, A = 0.000000, B = 0.000000, delta = 1.000000e-008

       t           rx             ry            vx             vy             2h
2.000000e-003 9.999995e-001 4.472135e-007 -5.000002e-004 2.236067e-004 2.000000e-003
3.627797e-001 9.834576e-001 8.066923e-005 -9.170802e-002 2.198455e-004 3.607797e-001
5.024865e-001 9.680985e-001 1.111465e-004 -1.283604e-001 2.162383e-004 1.397068e-001
6.293160e-001 9.496472e-001 1.383004e-004 -1.628231e-001 2.117505e-004 1.268296e-001
7.445847e-001 9.290112e-001 1.624185e-004 -1.954652e-001 2.065202e-004 1.152687e-001
8.503622e-001 9.066894e-001 1.839606e-004 -2.268408e-001 2.005946e-004 1.057775e-001
9.479083e-001 8.830904e-001 2.032159e-004 -2.572809e-001 1.940042e-004 9.754609e-002
1.038107e+000 8.585560e-001 2.203975e-004 -2.870073e-001 1.867684e-004 9.019840e-002
1.121639e+000 8.333752e-001 2.356786e-004 -3.161801e-001 1.788989e-004 8.353251e-002
1.199067e+000 8.077929e-001 2.492096e-004 -3.449211e-001 1.704015e-004 7.742810e-002
1.270874e+000 7.820163e-001 2.611259e-004 -3.733267e-001 1.612773e-004 7.180685e-002
1.337488e+000 7.562207e-001 2.715518e-004 -4.014756e-001 1.515237e-004 6.661355e-002
1.399294e+000 7.305528e-001 2.806032e-004 -4.294336e-001 1.411347e-004 6.180647e-002
1.456646e+000 7.051355e-001 2.883882e-004 -4.572566e-001 1.301017e-004 5.735211e-002
1.509869e+000 6.800700e-001 2.950083e-004 -4.849932e-001 1.184139e-004 5.322225e-002
1.559261e+000 6.554396e-001 3.005585e-004 -5.126858e-001 1.060581e-004 4.939229e-002
1.605101e+000 6.313113e-001 3.051277e-004 -5.403723e-001 9.301941e-005 4.584022e-002
1.647647e+000 6.077386e-001 3.087992e-004 -5.680864e-001 7.928104e-005 4.254601e-002
1.687138e+000 5.847628e-001 3.116506e-004 -5.958586e-001 6.482469e-005 3.949125e-002
1.723797e+000 5.624153e-001 3.137543e-004 -6.237169e-001 4.963052e-005 3.665887e-002
1.757830e+000 5.407186e-001 3.151774e-004 -6.516865e-001 3.367726e-005 3.403301e-002
1.789429e+000 5.196879e-001 3.159825e-004 -6.797910e-001 1.694228e-005 3.159888e-002
1.818772e+000 4.993319e-001 3.162275e-004 -7.080522e-001 -5.983669e-007 2.934271e-002
1.846023e+000 4.796540e-001 3.159659e-004 -7.364903e-001 -1.896991e-005 2.725164e-002
1.871337e+000 4.606532e-001 3.152471e-004 -7.651242e-001 -3.819883e-005 2.531368e-002
1.894855e+000 4.423246e-001 3.141169e-004 -7.939718e-001 -5.831280e-005 2.351766e-002
1.916708e+000 4.246604e-001 3.126173e-004 -8.230499e-001 -7.934073e-005 2.185320e-002
1.937019e+000 4.076500e-001 3.107871e-004 -8.523743e-001 -1.013127e-004 2.031060e-002
1.955899e+000 3.912810e-001 3.086618e-004 -8.819602e-001 -1.242601e-004 1.888089e-002
1.973455e+000 3.755390e-001 3.062740e-004 -9.118220e-001 -1.482153e-004 1.755570e-002
1.989782e+000 3.604086e-001 3.036539e-004 -9.419733e-001 -1.732120e-004 1.632729e-002
2.004971e+000 3.458734e-001 3.008289e-004 -9.724274e-001 -1.992852e-004 1.518845e-002
2.019103e+000 3.319161e-001 2.978240e-004 -1.003197e+000 -2.264709e-004 1.413253e-002
2.032257e+000 3.185190e-001 2.946623e-004 -1.034294e+000 -2.548065e-004 1.315334e-002
2.044502e+000 3.056641e-001 2.913648e-004 -1.065731e+000 -2.843304e-004 1.224517e-002
2.055905e+000 2.933331e-001 2.879506e-004 -1.097518e+000 -3.150826e-004 1.140272e-002
2.066526e+000 2.815079e-001 2.844372e-004 -1.129667e+000 -3.471041e-004 1.062108e-002
2.076421e+000 2.701703e-001 2.808404e-004 -1.162189e+000 -3.804373e-004 9.895726e-003
2.085644e+000 2.593024e-001 2.771748e-004 -1.195094e+000 -4.151259e-004 9.222467e-003
2.094241e+000 2.488865e-001 2.734535e-004 -1.228392e+000 -4.512148e-004 8.597422e-003
2.102258e+000 2.389052e-001 2.696884e-004 -1.262093e+000 -4.887504e-004 8.017010e-003
2.109736e+000 2.293416e-001 2.658903e-004 -1.296207e+000 -5.277805e-004 7.477918e-003
2.116713e+000 2.201790e-001 2.620689e-004 -1.330743e+000 -5.683541e-004 6.977084e-003
2.123225e+000 2.114013e-001 2.582331e-004 -1.365711e+000 -6.105219e-004 6.511677e-003
2.129304e+000 2.029929e-001 2.543909e-004 -1.401120e+000 -6.543357e-004 6.079085e-003
2.134981e+000 1.949385e-001 2.505494e-004 -1.436979e+000 -6.998492e-004 5.676888e-003
2.140284e+000 1.872234e-001 2.467151e-004 -1.473297e+000 -7.471172e-004 5.302855e-003
2.145239e+000 1.798334e-001 2.428937e-004 -1.510082e+000 -7.961964e-004 4.954920e-003
2.149870e+000 1.727548e-001 2.390905e-004 -1.547344e+000 -8.471447e-004 4.631176e-003
2.154200e+000 1.659744e-001 2.353100e-004 -1.585090e+000 -9.000219e-004 4.329858e-003
2.158249e+000 1.594794e-001 2.315563e-004 -1.623329e+000 -9.548893e-004 4.049336e-003
2.162037e+000 1.532577e-001 2.278331e-004 -1.662069e+000 -1.011810e-003 3.788103e-003
2.165582e+000 1.472974e-001 2.241437e-004 -1.701319e+000 -1.070848e-003 3.544764e-003
2.168900e+000 1.415873e-001 2.204907e-004 -1.741087e+000 -1.132071e-003 3.318030e-003
2.172007e+000 1.361165e-001 2.168768e-004 -1.781381e+000 -1.195545e-003 3.106709e-003
2.174916e+000 1.308746e-001 2.133040e-004 -1.822209e+000 -1.261343e-003 2.909695e-003
2.177642e+000 1.258516e-001 2.097742e-004 -1.863579e+000 -1.329534e-003 2.725970e-003
2.180197e+000 1.210381e-001 2.062891e-004 -1.905498e+000 -1.400192e-003 2.554587e-003
2.182592e+000 1.164249e-001 2.028499e-004 -1.947975e+000 -1.473394e-003 2.394672e-003
2.184837e+000 1.120032e-001 1.994578e-004 -1.991018e+000 -1.549217e-003 2.245415e-003
