The Belousov–Zhabotinsky reaction with modified midpoint method
dx / dt = 1 - (b + 1) * x + a * x ^ 2 * y
dy / dt = b * x - a * x ^ 2 * y
a = 1, b = 3, x_0 = 0, y_0 = 0, accuracy delta = 1e-10, H = 20

       t            x             y
1.633000e+001 2.378628e+000 1.118657e+000
1.634000e+001 2.356179e+000 1.127003e+000
1.635000e+001 2.333908e+000 1.135402e+000
1.636000e+001 2.311813e+000 1.143853e+000
1.637000e+001 2.289892e+000 1.152357e+000
1.638000e+001 2.268145e+000 1.160913e+000
1.639000e+001 2.246571e+000 1.169519e+000
1.640000e+001 2.225167e+000 1.178176e+000
1.641000e+001 2.203934e+000 1.186883e+000
1.642000e+001 2.182869e+000 1.195639e+000
1.643000e+001 2.161972e+000 1.204444e+000
1.644000e+001 2.141242e+000 1.213297e+000
1.645000e+001 2.120676e+000 1.222198e+000
1.646000e+001 2.100274e+000 1.231147e+000
1.647000e+001 2.080035e+000 1.240142e+000
1.648000e+001 2.059957e+000 1.249184e+000
1.649000e+001 2.040040e+000 1.258272e+000
1.650000e+001 2.020282e+000 1.267405e+000
1.651000e+001 2.000681e+000 1.276584e+000
1.652000e+001 1.981237e+000 1.285807e+000
1.653000e+001 1.961949e+000 1.295074e+000
1.654000e+001 1.942816e+000 1.304385e+000
1.655000e+001 1.923835e+000 1.313739e+000
1.656000e+001 1.905007e+000 1.323135e+000
1.657000e+001 1.886330e+000 1.332575e+000
1.658000e+001 1.867803e+000 1.342055e+000
1.659000e+001 1.849425e+000 1.351578e+000
1.660000e+001 1.831195e+000 1.361141e+000
1.661000e+001 1.813112e+000 1.370744e+000
1.662000e+001 1.795175e+000 1.380387e+000
1.663000e+001 1.777383e+000 1.390069e+000
1.664000e+001 1.759735e+000 1.399790e+000
1.665000e+001 1.742230e+000 1.409549e+000
1.666000e+001 1.724867e+000 1.419346e+000
1.667000e+001 1.707646e+000 1.429179e+000
1.668000e+001 1.690565e+000 1.439049e+000
1.669000e+001 1.673624e+000 1.448955e+000
1.670000e+001 1.656821e+000 1.458897e+000
1.671000e+001 1.640157e+000 1.468872e+000
1.672000e+001 1.623629e+000 1.478882e+000
1.673000e+001 1.607238e+000 1.488925e+000
1.674000e+001 1.590983e+000 1.499001e+000
1.675000e+001 1.574862e+000 1.509109e+000
1.676000e+001 1.558876e+000 1.519248e+000
1.677000e+001 1.543024e+000 1.529418e+000
1.678000e+001 1.527304e+000 1.539618e+000
1.679000e+001 1.511716e+000 1.549847e+000
1.680000e+001 1.496261e+000 1.560104e+000
1.681000e+001 1.480936e+000 1.570389e+000
1.682000e+001 1.465741e+000 1.580701e+000
1.683000e+001 1.450677e+000 1.591039e+000
1.684000e+001 1.435742e+000 1.601403e+000
1.685000e+001 1.420935e+000 1.611791e+000
1.686000e+001 1.406257e+000 1.622203e+000
1.687000e+001 1.391707e+000 1.632637e+000
1.688000e+001 1.377284e+000 1.643094e+000
1.689000e+001 1.362988e+000 1.653572e+000
1.690000e+001 1.348818e+000 1.664070e+000
1.691000e+001 1.334775e+000 1.674588e+000
1.692000e+001 1.320857e+000 1.685125e+000
1.693000e+001 1.307064e+000 1.695679e+000
1.694000e+001 1.293396e+000 1.706250e+000
1.695000e+001 1.279852e+000 1.716836e+000
1.696000e+001 1.266433e+000 1.727438e+000
1.697000e+001 1.253137e+000 1.738054e+000
1.698000e+001 1.239965e+000 1.748682e+000
1.699000e+001 1.226916e+000 1.759323e+000
1.700000e+001 1.213990e+000 1.769975e+000
1.701000e+001 1.201186e+000 1.780637e+000
1.702000e+001 1.188504e+000 1.791308e+000
1.703000e+001 1.175945e+000 1.801988e+000
1.704000e+001 1.163507e+000 1.812675e+000
1.705000e+001 1.151190e+000 1.823368e+000
1.706000e+001 1.138995e+000 1.834066e+000
1.707000e+001 1.126920e+000 1.844769e+000
1.708000e+001 1.114966e+000 1.855474e+000
1.709000e+001 1.103133e+000 1.866182e+000
1.710000e+001 1.091420e+000 1.876892e+000
1.711000e+001 1.079826e+000 1.887601e+000
1.712000e+001 1.068352e+000 1.898310e+000
1.713000e+001 1.056998e+000 1.909017e+000
1.714000e+001 1.045763e+000 1.919722e+000
1.715000e+001 1.034647e+000 1.930423e+000
1.716000e+001 1.023649e+000 1.941119e+000
1.717000e+001 1.012770e+000 1.951809e+000
1.718000e+001 1.002010e+000 1.962493e+000
1.719000e+001 9.913669e-001 1.973169e+000
1.720000e+001 9.808419e-001 1.983837e+000
1.721000e+001 9.704344e-001 1.994495e+000
1.722000e+001 9.601441e-001 2.005142e+000
1.723000e+001 9.499707e-001 2.015778e+000
1.724000e+001 9.399141e-001 2.026402e+000
1.725000e+001 9.299738e-001 2.037012e+000
1.726000e+001 9.201497e-001 2.047609e+000
1.727000e+001 9.104413e-001 2.058190e+000
1.728000e+001 9.008484e-001 2.068755e+000
1.729000e+001 8.913707e-001 2.079303e+000
1.730000e+001 8.820079e-001 2.089834e+000
1.731000e+001 8.727595e-001 2.100346e+000
1.732000e+001 8.636253e-001 2.110839e+000
1.733000e+001 8.546048e-001 2.121312e+000
1.734000e+001 8.456978e-001 2.131764e+000
1.735000e+001 8.369037e-001 2.142194e+000
1.736000e+001 8.282223e-001 2.152601e+000
1.737000e+001 8.196530e-001 2.162986e+000
1.738000e+001 8.111954e-001 2.173346e+000
1.739000e+001 8.028492e-001 2.183682e+000
1.740000e+001 7.946138e-001 2.193992e+000
1.741000e+001 7.864887e-001 2.204277e+000
1.742000e+001 7.784735e-001 2.214534e+000
1.743000e+001 7.705677e-001 2.224765e+000
1.744000e+001 7.627706e-001 2.234968e+000
1.745000e+001 7.550819e-001 2.245142e+000
1.746000e+001 7.475008e-001 2.255287e+000
1.747000e+001 7.400269e-001 2.265403e+000
1.748000e+001 7.326596e-001 2.275489e+000
1.749000e+001 7.253983e-001 2.285544e+000
1.750000e+001 7.182423e-001 2.295568e+000
1.751000e+001 7.111910e-001 2.305561e+000
1.752000e+001 7.042437e-001 2.315522e+000
1.753000e+001 6.973999e-001 2.325451e+000
1.754000e+001 6.906587e-001 2.335347e+000
1.755000e+001 6.840196e-001 2.345210e+000
1.756000e+001 6.774818e-001 2.355040e+000
1.757000e+001 6.710445e-001 2.364836e+000
1.758000e+001 6.647071e-001 2.374598e+000
1.759000e+001 6.584687e-001 2.384325e+000
1.760000e+001 6.523287e-001 2.394019e+000
1.761000e+001 6.462862e-001 2.403677e+000
1.762000e+001 6.403405e-001 2.413301e+000
1.763000e+001 6.344906e-001 2.422890e+000
1.764000e+001 6.287359e-001 2.432443e+000
1.765000e+001 6.230755e-001 2.441961e+000
1.766000e+001 6.175085e-001 2.451443e+000
1.767000e+001 6.120340e-001 2.460890e+000
1.768000e+001 6.066514e-001 2.470301e+000
1.769000e+001 6.013595e-001 2.479676e+000
1.770000e+001 5.961576e-001 2.489015e+000
1.771000e+001 5.910448e-001 2.498319e+000
1.772000e+001 5.860202e-001 2.507586e+000
1.773000e+001 5.810828e-001 2.516818e+000
1.774000e+001 5.762318e-001 2.526014e+000
1.775000e+001 5.714662e-001 2.535174e+000
1.776000e+001 5.667850e-001 2.544298e+000
1.777000e+001 5.621875e-001 2.553387e+000
1.778000e+001 5.576725e-001 2.562439e+000
1.779000e+001 5.532393e-001 2.571457e+000
1.780000e+001 5.488867e-001 2.580439e+000
1.781000e+001 5.446140e-001 2.589385e+000
1.782000e+001 5.404200e-001 2.598297e+000
1.783000e+001 5.363039e-001 2.607173e+000
1.784000e+001 5.322647e-001 2.616015e+000
1.785000e+001 5.283014e-001 2.624822e+000
1.786000e+001 5.244131e-001 2.633594e+000
1.787000e+001 5.205988e-001 2.642333e+000
1.788000e+001 5.168575e-001 2.651037e+000
1.789000e+001 5.131883e-001 2.659707e+000
1.790000e+001 5.095901e-001 2.668344e+000
1.791000e+001 5.060622e-001 2.676947e+000
1.792000e+001 5.026034e-001 2.685517e+000
1.793000e+001 4.992128e-001 2.694055e+000
1.794000e+001 4.958894e-001 2.702559e+000
1.795000e+001 4.926324e-001 2.711031e+000
1.796000e+001 4.894408e-001 2.719472e+000
1.797000e+001 4.863135e-001 2.727880e+000
1.798000e+001 4.832497e-001 2.736257e+000
1.799000e+001 4.802485e-001 2.744602e+000
1.800000e+001 4.773088e-001 2.752917e+000
1.801000e+001 4.744298e-001 2.761201e+000
1.802000e+001 4.716106e-001 2.769454e+000
1.803000e+001 4.688502e-001 2.777678e+000
1.804000e+001 4.661477e-001 2.785872e+000
1.805000e+001 4.635022e-001 2.794036e+000
1.806000e+001 4.609128e-001 2.802171e+000
1.807000e+001 4.583787e-001 2.810277e+000
1.808000e+001 4.558989e-001 2.818355e+000
1.809000e+001 4.534726e-001 2.826405e+000
1.810000e+001 4.510988e-001 2.834427e+000
1.811000e+001 4.487769e-001 2.842421e+000
1.812000e+001 4.465058e-001 2.850388e+000
1.813000e+001 4.442847e-001 2.858329e+000
1.814000e+001 4.421129e-001 2.866242e+000
1.815000e+001 4.399895e-001 2.874130e+000
1.816000e+001 4.379136e-001 2.881991e+000
1.817000e+001 4.358845e-001 2.889827e+000
1.818000e+001 4.339014e-001 2.897638e+000
1.819000e+001 4.319634e-001 2.905424e+000
1.820000e+001 4.300699e-001 2.913185e+000
1.821000e+001 4.282200e-001 2.920922e+000
1.822000e+001 4.264129e-001 2.928634e+000
1.823000e+001 4.246480e-001 2.936323e+000
1.824000e+001 4.229244e-001 2.943989e+000
1.825000e+001 4.212415e-001 2.951632e+000
1.826000e+001 4.195985e-001 2.959251e+000
1.827000e+001 4.179947e-001 2.966849e+000
1.828000e+001 4.164294e-001 2.974424e+000
1.829000e+001 4.149019e-001 2.981977e+000
1.830000e+001 4.134116e-001 2.989509e+000
1.831000e+001 4.119577e-001 2.997020e+000
1.832000e+001 4.105396e-001 3.004509e+000
1.833000e+001 4.091566e-001 3.011978e+000
1.834000e+001 4.078082e-001 3.019426e+000
1.835000e+001 4.064936e-001 3.026855e+000
1.836000e+001 4.052123e-001 3.034263e+000
1.837000e+001 4.039636e-001 3.041652e+000
1.838000e+001 4.027470e-001 3.049021e+000
1.839000e+001 4.015618e-001 3.056372e+000
1.840000e+001 4.004074e-001 3.063703e+000
1.841000e+001 3.992833e-001 3.071016e+000
1.842000e+001 3.981890e-001 3.078311e+000
1.843000e+001 3.971237e-001 3.085588e+000
1.844000e+001 3.960871e-001 3.092847e+000
1.845000e+001 3.950786e-001 3.100089e+000
1.846000e+001 3.940977e-001 3.107313e+000
1.847000e+001 3.931437e-001 3.114520e+000
1.848000e+001 3.922163e-001 3.121710e+000
1.849000e+001 3.913149e-001 3.128884e+000
1.850000e+001 3.904391e-001 3.136041e+000
1.851000e+001 3.895883e-001 3.143183e+000
1.852000e+001 3.887621e-001 3.150308e+000
1.853000e+001 3.879600e-001 3.157418e+000
1.854000e+001 3.871815e-001 3.164512e+000
1.855000e+001 3.864263e-001 3.171590e+000
1.856000e+001 3.856938e-001 3.178654e+000
1.857000e+001 3.849837e-001 3.185703e+000
1.858000e+001 3.842955e-001 3.192737e+000
1.859000e+001 3.836288e-001 3.199757e+000
1.860000e+001 3.829832e-001 3.206762e+000
1.861000e+001 3.823583e-001 3.213753e+000
1.862000e+001 3.817537e-001 3.220730e+000
1.863000e+001 3.811691e-001 3.227693e+000
1.864000e+001 3.806040e-001 3.234643e+000
1.865000e+001 3.800580e-001 3.241579e+000
1.866000e+001 3.795309e-001 3.248502e+000
1.867000e+001 3.790223e-001 3.255412e+000
1.868000e+001 3.785318e-001 3.262309e+000
1.869000e+001 3.780591e-001 3.269193e+000
1.870000e+001 3.776038e-001 3.276064e+000
1.871000e+001 3.771657e-001 3.282923e+000
1.872000e+001 3.767443e-001 3.289769e+000
1.873000e+001 3.763395e-001 3.296604e+000
1.874000e+001 3.759508e-001 3.303426e+000
1.875000e+001 3.755781e-001 3.310236e+000
1.876000e+001 3.752209e-001 3.317034e+000
1.877000e+001 3.748791e-001 3.323821e+000
1.878000e+001 3.745522e-001 3.330596e+000
1.879000e+001 3.742401e-001 3.337360e+000
1.880000e+001 3.739426e-001 3.344112e+000
1.881000e+001 3.736592e-001 3.350853e+000
1.882000e+001 3.733898e-001 3.357583e+000
1.883000e+001 3.731341e-001 3.364302e+000
1.884000e+001 3.728918e-001 3.371010e+000
1.885000e+001 3.726628e-001 3.377707e+000
1.886000e+001 3.724468e-001 3.384394e+000
1.887000e+001 3.722436e-001 3.391070e+000
1.888000e+001 3.720528e-001 3.397735e+000
1.889000e+001 3.718744e-001 3.404390e+000
1.890000e+001 3.717081e-001 3.411035e+000
1.891000e+001 3.715536e-001 3.417669e+000
1.892000e+001 3.714109e-001 3.424294e+000
1.893000e+001 3.712796e-001 3.430908e+000
1.894000e+001 3.711596e-001 3.437512e+000
1.895000e+001 3.710506e-001 3.444107e+000
1.896000e+001 3.709526e-001 3.450691e+000
1.897000e+001 3.708653e-001 3.457266e+000
1.898000e+001 3.707885e-001 3.463831e+000
1.899000e+001 3.707221e-001 3.470387e+000
1.900000e+001 3.706659e-001 3.476933e+000
1.901000e+001 3.706197e-001 3.483469e+000
1.902000e+001 3.705833e-001 3.489996e+000
1.903000e+001 3.705566e-001 3.496514e+000
1.904000e+001 3.705395e-001 3.503022e+000
1.905000e+001 3.705318e-001 3.509521e+000
1.906000e+001 3.705333e-001 3.516011e+000
1.907000e+001 3.705439e-001 3.522492e+000
1.908000e+001 3.705635e-001 3.528963e+000
1.909000e+001 3.705919e-001 3.535426e+000
1.910000e+001 3.706289e-001 3.541879e+000
1.911000e+001 3.706746e-001 3.548324e+000
1.912000e+001 3.707286e-001 3.554760e+000
1.913000e+001 3.707909e-001 3.561186e+000
1.914000e+001 3.708614e-001 3.567604e+000
1.915000e+001 3.709400e-001 3.574013e+000
1.916000e+001 3.710265e-001 3.580413e+000
1.917000e+001 3.711209e-001 3.586805e+000
1.918000e+001 3.712229e-001 3.593188e+000
1.919000e+001 3.713326e-001 3.599562e+000
1.920000e+001 3.714498e-001 3.605927e+000
1.921000e+001 3.715743e-001 3.612284e+000
1.922000e+001 3.717062e-001 3.618632e+000
1.923000e+001 3.718453e-001 3.624971e+000
1.924000e+001 3.719915e-001 3.631302e+000
1.925000e+001 3.721448e-001 3.637625e+000
1.926000e+001 3.723049e-001 3.643938e+000
1.927000e+001 3.724719e-001 3.650244e+000
1.928000e+001 3.726457e-001 3.656540e+000
1.929000e+001 3.728262e-001 3.662829e+000
1.930000e+001 3.730133e-001 3.669108e+000
1.931000e+001 3.732069e-001 3.675380e+000
1.932000e+001 3.734069e-001 3.681642e+000
1.933000e+001 3.736133e-001 3.687897e+000
1.934000e+001 3.738261e-001 3.694142e+000
1.935000e+001 3.740450e-001 3.700380e+000
1.936000e+001 3.742702e-001 3.706609e+000
1.937000e+001 3.745014e-001 3.712829e+000
1.938000e+001 3.747387e-001 3.719041e+000
1.939000e+001 3.749820e-001 3.725244e+000
1.940000e+001 3.752312e-001 3.731439e+000
1.941000e+001 3.754863e-001 3.737626e+000
1.942000e+001 3.757472e-001 3.743804e+000
1.943000e+001 3.760139e-001 3.749974e+000
1.944000e+001 3.762862e-001 3.756135e+000
1.945000e+001 3.765643e-001 3.762287e+000
1.946000e+001 3.768479e-001 3.768432e+000
1.947000e+001 3.771371e-001 3.774567e+000
1.948000e+001 3.774319e-001 3.780694e+000
1.949000e+001 3.777321e-001 3.786813e+000
1.950000e+001 3.780377e-001 3.792923e+000
1.951000e+001 3.783488e-001 3.799024e+000
1.952000e+001 3.786652e-001 3.805117e+000
1.953000e+001 3.789869e-001 3.811201e+000
1.954000e+001 3.793139e-001 3.817276e+000
1.955000e+001 3.796462e-001 3.823343e+000
1.956000e+001 3.799837e-001 3.829401e+000
1.957000e+001 3.803264e-001 3.835451e+000
1.958000e+001 3.806743e-001 3.841492e+000
1.959000e+001 3.810272e-001 3.847524e+000
1.960000e+001 3.813853e-001 3.853547e+000
1.961000e+001 3.817485e-001 3.859561e+000
1.962000e+001 3.821168e-001 3.865567e+000
1.963000e+001 3.824901e-001 3.871564e+000
1.964000e+001 3.828684e-001 3.877552e+000
1.965000e+001 3.832516e-001 3.883531e+000
1.966000e+001 3.836399e-001 3.889501e+000
1.967000e+001 3.840332e-001 3.895462e+000
1.968000e+001 3.844313e-001 3.901413e+000
1.969000e+001 3.848345e-001 3.907356e+000
1.970000e+001 3.852425e-001 3.913290e+000
1.971000e+001 3.856554e-001 3.919215e+000
1.972000e+001 3.860733e-001 3.925130e+000
1.973000e+001 3.864960e-001 3.931037e+000
1.974000e+001 3.869236e-001 3.936934e+000
1.975000e+001 3.873560e-001 3.942821e+000
1.976000e+001 3.877934e-001 3.948700e+000
1.977000e+001 3.882355e-001 3.954569e+000
1.978000e+001 3.886826e-001 3.960428e+000
1.979000e+001 3.891345e-001 3.966278e+000
1.980000e+001 3.895912e-001 3.972119e+000
1.981000e+001 3.900528e-001 3.977950e+000
1.982000e+001 3.905192e-001 3.983771e+000
1.983000e+001 3.909905e-001 3.989582e+000
1.984000e+001 3.914667e-001 3.995384e+000
1.985000e+001 3.919477e-001 4.001176e+000
1.986000e+001 3.924335e-001 4.006959e+000
1.987000e+001 3.929243e-001 4.012731e+000
1.988000e+001 3.934199e-001 4.018493e+000
1.989000e+001 3.939204e-001 4.024246e+000
1.990000e+001 3.944258e-001 4.029988e+000
1.991000e+001 3.949361e-001 4.035720e+000
1.992000e+001 3.954513e-001 4.041442e+000
1.993000e+001 3.959714e-001 4.047153e+000
1.994000e+001 3.964965e-001 4.052855e+000
1.995000e+001 3.970265e-001 4.058546e+000
1.996000e+001 3.975616e-001 4.064226e+000
1.997000e+001 3.981016e-001 4.069896e+000
1.998000e+001 3.986466e-001 4.075555e+000
1.999000e+001 3.991966e-001 4.081204e+000
2.000000e+001 3.997517e-001 4.086842e+000
