Discrete Fourier Transform of sunspots

  k         Re(c_k)          Im(c_k)     
  961       -96.742928        74.078651
  962      -341.701111      -168.735703
  963      -613.007813      -470.044647
  964      -906.242737        82.816719
  965        43.310078       -37.994301
  966       683.376099       496.408630
  967       356.830994      -360.328247
  968       748.034302       180.954636
  969        15.353021       169.644394
  970       508.524597       310.421875
  971       522.114929       307.095123
  972     -1209.492676      -191.229645
  973      -303.529144        50.053497
  974        12.038792       565.427368
  975       124.266533       -52.458782
  976       174.415771       185.206268
  977      -570.292664        28.518135
  978      -125.560806      -523.062988
  979        18.886738        12.269936
  980      -382.948120       112.780640
  981       611.647522       441.933258
  982      -263.295471      -610.865173
  983     -1467.719727       -20.619665
  984     -2141.927979       629.337524
  985      -640.932983       688.635132
  986       885.983459      -519.078796
  987       -11.016551      -830.907654
  988      -428.802185      -631.007874
  989       137.005188       411.385681
  990       116.647758      -127.148926
  991        64.480759      -426.961670
  992        72.160027       644.619873
  993      -503.924591       182.180740
  994       902.537231       131.082642
  995      -407.004089       730.979736
  996       376.894440      -891.352173
  997        51.930042      -376.919800
  998     -1103.787476       186.607178
  999      -369.246185       426.821167
 1000       228.251022       491.816437
 1001      -270.291779      -724.283691
 1002       479.335022       132.124847
 1003      -237.384796       150.459900
 1004      -224.591736       -56.402287
 1005       666.955383       -64.148705
 1006       -20.171936      -131.028595
 1007      -619.526123      -289.657867
 1008        31.521620      -712.640930
 1009       -98.496895       294.180267
 1010       494.633453       210.254044
 1011       430.654938      -310.967804
 1012      -280.328003      -742.478516
 1013     -1167.940186       -48.439358
 1014       184.410751       266.577911
 1015       105.298187      -642.227356
 1016      -117.097961      -490.581757
 1017      -166.469589       -10.588037
 1018      -102.752129       769.654236
 1019      -729.584290      -431.608429
 1020      -480.981293      -158.958282
 1021      -552.324463      -144.557327
 1022      -441.606018       136.374207
 1023       169.703918      -735.386963
 1024      -665.034607       396.841858
 1025       339.543610       103.228531
 1026       249.522446      -645.678467
 1027      -141.896118       684.065857
 1028       190.250092       101.882339
 1029       376.026581       692.398621
 1030       -48.803165       405.772736
 1031      -111.355362      -998.150818
 1032       422.128662        23.184586
 1033       272.318787       179.493210
 1034       560.594116        -5.036026
 1035       773.530945      -503.668915
 1036      -343.311523       236.740845
 1037      -176.989609      -671.705017
 1038      -661.389221       409.186676
 1039      -423.699371       422.219543
 1040       -19.316179       186.411713
 1041      -682.755859      -144.461136
 1042      -289.180023       386.630157
 1043       484.230927       137.546127
 1044       157.175034       234.063065
 1045      -430.272827       -64.919182
 1046      -582.712952      -464.296722
 1047      -617.148071      -206.342697
 1048        40.258938      -301.158966
 1049      -357.979706      -388.073090
 1050       395.480896      -494.817657
 1051       688.949036       560.370789
 1052        78.124435      -643.603333
 1053        46.390739       962.987366
 1054        13.985096       328.122742
 1055       589.661072       218.960541
 1056      -830.107422      -189.082764
 1057      -275.762054       154.602127
 1058      -312.593781      -306.501465
 1059       644.940125       -98.612648
 1060      -125.370407      -445.068939
 1061       518.599487      -848.910400
 1062      -550.716553        19.632484
 1063      -699.494568      -447.309967
 1064      -493.870850       440.043701
 1065        90.103210       -58.156914
 1066      -271.029205      -284.262512
 1067       531.392761       112.182350
 1068       359.246735       335.800293
 1069      -454.118134       641.438660
 1070      -789.112061      -594.658936
 1071        -9.754934        20.177176
 1072       104.870514      -155.919235
 1073      -579.305603      -679.052124
 1074      1100.025879       233.455750
 1075      -239.710754       527.600708
 1076      1507.927612      -320.948700
 1077      -693.371460      -669.377380
 1078       164.774643      -613.147156
 1079       547.298706       105.788445
 1080       219.647766       143.115234
 1081     -1100.152588        56.891102
 1082      -332.864990      -782.985352
 1083      -559.579163      1017.749939
 1084      -794.572815       -56.569344
 1085       525.020264       260.631134
 1086       363.889282        82.386459
 1087      1007.743774        53.659122
 1088       371.574982      -478.994385
 1089       501.352325       256.295898
 1090       381.074036       106.834885
 1091       249.895126      -647.173218
 1092      -212.990799       -39.988232
 1093      -583.680115      -728.729004
 1094       613.665161      -217.547165
 1095      -281.988586      -180.028137
 1096      -462.597046       881.222168
 1097      -293.072723      -206.999435
 1098       251.514404       -33.983433
 1099       564.960449      -126.273094
 1100       705.557068        -6.439703
 1101       514.979736      -487.591583
 1102       -76.005142      -100.616493
 1103     -1592.084839       841.159973
 1104      -119.055443        53.824242
 1105      -154.463913      -244.161621
 1106      -807.450134      -659.349487
 1107       -45.033951       459.225464
 1108      -154.792358       991.466309
 1109        44.827442       193.563889
 1110       375.971008       147.493347
 1111       -27.444681      -698.823181
 1112       741.254822       -79.807892
 1113       749.224915       349.891205
 1114       -96.235817       -15.673475
 1115       741.588562       292.218506
 1116      -908.753723       317.419250
 1117        29.290321     -1333.484741
 1118       181.194702        74.522141
 1119       426.506622      -306.740875
 1120       496.519409      -445.861511
 1121       228.290909       -84.198898
 1122       584.268738       716.225647
 1123       586.949463       561.768860
 1124       -21.943335       658.431335
 1125       217.717056        21.374413
 1126       -84.646347      -552.444153
 1127      -859.268066      -747.552795
 1128      -794.332520       257.970337
 1129      -674.671448       729.031311
 1130      -551.343933      -536.592224
 1131      -338.743835       597.724792
 1132      -851.908691       608.201050
 1133       297.120392       256.147125
 1134       618.210266       981.351013
 1135       501.658295       227.881149
 1136       -22.318176      -250.403122
 1137       -55.724545       470.460876
 1138         2.700907      -369.743164
 1139       496.352295      -168.421158
 1140      -435.673431      -558.638794
 1141       121.182732       176.950211
 1142      -641.638184      -190.342133
 1143      -216.483185      -462.020142
 1144       529.767090      -654.663696
 1145        76.155457       -82.941864
 1146       206.461075      -405.772461
 1147       608.117676       -36.153374
 1148      -620.674988       356.765259
 1149      -275.119385      -109.885513
 1150        35.433964       -52.550400
 1151        19.915220      -568.315125
 1152        -3.464133      -409.122681
 1153      -914.413025      -320.037354
 1154       -21.297403      -364.185699
 1155       361.755859        90.648064
 1156      -149.933014       307.552979
 1157       264.051483       571.767700
 1158        80.381760       444.858582
 1159       -27.829763       888.685791
 1160       152.009598       427.632385
 1161      -801.019653      -159.874908
 1162        86.779755       184.371475
 1163       531.001648       294.263031
 1164       700.576904       -21.957214
 1165      -142.904587      -551.153625
 1166       280.824799       744.981689
 1167       231.473267      -162.296661
 1168       280.333466       557.563843
 1169       382.932648      -351.981812
 1170       -48.758228        30.262442
 1171       -82.284630       224.144730
 1172       234.034103      -431.853363
 1173        41.164917      -742.537292
 1174       346.266266      -181.287399
 1175       423.744995       -90.827087
 1176       365.850128       226.405289
 1177      -156.871307      -111.078430
 1178      -146.785599        36.285576
 1179      -241.030304       199.531006
 1180      -768.362793       209.075058
 1181       358.612427       285.198303
 1182       532.542236       283.896545
 1183       -80.640106      -244.977661
 1184      -147.043808      -202.692841
 1185      -120.602478       204.789871
 1186      -340.910583       -82.313034
 1187       -22.335283       -65.176399
 1188       -83.009842      -198.830750
 1189       398.212921       293.704681
 1190       -95.225906       666.221680
 1191       -46.783432       695.966003
 1192       150.186234        91.911293
 1193      -273.337830        83.863167
 1194      -608.544617        81.628143
 1195      -557.968689       359.970490
 1196       -81.196304       454.754242
 1197       557.347473      -268.341156
 1198      -118.514091      -404.810944
 1199       118.733444      -532.562683
 1200       511.103210      -449.704193
 1201       227.980423       104.721672
 1202        67.803642       -97.240479
 1203      -404.740631       133.253113
 1204      -286.688477       403.447571
 1205      -121.927788      -212.427582
 1206      -125.020370        57.552811
 1207        48.614765      -480.401550
 1208         7.590636      -389.654907
 1209       391.233765        30.593868
 1210      -481.882202       162.726807
 1211       369.593781       832.638184
 1212      -458.211914      -100.931686
 1213       278.339600      -231.562958
 1214      -474.357086        53.050900
 1215      -389.427826      -136.938126
 1216        75.623459       246.800720
 1217       493.164886       426.323120
 1218       212.771469      -560.120239
 1219      -486.851593      -172.016113
 1220      -428.435394      -291.144165
 1221      -349.655762       188.141205
 1222       116.168350       113.443520
 1223      -243.129044      -589.014954
 1224      -340.776825       647.466797
 1225       679.733337       426.596954
 1226       106.598495      -279.760406
 1227       609.569946       309.885742
 1228      -181.148819      -364.199249
 1229       -45.940845       248.488510
 1230      -334.321289       430.195740
 1231      -317.177673      -114.875420
 1232       742.393982      -892.625732
 1233       200.298080      -129.409103
 1234       372.800507      -193.746552
 1235      -288.541199      -343.410461
 1236        -7.523382       620.130493
 1237      -104.087708       785.691833
 1238       301.862000      -127.772354
 1239       178.122925       276.370880
 1240        27.294264      -149.245499
 1241        82.633705       292.416321
 1242       433.299622         5.139910
 1243       179.283035      -110.176895
 1244      -810.184753       -18.516905
 1245      -438.357544       997.860596
 1246      -166.726135       598.028564
 1247       190.759689      -511.717133
 1248      -140.847473       604.748535
 1249      -522.368103       173.907089
 1250       107.856712       422.962067
 1251      -477.731995       806.083984
 1252       -23.692503       377.408203
 1253       169.534164       113.080940
 1254     -1001.439514      -623.826843
 1255      -361.486053      -522.439636
 1256       265.324402       342.266754
 1257        97.168785         6.783772
 1258       232.019775      -795.177124
 1259       725.018188       104.126587
 1260      -563.444824       273.972015
 1261       178.196945      -577.528809
 1262       430.121552       624.800049
 1263      -450.960907      -124.459198
 1264      -184.491837       172.643875
 1265      -737.243286      -605.314392
 1266      -349.454926       785.367126
 1267      -111.860191       771.930054
 1268       534.180603       383.836273
 1269      -145.595825       287.148804
 1270      -839.935791       300.868744
 1271       143.104233        19.391813
 1272       -54.773746      -399.103180
 1273      -731.062622      -752.169189
 1274         0.174345      -859.693359
 1275       135.831238      -378.285156
 1276       -45.439835       145.437531
 1277       493.828033       565.538574
 1278      -176.810074      -284.151978
 1279        36.735817      -123.967766
 1280      -777.050720       163.472824
 1281     -1100.502808        81.252617
 1282        -1.068834       329.219727
 1283       208.630264       397.790161
 1284      -162.051910      -115.071098
 1285       279.002411      -252.903885
 1286        88.021660      -135.772400
 1287        94.675323        52.836311
 1288        91.869675      -964.400085
 1289       -60.131355      -127.670555
 1290      -183.402588      -527.287720
 1291      -572.902771       475.592621
 1292      -204.584930      -174.279922
 1293        51.634441       769.023315
 1294       -36.597557      -237.083649
 1295       888.973755      -209.845703
 1296      -286.601990      -186.924835
 1297       -24.556856      -363.023193
 1298        80.411575      -100.493866
 1299      -289.508087       600.471863
 1300      -234.224930         8.257977
 1301      -391.608246       312.818481
 1302        47.155502       208.091278
 1303       479.889984       526.413513
 1304       455.814728        34.026577
 1305        53.933762       208.460114
 1306       110.216537      -455.760101
 1307      -533.054688       224.945160
 1308      -534.115112      -981.044861
 1309      -185.081055      -651.411438
 1310        35.769321       416.125427
 1311        35.037766      -201.085724
 1312       313.453949       324.506714
 1313       120.070053       321.336945
 1314       153.082657       -32.849205
 1315      -303.812378      -643.001404
 1316      -236.295349        61.975769
 1317      -636.361572       699.769592
 1318       106.905113       -19.547983
 1319       202.083862       260.027679
 1320       466.862579      -212.640060
 1321      -526.439697      -549.893494
 1322      -129.856079       -40.707836
 1323        83.466194       400.899597
 1324        51.736813      -396.986664
 1325      -304.654724       675.180847
 1326      -248.915009        65.615082
 1327      -644.991089       298.356293
 1328      -268.779114       417.070648
 1329      -136.430893       203.548340
 1330      -405.043579       645.140198
 1331       389.283966       133.945847
 1332       288.381012       -73.122650
 1333        48.527718     -1094.831909
 1334      -371.087891      -394.787079
 1335       242.459915      -291.521606
 1336       160.614151       368.799957
 1337       -74.087128      -221.557861
 1338       578.132568       230.911636
 1339     -1085.683594       194.918793
 1340       276.353821      -113.779915
 1341     -1061.040649      -436.496613
 1342      -789.792542       253.215225
 1343       349.715820      -334.874359
 1344       576.150513       394.864044
 1345       166.678482      -260.163940
 1346      -309.592163      -480.668671
 1347        -7.130651        62.833088
 1348       -98.780609      -190.962967
 1349      -161.642685      -671.595398
 1350       548.466919      -164.512024
 1351      -196.215485      -145.227921
 1352      -876.652527      -200.300491
 1353       338.006927       223.274673
 1354       128.359222       115.869370
 1355        93.059105       426.011566
 1356       279.585785       -91.227325
 1357      -377.412842       896.420471
 1358      -311.186951      -750.635010
 1359       403.795349      -827.195129
 1360      -685.404968       320.938354
 1361       150.075867      -991.897461
 1362      -348.550354       484.648315
 1363        19.386581       292.382599
 1364      -633.569763       180.244110
 1365       -68.904823       282.701630
 1366      -780.656982      -228.675400
 1367       124.537468       -68.591331
 1368       209.032532       129.135071
 1369       468.298492      -589.684448
 1370       443.882629      -414.102112
 1371      -167.326172      -149.853271
 1372       195.780579       200.631927
 1373       749.614868       193.583588
 1374      -125.122940      -406.000610
 1375       307.888977       269.028442
 1376       497.242126      -956.492798
 1377      -364.376099     -1061.239380
 1378       -63.980808       409.407440
 1379        54.373451       -32.878284
 1380       580.884644       -87.406929
 1381       106.936295       536.558716
 1382        98.693489        70.102242
 1383       881.361267       733.252014
 1384      -157.069229      -367.754517
 1385      -256.671906        30.417595
 1386        59.843533       -87.479317
 1387        68.490616      -691.154419
 1388      -363.215881      -474.096588
 1389       -34.101116       485.684845
 1390      -580.218628      -181.881058
 1391       768.020142       150.991913
 1392      -447.421204      -250.149155
 1393         0.152768      -177.367294
 1394       608.745056      -251.146973
 1395       535.542480       -49.184395
 1396       394.460266      -206.560760
 1397       -31.692316       589.132019
 1398       507.076355       -85.748787
 1399        11.565225      -248.147278
 1400        80.005386      -393.693420
 1401       420.364746        18.730555
 1402       445.903839      -112.694550
 1403      -647.933105       236.368195
 1404       646.415649       775.894287
 1405      -400.347870       112.386604
 1406      -323.014618       167.580429
 1407       -65.988358       335.494019
 1408      -345.831299       816.954651
 1409        47.563141        69.253059
 1410       -54.625450      -198.646759
 1411      -684.302917        -0.151439
 1412       367.508698      -211.989502
 1413      -346.556061      -668.162476
 1414       441.740356      -338.825470
 1415       513.566895       532.989929
 1416       691.326416       300.650482
 1417        35.141888        -6.359702
 1418      -273.054138       515.744934
 1419      -527.387939       232.690475
 1420       712.077881       362.585480
 1421        -2.944318       405.938141
 1422       167.166138      -527.885620
 1423      -381.627625      -474.334778
 1424       -61.179283      -188.773453
 1425      -161.762436      -448.667694
 1426        90.718544       606.973999
 1427       241.712097       222.972336
 1428      -718.048584       674.770142
 1429         5.070120       752.415039
 1430       126.333176      -241.488464
 1431        36.844738      -146.644150
 1432       146.561798       -67.664093
 1433       196.336456      -121.827225
 1434       120.590561        51.049992
 1435       222.181976       139.617416
 1436      -442.002655      -141.633423
 1437      -194.300751       -27.892130
 1438       139.265411       540.391541
 1439       576.600159      -157.234650
 1440       -66.075439       260.087799
 1441       759.977173       575.083130
 1442      -263.565338       358.621979
 1443       -54.542957         2.228118
 1444      -113.507553       608.042542
 1445       -77.627945        92.385437
 1446       331.007385      -336.594696
 1447       505.360229        11.904045
 1448      -412.245850     -1050.251953
 1449      -155.298019      -592.717896
 1450       228.267426      -193.078278
 1451       -42.228283       277.359161
 1452      -101.510994      -684.468079
 1453       -30.714859       180.402512
 1454      -472.869843       741.814148
 1455      -213.154846      -149.964722
 1456       347.924011        50.037086
 1457        43.745514      -821.864563
 1458       411.353760      -199.892487
 1459       753.968750       182.181519
 1460      -132.073227       417.240662
 1461        27.632631       -69.793129
 1462      -426.680298       542.342285
 1463      -948.164001       739.113281
 1464       237.583420       -15.111463
 1465      -415.494080       929.075317
 1466      -450.622772      -255.483688
 1467      -412.835266        16.918106
 1468         2.422290       377.955139
 1469       588.770386      -295.706848
 1470       789.381958       250.697769
 1471       802.807068       -38.382969
 1472        59.304081       749.667969
 1473       536.507324      -317.082672
 1474       499.723694       -31.764208
 1475     -1074.130493      -226.164291
 1476        41.689007       -37.209644
 1477       338.370972       235.933914
 1478      -672.695068       374.992096
 1479       483.422394      1033.642700
 1480      -342.093262       442.911987
 1481       374.530212       166.147812
 1482       263.249207      -114.883644
 1483     -1145.303101       468.488251
 1484      -465.598572      -642.727844
 1485       -64.521523      -182.316833
 1486       133.212601       197.831085
 1487      -519.947449      -153.691055
 1488       144.232559       684.462830
 1489      -215.047073       241.015427
 1490      -349.370636      -307.912201
 1491      -234.290436       421.170563
 1492      -226.216934      -174.204803
 1493       442.823151       315.245758
 1494       415.987915       273.434875
 1495       596.518555       401.047668
 1496        23.818972       233.664047
 1497       262.508972       253.565582
 1498       -96.437233       959.968567
 1499      -184.678635       -27.349525
 1500     -1025.884277     -1070.520874
 1501      -471.467804       938.343384
 1502      -238.650635      -416.399689
 1503      -600.838806      -652.229797
 1504        86.363091       382.589935
 1505       396.040771        92.949692
 1506       715.921021       555.002258
 1507      -387.432404      -226.978119
 1508      -953.477112      -345.726471
 1509      -193.750641       409.623535
 1510      -847.137207       296.782623
 1511       -65.511200      -640.543030
 1512       375.779022        35.771671
 1513       222.306656       155.525894
 1514       506.266022        79.610809
 1515       -65.555534      -441.146271
 1516      -352.655487       244.937866
 1517      -955.565796       -62.163406
 1518      -303.220642       599.526672
 1519      -166.976212       -19.172239
 1520       180.019196       293.686188
 1521       476.129822       433.882324
 1522      -659.806519      -117.202499
 1523       289.523682       272.963776
 1524       377.196167      -372.620667
 1525      -698.187622      -208.192581
 1526      -397.486603       103.915222
 1527       309.226807       235.750854
 1528      -133.576813       -31.056597
 1529      -523.955200      -191.652573
 1530       214.167770        41.120419
 1531        60.124508      -501.898712
 1532       796.176453      -307.140381
 1533      -351.075470       356.516571
 1534      -380.453796       401.021545
 1535        -4.686705        26.629726
 1536       364.226013       744.238464
 1537      -478.654907       315.168121
 1538      -307.372162        41.180489
 1539       323.516632       270.539185
 1540      -533.411438       173.899857
 1541       515.822754      -303.005005
 1542      -448.010956        -3.702463
 1543      -470.476532       -47.978104
 1544      -217.594604      -292.632538
 1545      -772.205200       403.003967
 1546       132.691833       123.354179
 1547      -638.409790       326.321625
 1548       523.555176       506.209473
 1549      -344.640839        15.043824
 1550      -147.304016       160.743698
 1551       234.798584       197.638275
 1552       510.813690       182.419876
 1553      -227.773819      -319.515259
 1554      -274.766357       -33.591541
 1555      -729.522034      -495.888916
 1556      -247.910416      -101.177567
 1557      -259.195465      -250.657516
 1558      -488.321777      -648.372864
 1559       163.557770       321.670502
 1560      -242.016998       400.906158
 1561        36.583584       614.168579
 1562      -385.190155       166.721100
 1563      -463.509857       519.235718
 1564       -62.961067       245.898300
 1565        60.925243       480.302673
 1566       814.483643      -121.077362
 1567       -72.111420      -751.818604
 1568       100.145622      -102.100334
 1569      -108.213509       426.709595
 1570      -840.817993      -274.053864
 1571      -615.959167      -890.620850
