Correlation function xi(r) calculated from lcdm_z0.matter_pk within r = [0.000000, 120.000000]

r : scale; xi_1 : integral between 0 and k_min; xi_2 : integral within data range; xi_3 : integral from k_max to +INF

    r        xi_1         xi_2         xi_3          xi       r^2*xi_2      r^2*xi
  0.00 -1.#IND00e+000 -1.#IND00e+000 -1.#IND00e+000 -1.#IND00e+000 -1.#IND00e+000 -1.#IND00e+000
101.50 8.354682e-012 1.662722e-003 -1.609599e-005 1.646626e-003 1.712977e+001 1.696395e+001
101.60 8.354682e-012 1.656470e-003 -4.924957e-006 1.651545e-003 1.709901e+001 1.704817e+001
101.70 8.354684e-012 1.645586e-003 1.072273e-005 1.656308e-003 1.702011e+001 1.713101e+001
101.80 8.354684e-012 1.644210e-003 1.648540e-005 1.660695e-003 1.703934e+001 1.721018e+001
101.90 8.354682e-012 1.657596e-003 7.113385e-006 1.664709e-003 1.721183e+001 1.728569e+001
102.00 8.354684e-012 1.677274e-003 -8.746184e-006 1.668527e-003 1.745035e+001 1.735936e+001
102.10 8.354684e-012 1.688934e-003 -1.653106e-005 1.672403e-003 1.760614e+001 1.743381e+001
102.20 8.354684e-012 1.685516e-003 -9.133372e-006 1.676382e-003 1.760494e+001 1.750954e+001
102.30 8.354684e-012 1.673697e-003 6.609874e-006 1.680307e-003 1.751572e+001 1.758490e+001
102.40 8.354683e-012 1.667704e-003 1.623512e-005 1.683939e-003 1.748715e+001 1.765738e+001
102.50 8.354683e-012 1.676202e-003 1.094244e-005 1.687144e-003 1.761060e+001 1.772556e+001
102.60 8.354683e-012 1.694393e-003 -4.359797e-006 1.690033e-003 1.783647e+001 1.779058e+001
102.70 8.354683e-012 1.708446e-003 -1.560735e-005 1.692839e-003 1.801947e+001 1.785486e+001
102.80 8.354682e-012 1.708231e-003 -1.250621e-005 1.695725e-003 1.805231e+001 1.792015e+001
102.90 8.354682e-012 1.696594e-003 2.046307e-006 1.698641e-003 1.796424e+001 1.798591e+001
103.00 8.354683e-012 1.686699e-003 1.466568e-005 1.701364e-003 1.789419e+001 1.804977e+001
103.10 8.354682e-012 1.689891e-003 1.379333e-005 1.703684e-003 1.796288e+001 1.810950e+001
103.20 8.354682e-012 1.705303e-003 2.830324e-007 1.705586e-003 1.816188e+001 1.816490e+001
103.30 8.354682e-012 1.720692e-003 -1.343281e-005 1.707259e-003 1.836132e+001 1.821798e+001
103.40 8.354682e-012 1.723727e-003 -1.478079e-005 1.708947e-003 1.842933e+001 1.827131e+001
103.50 8.354682e-012 1.713273e-003 -2.576900e-006 1.710696e-003 1.835301e+001 1.832541e+001
103.60 8.354682e-012 1.700416e-003 1.193788e-005 1.712354e-003 1.825049e+001 1.837862e+001
103.70 8.354682e-012 1.698229e-003 1.545124e-005 1.713680e-003 1.826223e+001 1.842838e+001
103.80 8.354685e-012 1.709770e-003 4.788961e-006 1.714559e-003 1.842182e+001 1.847341e+001
103.90 8.354685e-012 1.725295e-003 -1.021658e-005 1.715079e-003 1.862492e+001 1.851463e+001
104.00 8.354685e-012 1.731287e-003 -1.579487e-005 1.715492e-003 1.872560e+001 1.855476e+001
104.10 8.354685e-012 1.722818e-003 -6.873843e-006 1.715944e-003 1.866985e+001 1.859536e+001
104.20 8.354681e-012 1.708079e-003 8.307650e-006 1.716387e-003 1.854571e+001 1.863591e+001
104.30 8.354681e-012 1.700802e-003 1.580980e-005 1.716612e-003 1.850216e+001 1.867414e+001
104.40 8.354681e-012 1.707618e-003 8.788557e-006 1.716406e-003 1.861194e+001 1.870773e+001
104.50 8.354680e-012 1.722018e-003 -6.254912e-006 1.715763e-003 1.880486e+001 1.873656e+001
104.60 8.354676e-012 1.730371e-003 -1.549862e-005 1.714873e-003 1.893227e+001 1.876269e+001
104.70 8.354679e-012 1.724447e-003 -1.049670e-005 1.713951e-003 1.890355e+001 1.878848e+001
104.80 8.354679e-012 1.708960e-003 4.102940e-006 1.713063e-003 1.876958e+001 1.881464e+001
104.90 8.354679e-012 1.697186e-003 1.487476e-005 1.712061e-003 1.867585e+001 1.883954e+001
105.00 8.354679e-012 1.698744e-003 1.196501e-005 1.710709e-003 1.872866e+001 1.886057e+001
105.10 8.354679e-012 1.710782e-003 -1.897234e-006 1.708884e-003 1.889731e+001 1.887635e+001
105.20 8.354675e-012 1.720659e-003 -1.395607e-005 1.706703e-003 1.904260e+001 1.888815e+001
105.30 8.354675e-012 1.717541e-003 -1.316688e-005 1.704374e-003 1.904425e+001 1.889825e+001
105.40 8.354675e-012 1.702382e-003 -3.134978e-007 1.702068e-003 1.891203e+001 1.890855e+001
105.50 8.354677e-012 1.686971e-003 1.276628e-005 1.699737e-003 1.877641e+001 1.891850e+001
105.60 8.354677e-012 1.683083e-003 1.408318e-005 1.697166e-003 1.876866e+001 1.892571e+001
105.70 8.354673e-012 1.691676e-003 2.485393e-006 1.694161e-003 1.890023e+001 1.892800e+001
105.80 8.354676e-012 1.702048e-003 -1.133512e-005 1.690713e-003 1.905212e+001 1.892523e+001
105.90 8.354676e-012 1.701695e-003 -1.469854e-005 1.686996e-003 1.908419e+001 1.891934e+001
106.00 8.354676e-012 1.687818e-003 -4.572568e-006 1.683246e-003 1.896433e+001 1.891295e+001
106.10 8.354676e-012 1.669812e-003 9.695693e-006 1.679508e-003 1.879742e+001 1.890657e+001
106.20 8.354676e-012 1.660642e-003 1.500686e-005 1.675649e-003 1.872946e+001 1.889871e+001
106.30 8.354676e-012 1.664905e-003 6.534035e-006 1.671439e-003 1.881291e+001 1.888675e+001
106.40 8.354676e-012 1.674659e-003 -7.886872e-006 1.666772e-003 1.895874e+001 1.886946e+001
106.50 8.354676e-012 1.676734e-003 -1.500635e-005 1.661727e-003 1.901793e+001 1.884773e+001
106.60 8.354676e-012 1.664883e-003 -8.333809e-006 1.656549e-003 1.891900e+001 1.882430e+001
106.70 8.354675e-012 1.645430e-003 5.946257e-006 1.651376e-003 1.873304e+001 1.880074e+001
106.80 8.354671e-012 1.631475e-003 1.470381e-005 1.646179e-003 1.860900e+001 1.877671e+001
106.90 8.354675e-012 1.630817e-003 9.936200e-006 1.640753e-003 1.863634e+001 1.874988e+001
107.00 8.354675e-012 1.638815e-003 -3.918617e-006 1.634897e-003 1.876279e+001 1.871793e+001
107.10 8.354675e-012 1.642724e-003 -1.411130e-005 1.628613e-003 1.884272e+001 1.868086e+001
107.20 8.354674e-012 1.633388e-003 -1.131471e-005 1.622073e-003 1.877063e+001 1.864060e+001
107.30 8.354674e-012 1.613646e-003 1.845341e-006 1.615491e-003 1.857837e+001 1.859962e+001
107.40 8.354674e-012 1.595697e-003 1.324644e-005 1.608943e-003 1.840598e+001 1.855877e+001
107.50 8.354674e-012 1.589833e-003 1.244308e-005 1.602276e-003 1.837251e+001 1.851630e+001
107.60 8.354674e-012 1.595049e-003 2.321354e-007 1.595281e-003 1.846710e+001 1.846978e+001
107.70 8.354674e-012 1.599971e-003 -1.213132e-005 1.587839e-003 1.855852e+001 1.841781e+001
107.80 8.354674e-012 1.593359e-003 -1.330636e-005 1.580053e-003 1.851617e+001 1.836154e+001
107.90 8.354675e-012 1.574411e-003 -2.270623e-006 1.572140e-003 1.832993e+001 1.830350e+001
108.00 8.354674e-012 1.553461e-003 1.079320e-005 1.564254e-003 1.811957e+001 1.824546e+001
108.10 8.354674e-012 1.542466e-003 1.389269e-005 1.556358e-003 1.802465e+001 1.818700e+001
108.20 8.354673e-012 1.544019e-003 4.232376e-006 1.548252e-003 1.807621e+001 1.812575e+001
108.30 8.354672e-012 1.549014e-003 -9.263783e-006 1.539750e-003 1.816822e+001 1.805957e+001
108.40 8.354672e-012 1.545041e-003 -1.419391e-005 1.530847e-003 1.815510e+001 1.798831e+001
108.50 8.354672e-012 1.527795e-003 -6.077559e-006 1.521717e-003 1.798558e+001 1.791404e+001
108.60 8.354672e-012 1.504993e-003 7.575182e-006 1.512568e-003 1.774982e+001 1.783916e+001
108.70 8.354671e-012 1.489261e-003 1.421147e-005 1.503473e-003 1.759665e+001 1.776457e+001
108.80 8.354671e-012 1.486515e-003 7.774548e-006 1.494289e-003 1.759653e+001 1.768856e+001
108.90 8.354671e-012 1.490580e-003 -5.765319e-006 1.484814e-003 1.767710e+001 1.760873e+001
109.00 8.354670e-012 1.488880e-003 -1.394955e-005 1.474931e-003 1.768939e+001 1.752365e+001
109.10 8.354670e-012 1.474027e-003 -9.293654e-006 1.464734e-003 1.754507e+001 1.743445e+001
109.20 8.354670e-012 1.450575e-003 3.869783e-006 1.454445e-003 1.729758e+001 1.734373e+001
109.30 8.354670e-012 1.430792e-003 1.341986e-005 1.444211e-003 1.709294e+001 1.725326e+001
109.40 8.354670e-012 1.423391e-003 1.060687e-005 1.433998e-003 1.703565e+001 1.716260e+001
109.50 8.354670e-012 1.425548e-003 -1.928777e-006 1.423619e-003 1.709268e+001 1.706955e+001
109.60 8.354670e-012 1.425521e-003 -1.263625e-005 1.412885e-003 1.712359e+001 1.697180e+001
109.70 8.354669e-012 1.413486e-003 -1.169433e-005 1.401792e-003 1.701001e+001 1.686929e+001
109.80 8.354669e-012 1.390535e-003 -2.056614e-008 1.390515e-003 1.676435e+001 1.676410e+001
109.90 8.354669e-012 1.367635e-003 1.161832e-005 1.379253e-003 1.651831e+001 1.665863e+001
110.00 8.354669e-012 1.355538e-003 1.253828e-005 1.368077e-003 1.640201e+001 1.655373e+001
110.10 8.354669e-012 1.354917e-003 1.942538e-006 1.356859e-003 1.642431e+001 1.644786e+001
110.20 8.354669e-012 1.355781e-003 -1.038981e-005 1.345391e-003 1.646466e+001 1.633848e+001
110.30 8.354668e-012 1.346693e-003 -1.312804e-005 1.333565e-003 1.638399e+001 1.622427e+001
110.40 8.354668e-012 1.325274e-003 -3.798565e-006 1.321475e-003 1.615265e+001 1.610635e+001
110.50 8.354668e-012 1.300355e-003 8.978624e-006 1.309333e-003 1.587765e+001 1.598729e+001
110.60 8.354668e-012 1.283832e-003 1.345557e-005 1.297288e-003 1.570430e+001 1.586889e+001
110.70 8.354668e-012 1.279750e-003 5.556621e-006 1.285307e-003 1.568268e+001 1.575078e+001
110.80 8.354667e-012 1.280613e-003 -7.413288e-006 1.273199e-003 1.572162e+001 1.563061e+001
110.90 8.354667e-012 1.274312e-003 -1.352005e-005 1.260792e-003 1.567252e+001 1.550624e+001
111.00 8.354666e-012 1.255264e-003 -7.183650e-006 1.248081e-003 1.546611e+001 1.537760e+001
111.10 8.354666e-012 1.229505e-003 5.724410e-006 1.235230e-003 1.517604e+001 1.524670e+001
111.20 8.354666e-012 1.117755e-003 1.332332e-005 1.131079e-003 1.382154e+001 1.398628e+001
111.30 8.354666e-012 1.201121e-003 8.651785e-006 1.209773e-003 1.487912e+001 1.498629e+001
111.40 8.354666e-012 1.201064e-003 -3.948591e-006 1.197116e-003 1.490516e+001 1.485616e+001
111.50 8.354666e-012 1.197131e-003 -1.287354e-005 1.184257e-003 1.488303e+001 1.472298e+001
111.60 8.354666e-012 1.181032e-003 -9.937378e-006 1.171095e-003 1.470924e+001 1.458547e+001
111.70 8.354666e-012 1.155606e-003 2.116297e-006 1.157723e-003 1.441837e+001 1.444478e+001
111.80 8.354665e-012 1.132164e-003 1.218056e-005 1.144345e-003 1.415120e+001 1.430344e+001
111.90 8.354665e-012 1.120089e-003 1.101548e-005 1.131105e-003 1.402532e+001 1.416325e+001
112.00 8.354665e-012 1.118241e-003 -2.658956e-007 1.117975e-003 1.402722e+001 1.402388e+001
112.10 8.354664e-012 1.116034e-003 -1.126244e-005 1.104772e-003 1.402454e+001 1.388301e+001
112.20 8.354664e-012 1.103196e-003 -1.187194e-005 1.091324e-003 1.388795e+001 1.373850e+001
112.30 8.354661e-012 1.079190e-003 -1.569690e-006 1.077620e-003 1.360998e+001 1.359018e+001
112.40 8.354661e-012 1.053688e-003 1.013839e-005 1.063826e-003 1.331204e+001 1.344012e+001
112.50 8.354663e-012 1.037651e-003 1.249081e-005 1.050142e-003 1.313277e+001 1.329086e+001
112.60 8.354663e-012 1.033271e-003 3.357410e-006 1.036628e-003 1.310059e+001 1.314316e+001
112.70 8.354663e-012 1.031995e-003 -8.830858e-006 1.023164e-003 1.310767e+001 1.299550e+001
112.80 8.354663e-012 1.022417e-003 -1.286378e-005 1.009553e-003 1.300906e+001 1.284539e+001
112.90 8.354663e-012 1.000756e-003 -5.062286e-006 9.956937e-004 1.275605e+001 1.269152e+001
113.00 8.354662e-012 9.743099e-004 7.366119e-006 9.816760e-004 1.244096e+001 1.253502e+001
113.10 8.354662e-012 9.547066e-004 1.298640e-005 9.676930e-004 1.221223e+001 1.237835e+001
113.20 8.354662e-012 9.472386e-004 6.655544e-006 9.538942e-004 1.213814e+001 1.222343e+001
113.30 8.354662e-012 9.460218e-004 -5.773485e-006 9.402483e-004 1.214398e+001 1.206986e+001
113.40 8.354662e-012 9.394346e-004 -1.285819e-005 9.265764e-004 1.208072e+001 1.191537e+001
113.50 8.354662e-012 9.208217e-004 -8.105446e-006 9.127163e-004 1.186226e+001 1.175784e+001
113.60 8.354662e-012 8.945652e-004 4.082248e-006 8.986475e-004 1.154433e+001 1.159701e+001
113.70 8.354661e-012 8.720495e-004 1.248263e-005 8.845322e-004 1.127359e+001 1.143496e+001
113.80 8.354661e-012 8.611814e-004 9.387760e-006 8.705691e-004 1.115268e+001 1.127425e+001
113.90 8.354661e-012 8.591478e-004 -2.326156e-006 8.568217e-004 1.114591e+001 1.111573e+001
114.00 8.354661e-012 8.550353e-004 -1.186988e-005 8.431654e-004 1.111204e+001 1.095778e+001
114.10 8.354661e-012 9.687818e-004 -1.047910e-005 9.583027e-004 1.261239e+001 1.247596e+001
114.20 8.354661e-012 8.149211e-004 5.374559e-007 8.154586e-004 1.062791e+001 1.063492e+001
114.30 8.354660e-012 7.903552e-004 1.103193e-005 8.013871e-004 1.032559e+001 1.046971e+001
114.40 8.354660e-012 7.760359e-004 1.136022e-005 7.873962e-004 1.015626e+001 1.030494e+001
114.50 8.354659e-012 7.723752e-004 1.248288e-006 7.736235e-004 1.012603e+001 1.014240e+001
114.60 8.354659e-012 7.700335e-004 2.988059e-004 1.068839e-003 1.011297e+001 1.403724e+001
114.70 8.354659e-012 7.585027e-004 -1.201364e-005 7.464890e-004 9.978929e+000 9.820876e+000
114.80 8.354658e-012 7.357752e-004 -2.997252e-006 7.327779e-004 9.696811e+000 9.657310e+000
114.90 8.354658e-012 7.101592e-004 8.751222e-006 7.189104e-004 9.375529e+000 9.491063e+000
115.00 8.354658e-012 6.926029e-004 1.242937e-005 7.050323e-004 9.159673e+000 9.324052e+000
115.10 8.354658e-012 6.866647e-004 4.678586e-006 6.913433e-004 9.096940e+000 9.158922e+000
115.20 8.354657e-012 6.852589e-004 -7.352347e-006 6.779066e-004 9.094098e+000 8.996525e+000
115.30 8.354657e-012 6.771929e-004 -1.259997e-005 6.645929e-004 9.002664e+000 8.835158e+000
115.40 8.354657e-012 6.574779e-004 -6.257488e-006 6.512204e-004 8.755738e+000 8.672406e+000
115.50 8.354656e-012 6.318713e-004 5.819582e-006 6.376909e-004 8.429321e+000 8.506956e+000
115.60 8.354656e-012 6.115634e-004 1.252175e-005 6.240852e-004 8.172542e+000 8.339875e+000
115.70 8.354656e-012 6.028828e-004 7.705113e-006 6.105879e-004 8.070484e+000 8.173628e+000
115.80 8.354652e-012 6.015230e-004 -4.180813e-006 5.973422e-004 8.066208e+000 8.010144e+000
115.90 8.354652e-012 5.965210e-004 -1.219789e-005 5.843231e-004 8.012954e+000 7.849102e+000
116.00 8.354652e-012 5.803411e-004 -8.992122e-006 5.713490e-004 7.809070e+000 7.688072e+000
116.10 8.354652e-012 5.557997e-004 -1.550367e-004 4.007629e-004 7.491741e+000 5.401968e+000
116.20 8.354654e-012 5.334264e-004 1.163433e-005 5.450607e-004 7.202558e+000 7.359649e+000
116.30 8.354654e-012 5.217839e-004 1.009452e-005 5.318785e-004 7.057488e+000 7.194024e+000
116.40 8.354656e-012 5.196207e-004 -7.143115e-007 5.189064e-004 7.040321e+000 7.030642e+000
116.50 8.354656e-012 5.170511e-004 -1.084394e-005 5.062072e-004 7.017547e+000 6.870371e+000
116.60 8.354650e-012 5.046597e-004 -1.099123e-005 4.936684e-004 6.861131e+000 6.711699e+000
116.70 8.354654e-012 4.821414e-004 -1.044262e-006 4.810972e-004 6.566231e+000 6.552010e+000
116.80 8.354655e-012 4.585587e-004 9.841129e-006 4.683998e-004 6.255768e+000 6.390023e+000
116.90 8.354655e-012 4.439906e-004 1.166492e-005 4.556556e-004 6.067403e+000 6.226811e+000
117.00 8.354655e-012 4.402747e-004 2.771436e-006 4.430461e-004 6.026920e+000 6.064858e+000
117.10 8.354655e-012 4.393523e-004 -8.646613e-006 4.307057e-004 6.024579e+000 5.906013e+000
117.20 8.354654e-012 4.307137e-004 -1.210044e-005 4.186132e-004 5.916214e+000 5.750004e+000
117.30 8.354654e-012 4.110256e-004 -4.436024e-006 4.065896e-004 5.655421e+000 5.594384e+000
117.40 8.354653e-012 3.871989e-004 7.284626e-006 3.944835e-004 5.336669e+000 5.437072e+000
117.50 8.354653e-012 3.699909e-004 1.229195e-005 3.822828e-004 5.108186e+000 5.277892e+000
117.60 8.354653e-012 3.641212e-004 -5.061762e-004 -1.420550e-004 5.035709e+000 -1.964586e+000
117.70 8.354652e-012 3.639800e-004 -5.784062e-006 3.581959e-004 5.042320e+000 4.962191e+000
117.80 8.354652e-012 3.587866e-004 -1.223358e-005 3.465530e-004 4.978825e+000 4.809061e+000
117.90 8.354652e-012 3.425216e-004 -7.439137e-006 3.350824e-004 4.761190e+000 4.657783e+000
118.00 8.354652e-012 3.194406e-004 -1.398389e-003 -1.078948e-003 4.447890e+000 -1.502327e+001
118.10 8.354652e-012 3.001040e-004 1.192945e-005 3.120335e-004 4.185734e+000 4.352121e+000
118.20 8.354652e-012 2.917101e-004 -1.517613e-003 -1.225903e-003 4.075551e+000 -1.712738e+001
118.30 8.354652e-012 2.914535e-004 2.868806e-003 3.160260e-003 4.078860e+000 4.422749e+001
118.40 8.354647e-012 2.891754e-004 6.512422e-003 6.801597e-003 4.053822e+000 9.534860e+001
118.50 8.354650e-012 2.766783e-004 4.875400e-004 7.642183e-004 3.885185e+000 1.073134e+001
118.60 8.354650e-012 2.552707e-004 -8.234244e-003 -7.978973e-003 3.590627e+000 -1.122319e+002
118.70 8.354649e-012 2.345185e-004 2.965050e-003 3.199568e-003 3.304293e+000 4.508093e+001
118.80 8.354649e-012 3.502177e-004 4.625252e-003 4.975469e-003 4.942777e+000 7.022099e+001
118.90 8.354649e-012 2.222614e-004 1.509430e-003 1.731691e-003 3.142156e+000 2.448128e+001
119.00 8.354649e-012 2.221685e-004 -1.691735e-003 -1.469566e-003 3.146128e+000 -2.081052e+001
119.10 8.354649e-012 2.135114e-004 -2.421558e-003 -2.208047e-003 3.028618e+000 -3.132072e+001
119.20 8.354649e-012 1.946110e-004 -8.969326e-004 -7.023215e-004 2.765158e+000 -9.979033e+000
119.30 8.354649e-012 1.732838e-004 8.452347e-006 1.817361e-004 2.466259e+000 2.586557e+000
119.40 8.354649e-012 1.596524e-004 1.179181e-005 1.714442e-004 2.276062e+000 2.444171e+000
119.50 8.354649e-012 1.568228e-004 7.339966e-004 8.908195e-004 2.239469e+000 1.272112e+001
119.60 8.354649e-012 1.580779e-004 -7.111094e-006 1.509668e-004 2.261171e+000 2.159453e+000
119.70 8.354649e-012 1.530692e-004 -1.197339e-005 1.410959e-004 2.193190e+000 2.021634e+000
119.80 8.354652e-012 1.373194e-004 -6.651527e-004 -5.278333e-004 1.970813e+000 -7.575485e+000
119.90 8.354648e-012 1.163295e-004 5.636627e-006 1.219661e-004 1.672354e+000 1.753386e+000
120.00 8.354648e-012 1.004747e-004 9.586742e-004 1.059149e-003 1.446836e+000 1.525175e+001
