Gradient descent of (x-2)^2+(y-2)^2

gamma = 1.000000e-003, epsilon = 1.000000e-007

      x            y          f(x,y)     
0.000000e+000 1.000000e+000 5.000000e+000
3.999995e-003 1.002000e+000 4.980020e+000
7.992002e-003 1.003996e+000 4.960120e+000
1.197601e-002 1.005988e+000 4.940299e+000
1.595206e-002 1.007976e+000 4.920557e+000
1.992016e-002 1.009960e+000 4.900895e+000
2.388031e-002 1.011940e+000 4.881311e+000
2.783255e-002 1.013916e+000 4.861805e+000
3.177689e-002 1.015888e+000 4.842378e+000
3.571334e-002 1.017857e+000 4.823028e+000
3.964192e-002 1.019821e+000 4.803755e+000
4.356263e-002 1.021781e+000 4.784559e+000
4.747551e-002 1.023738e+000 4.765440e+000
5.138056e-002 1.025690e+000 4.746397e+000
5.527780e-002 1.027639e+000 4.727430e+000
5.916724e-002 1.029584e+000 4.708539e+000
6.304891e-002 1.031525e+000 4.689724e+000
6.692281e-002 1.033461e+000 4.670984e+000
7.078896e-002 1.035395e+000 4.652319e+000
7.464738e-002 1.037324e+000 4.633729e+000
7.849808e-002 1.039249e+000 4.615212e+000
8.234108e-002 1.041171e+000 4.596769e+000
8.617640e-002 1.043088e+000 4.578401e+000
9.000404e-002 1.045002e+000 4.560106e+000
9.382403e-002 1.046912e+000 4.541883e+000
9.763638e-002 1.048818e+000 4.523734e+000
1.014411e-001 1.050720e+000 4.505658e+000
1.052382e-001 1.052619e+000 4.487653e+000
1.090277e-001 1.054514e+000 4.469720e+000
1.128097e-001 1.056405e+000 4.451859e+000
1.165841e-001 1.058292e+000 4.434070e+000
1.203509e-001 1.060175e+000 4.416351e+000
1.241102e-001 1.062055e+000 4.398704e+000
1.278620e-001 1.063931e+000 4.381126e+000
1.316063e-001 1.065803e+000 4.363619e+000
1.353430e-001 1.067671e+000 4.346182e+000
1.390724e-001 1.069536e+000 4.328815e+000
1.427942e-001 1.071397e+000 4.311517e+000
1.465086e-001 1.073254e+000 4.294288e+000
1.502156e-001 1.075108e+000 4.277128e+000
1.539152e-001 1.076957e+000 4.260036e+000
1.576074e-001 1.078804e+000 4.243013e+000
1.612922e-001 1.080646e+000 4.226058e+000
1.649696e-001 1.082485e+000 4.209171e+000
1.686396e-001 1.084320e+000 4.192351e+000
1.723023e-001 1.086151e+000 4.175599e+000
1.759577e-001 1.087979e+000 4.158913e+000
1.796058e-001 1.089803e+000 4.142294e+000
1.832466e-001 1.091623e+000 4.125741e+000
1.868801e-001 1.093440e+000 4.109255e+000
1.905063e-001 1.095253e+000 4.092834e+000
1.941253e-001 1.097063e+000 4.076479e+000
1.977371e-001 1.098868e+000 4.060190e+000
2.013416e-001 1.100671e+000 4.043965e+000
2.049389e-001 1.102469e+000 4.027806e+000
2.085290e-001 1.104264e+000 4.011711e+000
2.121120e-001 1.106056e+000 3.995680e+000
2.156878e-001 1.107844e+000 3.979713e+000
2.192564e-001 1.109628e+000 3.963810e+000
2.228179e-001 1.111409e+000 3.947971e+000
2.263722e-001 1.113186e+000 3.932194e+000
2.299195e-001 1.114960e+000 3.916481e+000
2.334597e-001 1.116730e+000 3.900831e+000
2.369927e-001 1.118496e+000 3.885243e+000
2.405188e-001 1.120259e+000 3.869718e+000
2.440377e-001 1.122019e+000 3.854254e+000
2.475497e-001 1.123775e+000 3.838853e+000
2.510546e-001 1.125527e+000 3.823513e+000
2.545525e-001 1.127276e+000 3.808234e+000
2.580433e-001 1.129022e+000 3.793016e+000
2.615273e-001 1.130764e+000 3.777859e+000
2.650042e-001 1.132502e+000 3.762763e+000
2.684742e-001 1.134237e+000 3.747727e+000
2.719373e-001 1.135969e+000 3.732751e+000
2.753934e-001 1.137697e+000 3.717835e+000
2.788426e-001 1.139421e+000 3.702979e+000
2.822849e-001 1.141142e+000 3.688182e+000
2.857203e-001 1.142860e+000 3.673444e+000
2.891489e-001 1.144574e+000 3.658765e+000
2.925706e-001 1.146285e+000 3.644144e+000
2.959855e-001 1.147993e+000 3.629582e+000
2.993935e-001 1.149697e+000 3.615078e+000
3.027947e-001 1.151397e+000 3.600632e+000
3.061891e-001 1.153094e+000 3.586244e+000
3.095767e-001 1.154788e+000 3.571914e+000
3.129576e-001 1.156479e+000 3.557640e+000
3.163317e-001 1.158166e+000 3.543424e+000
3.196990e-001 1.159849e+000 3.529264e+000
3.230596e-001 1.161530e+000 3.515162e+000
3.264135e-001 1.163207e+000 3.501115e+000
3.297607e-001 1.164880e+000 3.487125e+000
3.331012e-001 1.166550e+000 3.473190e+000
3.364350e-001 1.168217e+000 3.459311e+000
3.397621e-001 1.169881e+000 3.445488e+000
3.430826e-001 1.171541e+000 3.431720e+000
3.463964e-001 1.173198e+000 3.418006e+000
3.497036e-001 1.174852e+000 3.404348e+000
3.530042e-001 1.176502e+000 3.390744e+000
3.562982e-001 1.178149e+000 3.377195e+000
3.595856e-001 1.179793e+000 3.363700e+000
3.628665e-001 1.181433e+000 3.350258e+000
3.661407e-001 1.183070e+000 3.336871e+000
3.694085e-001 1.184704e+000 3.323536e+000
3.726696e-001 1.186334e+000 3.310256e+000
3.759243e-001 1.187962e+000 3.297028e+000
3.791724e-001 1.189586e+000 3.283853e+000
3.824141e-001 1.191207e+000 3.270731e+000
3.856493e-001 1.192824e+000 3.257661e+000
3.888780e-001 1.194439e+000 3.244643e+000
3.921002e-001 1.196050e+000 3.231678e+000
3.953160e-001 1.197658e+000 3.218764e+000
3.985254e-001 1.199262e+000 3.205902e+000
4.017283e-001 1.200864e+000 3.193091e+000
4.049249e-001 1.202462e+000 3.180332e+000
4.081150e-001 1.204057e+000 3.167623e+000
4.112988e-001 1.205649e+000 3.154965e+000
4.144762e-001 1.207238e+000 3.142358e+000
4.176473e-001 1.208823e+000 3.129801e+000
4.208120e-001 1.210405e+000 3.117294e+000
4.239703e-001 1.211985e+000 3.104838e+000
4.271224e-001 1.213561e+000 3.092431e+000
4.302682e-001 1.215134e+000 3.080073e+000
4.334076e-001 1.216703e+000 3.067765e+000
4.365408e-001 1.218270e+000 3.055506e+000
4.396677e-001 1.219833e+000 3.043297e+000
4.427884e-001 1.221394e+000 3.031136e+000
4.459028e-001 1.222951e+000 3.019023e+000
4.490110e-001 1.224505e+000 3.006959e+000
4.521130e-001 1.226056e+000 2.994943e+000
4.552088e-001 1.227604e+000 2.982975e+000
4.582984e-001 1.229149e+000 2.971056e+000
4.613818e-001 1.230691e+000 2.959183e+000
4.644590e-001 1.232229e+000 2.947358e+000
4.675301e-001 1.233765e+000 2.935580e+000
4.705950e-001 1.235297e+000 2.923850e+000
4.736538e-001 1.236827e+000 2.912166e+000
4.767065e-001 1.238353e+000 2.900529e+000
4.797531e-001 1.239876e+000 2.888939e+000
4.827936e-001 1.241397e+000 2.877394e+000
4.858280e-001 1.242914e+000 2.865896e+000
4.888563e-001 1.244428e+000 2.854444e+000
4.918786e-001 1.245939e+000 2.843038e+000
4.948949e-001 1.247447e+000 2.831677e+000
4.979051e-001 1.248952e+000 2.820362e+000
5.009093e-001 1.250454e+000 2.809092e+000
5.039074e-001 1.251953e+000 2.797867e+000
5.068996e-001 1.253449e+000 2.786687e+000
5.098858e-001 1.254943e+000 2.775551e+000
5.128660e-001 1.256433e+000 2.764460e+000
5.158403e-001 1.257920e+000 2.753413e+000
5.188086e-001 1.259404e+000 2.742410e+000
5.217710e-001 1.260885e+000 2.731452e+000
5.247274e-001 1.262363e+000 2.720537e+000
5.276780e-001 1.263839e+000 2.709666e+000
5.306226e-001 1.265311e+000 2.698838e+000
5.335613e-001 1.266780e+000 2.688054e+000
5.364942e-001 1.268247e+000 2.677312e+000
5.394212e-001 1.269710e+000 2.666614e+000
5.423424e-001 1.271171e+000 2.655958e+000
5.452577e-001 1.272628e+000 2.645344e+000
5.481672e-001 1.274083e+000 2.634774e+000
5.510708e-001 1.275535e+000 2.624245e+000
5.539687e-001 1.276984e+000 2.613759e+000
5.568607e-001 1.278430e+000 2.603314e+000
5.597470e-001 1.279873e+000 2.592911e+000
5.626276e-001 1.281313e+000 2.582550e+000
5.655023e-001 1.282751e+000 2.572230e+000
5.683713e-001 1.284185e+000 2.561952e+000
5.712345e-001 1.285617e+000 2.551714e+000
5.740920e-001 1.287045e+000 2.541518e+000
5.769439e-001 1.288471e+000 2.531362e+000
5.797900e-001 1.289894e+000 2.521246e+000
5.826304e-001 1.291315e+000 2.511172e+000
5.854651e-001 1.292732e+000 2.501137e+000
5.882942e-001 1.294147e+000 2.491142e+000
5.911176e-001 1.295558e+000 2.481188e+000
5.939354e-001 1.296967e+000 2.471273e+000
5.967475e-001 1.298373e+000 2.461398e+000
5.995540e-001 1.299776e+000 2.451562e+000
6.023549e-001 1.301177e+000 2.441766e+000
6.051502e-001 1.302575e+000 2.432008e+000
6.079398e-001 1.303969e+000 2.422290e+000
6.107240e-001 1.305361e+000 2.412611e+000
6.135025e-001 1.306751e+000 2.402970e+000
6.162755e-001 1.308137e+000 2.393368e+000
6.190429e-001 1.309521e+000 2.383804e+000
6.218048e-001 1.310902e+000 2.374278e+000
6.245613e-001 1.312280e+000 2.364790e+000
6.273121e-001 1.313655e+000 2.355341e+000
6.300575e-001 1.315028e+000 2.345929e+000
6.327974e-001 1.316398e+000 2.336554e+000
6.355318e-001 1.317765e+000 2.327218e+000
6.382608e-001 1.319130e+000 2.317918e+000
6.409842e-001 1.320492e+000 2.308656e+000
6.437023e-001 1.321851e+000 2.299430e+000
6.464149e-001 1.323207e+000 2.290242e+000
6.491221e-001 1.324560e+000 2.281090e+000
6.518238e-001 1.325911e+000 2.271975e+000
6.545202e-001 1.327259e+000 2.262896e+000
6.572111e-001 1.328605e+000 2.253853e+000
6.598967e-001 1.329948e+000 2.244847e+000
6.625769e-001 1.331288e+000 2.235877e+000
6.652517e-001 1.332625e+000 2.226942e+000
6.679212e-001 1.333960e+000 2.218043e+000
6.705853e-001 1.335292e+000 2.209180e+000
6.732442e-001 1.336622e+000 2.200352e+000
6.758977e-001 1.337948e+000 2.191559e+000
6.785459e-001 1.339272e+000 2.182802e+000
6.811888e-001 1.340594e+000 2.174079e+000
6.838264e-001 1.341913e+000 2.165392e+000
6.864588e-001 1.343229e+000 2.156739e+000
6.890858e-001 1.344542e+000 2.148121e+000
6.917077e-001 1.345853e+000 2.139537e+000
6.943243e-001 1.347162e+000 2.130987e+000
6.969356e-001 1.348467e+000 2.122472e+000
6.995417e-001 1.349770e+000 2.113990e+000
7.021427e-001 1.351071e+000 2.105543e+000
