Gradient descent of Schechter
-3.959522e+000 9.131759e+000 -4.771045e-001 6.068539e+002
-3.959349e+000 9.132250e+000 -4.770153e-001 6.068511e+002
-3.959174e+000 9.132742e+000 -4.769259e-001 6.068483e+002
-3.959000e+000 9.133235e+000 -4.768364e-001 6.068455e+002
-3.958824e+000 9.133730e+000 -4.767464e-001 6.068427e+002
-3.958648e+000 9.134226e+000 -4.766564e-001 6.068398e+002
-3.958471e+000 9.134724e+000 -4.765659e-001 6.068370e+002
-3.958294e+000 9.135222e+000 -4.764752e-001 6.068340e+002
-3.958116e+000 9.135722e+000 -4.763843e-001 6.068312e+002
-3.957937e+000 9.136224e+000 -4.762930e-001 6.068282e+002
-3.957757e+000 9.136726e+000 -4.762014e-001 6.068253e+002
-3.957577e+000 9.137231e+000 -4.761097e-001 6.068224e+002
-3.957397e+000 9.137736e+000 -4.760177e-001 6.068194e+002
-3.957215e+000 9.138244e+000 -4.759254e-001 6.068164e+002
-3.957033e+000 9.138752e+000 -4.758328e-001 6.068134e+002
-3.956850e+000 9.139261e+000 -4.757400e-001 6.068104e+002
-3.956666e+000 9.139772e+000 -4.756468e-001 6.068073e+002
-3.956482e+000 9.140285e+000 -4.755535e-001 6.068043e+002
-3.956297e+000 9.140799e+000 -4.754598e-001 6.068012e+002
-3.956112e+000 9.141314e+000 -4.753658e-001 6.067981e+002
-3.955925e+000 9.141830e+000 -4.752714e-001 6.067950e+002
-3.955738e+000 9.142348e+000 -4.751768e-001 6.067919e+002
-3.955550e+000 9.142868e+000 -4.750820e-001 6.067888e+002
-3.955362e+000 9.143389e+000 -4.749869e-001 6.067856e+002
-3.955173e+000 9.143911e+000 -4.748914e-001 6.067824e+002
-3.954983e+000 9.144435e+000 -4.747957e-001 6.067792e+002
-3.954792e+000 9.144960e+000 -4.746996e-001 6.067760e+002
-3.954601e+000 9.145487e+000 -4.746034e-001 6.067728e+002
-3.954408e+000 9.146015e+000 -4.745068e-001 6.067695e+002
-3.954216e+000 9.146544e+000 -4.744100e-001 6.067662e+002
-3.954022e+000 9.147076e+000 -4.743128e-001 6.067629e+002
-3.953827e+000 9.147608e+000 -4.742154e-001 6.067596e+002
-3.953632e+000 9.148142e+000 -4.741177e-001 6.067563e+002
-3.953436e+000 9.148677e+000 -4.740196e-001 6.067529e+002
-3.953239e+000 9.149214e+000 -4.739212e-001 6.067496e+002
-3.953042e+000 9.149752e+000 -4.738227e-001 6.067462e+002
-3.952844e+000 9.150291e+000 -4.737236e-001 6.067428e+002
-3.952645e+000 9.150833e+000 -4.736244e-001 6.067394e+002
-3.952445e+000 9.151376e+000 -4.735249e-001 6.067359e+002
-3.952244e+000 9.151920e+000 -4.734250e-001 6.067324e+002
-3.952043e+000 9.152466e+000 -4.733248e-001 6.067289e+002
-3.951841e+000 9.153013e+000 -4.732242e-001 6.067254e+002
-3.951638e+000 9.153563e+000 -4.731236e-001 6.067219e+002
-3.951434e+000 9.154113e+000 -4.730224e-001 6.067184e+002
-3.951229e+000 9.154665e+000 -4.729210e-001 6.067148e+002
-3.951024e+000 9.155218e+000 -4.728192e-001 6.067112e+002
-3.950817e+000 9.155773e+000 -4.727172e-001 6.067076e+002
-3.950610e+000 9.156330e+000 -4.726148e-001 6.067039e+002
-3.950402e+000 9.156888e+000 -4.725120e-001 6.067003e+002
-3.950193e+000 9.157448e+000 -4.724090e-001 6.066966e+002
-3.949984e+000 9.158010e+000 -4.723056e-001 6.066929e+002
-3.949773e+000 9.158573e+000 -4.722019e-001 6.066891e+002
-3.949562e+000 9.159138e+000 -4.720980e-001 6.066854e+002
-3.949350e+000 9.159704e+000 -4.719936e-001 6.066816e+002
-3.949136e+000 9.160273e+000 -4.718889e-001 6.066779e+002
-3.948923e+000 9.160842e+000 -4.717838e-001 6.066740e+002
-3.948708e+000 9.161413e+000 -4.716784e-001 6.066702e+002
-3.948492e+000 9.161986e+000 -4.715727e-001 6.066663e+002
-3.948275e+000 9.162561e+000 -4.714667e-001 6.066624e+002
-3.948058e+000 9.163137e+000 -4.713604e-001 6.066585e+002
-3.947839e+000 9.163715e+000 -4.712537e-001 6.066546e+002
-3.947620e+000 9.164295e+000 -4.711466e-001 6.066506e+002
-3.947400e+000 9.164877e+000 -4.710393e-001 6.066467e+002
-3.947179e+000 9.165460e+000 -4.709317e-001 6.066426e+002
-3.946956e+000 9.166044e+000 -4.708237e-001 6.066386e+002
-3.946733e+000 9.166631e+000 -4.707153e-001 6.066345e+002
-3.946510e+000 9.167219e+000 -4.706065e-001 6.066304e+002
-3.946285e+000 9.167809e+000 -4.704974e-001 6.066263e+002
-3.946059e+000 9.168401e+000 -4.703879e-001 6.066223e+002
-3.945832e+000 9.168994e+000 -4.702781e-001 6.066180e+002
-3.945605e+000 9.169589e+000 -4.701679e-001 6.066139e+002
-3.945376e+000 9.170186e+000 -4.700575e-001 6.066097e+002
-3.945146e+000 9.170785e+000 -4.699467e-001 6.066054e+002
-3.944916e+000 9.171386e+000 -4.698355e-001 6.066011e+002
-3.944684e+000 9.171988e+000 -4.697239e-001 6.065969e+002
-3.944452e+000 9.172591e+000 -4.696119e-001 6.065925e+002
-3.944218e+000 9.173197e+000 -4.694994e-001 6.065882e+002
-3.943983e+000 9.173804e+000 -4.693868e-001 6.065838e+002
-3.943748e+000 9.174414e+000 -4.692736e-001 6.065794e+002
-3.943511e+000 9.175025e+000 -4.691602e-001 6.065750e+002
-3.943274e+000 9.175638e+000 -4.690464e-001 6.065706e+002
-3.943035e+000 9.176253e+000 -4.689322e-001 6.065660e+002
-3.942796e+000 9.176870e+000 -4.688175e-001 6.065615e+002
-3.942555e+000 9.177489e+000 -4.687025e-001 6.065570e+002
-3.942313e+000 9.178110e+000 -4.685871e-001 6.065524e+002
-3.942070e+000 9.178733e+000 -4.684714e-001 6.065478e+002
-3.941826e+000 9.179358e+000 -4.683553e-001 6.065432e+002
-3.941581e+000 9.179984e+000 -4.682387e-001 6.065385e+002
-3.941335e+000 9.180613e+000 -4.681218e-001 6.065338e+002
-3.941088e+000 9.181243e+000 -4.680045e-001 6.065291e+002
-3.940840e+000 9.181875e+000 -4.678868e-001 6.065244e+002
-3.940591e+000 9.182509e+000 -4.677688e-001 6.065195e+002
-3.940341e+000 9.183146e+000 -4.676504e-001 6.065147e+002
-3.940089e+000 9.183784e+000 -4.675315e-001 6.065099e+002
-3.939837e+000 9.184423e+000 -4.674122e-001 6.065050e+002
-3.939583e+000 9.185065e+000 -4.672926e-001 6.065001e+002
-3.939328e+000 9.185709e+000 -4.671725e-001 6.064951e+002
-3.939072e+000 9.186355e+000 -4.670520e-001 6.064902e+002
-3.938815e+000 9.187002e+000 -4.669312e-001 6.064852e+002
-3.938557e+000 9.187652e+000 -4.668099e-001 6.064801e+002
-3.938298e+000 9.188303e+000 -4.666881e-001 6.064750e+002
-3.938037e+000 9.188956e+000 -4.665661e-001 6.064699e+002
-3.937775e+000 9.189612e+000 -4.664435e-001 6.064648e+002
-3.937512e+000 9.190270e+000 -4.663205e-001 6.064596e+002
-3.937248e+000 9.190930e+000 -4.661972e-001 6.064544e+002
-3.936983e+000 9.191592e+000 -4.660734e-001 6.064492e+002
-3.936716e+000 9.192256e+000 -4.659492e-001 6.064439e+002
-3.936449e+000 9.192923e+000 -4.658246e-001 6.064385e+002
-3.936180e+000 9.193591e+000 -4.656996e-001 6.064332e+002
-3.935910e+000 9.194262e+000 -4.655741e-001 6.064278e+002
-3.935638e+000 9.194934e+000 -4.654481e-001 6.064224e+002
-3.935365e+000 9.195608e+000 -4.653217e-001 6.064169e+002
-3.935092e+000 9.196285e+000 -4.651949e-001 6.064114e+002
-3.934816e+000 9.196964e+000 -4.650676e-001 6.064059e+002
-3.934540e+000 9.197645e+000 -4.649398e-001 6.064003e+002
-3.934262e+000 9.198328e+000 -4.648115e-001 6.063947e+002
-3.933983e+000 9.199014e+000 -4.646829e-001 6.063890e+002
-3.933703e+000 9.199701e+000 -4.645537e-001 6.063834e+002
-3.933421e+000 9.200391e+000 -4.644243e-001 6.063776e+002
-3.933138e+000 9.201083e+000 -4.642944e-001 6.063718e+002
-3.932854e+000 9.201777e+000 -4.641641e-001 6.063661e+002
-3.932569e+000 9.202474e+000 -4.640332e-001 6.063602e+002
-3.932282e+000 9.203173e+000 -4.639018e-001 6.063543e+002
-3.931993e+000 9.203874e+000 -4.637700e-001 6.063484e+002
-3.931704e+000 9.204576e+000 -4.636378e-001 6.063424e+002
-3.931413e+000 9.205282e+000 -4.635050e-001 6.063364e+002
-3.931121e+000 9.205990e+000 -4.633719e-001 6.063304e+002
-3.930827e+000 9.206700e+000 -4.632382e-001 6.063243e+002
-3.930532e+000 9.207413e+000 -4.631041e-001 6.063181e+002
-3.930235e+000 9.208128e+000 -4.629694e-001 6.063120e+002
-3.929937e+000 9.208845e+000 -4.628343e-001 6.063057e+002
-3.929638e+000 9.209565e+000 -4.626986e-001 6.062994e+002
-3.929337e+000 9.210287e+000 -4.625625e-001 6.062932e+002
-3.929035e+000 9.211012e+000 -4.624259e-001 6.062868e+002
-3.928731e+000 9.211739e+000 -4.622889e-001 6.062804e+002
-3.928426e+000 9.212468e+000 -4.621515e-001 6.062739e+002
-3.928119e+000 9.213200e+000 -4.620135e-001 6.062675e+002
-3.927811e+000 9.213934e+000 -4.618749e-001 6.062609e+002
-3.927501e+000 9.214670e+000 -4.617358e-001 6.062543e+002
-3.927190e+000 9.215409e+000 -4.615964e-001 6.062477e+002
-3.926877e+000 9.216150e+000 -4.614564e-001 6.062410e+002
-3.926563e+000 9.216894e+000 -4.613158e-001 6.062343e+002
-3.926247e+000 9.217641e+000 -4.611748e-001 6.062275e+002
-3.925930e+000 9.218390e+000 -4.610333e-001 6.062206e+002
-3.925611e+000 9.219141e+000 -4.608911e-001 6.062137e+002
-3.925291e+000 9.219895e+000 -4.607485e-001 6.062068e+002
-3.924968e+000 9.220652e+000 -4.606055e-001 6.061999e+002
-3.924645e+000 9.221411e+000 -4.604618e-001 6.061929e+002
-3.924319e+000 9.222173e+000 -4.603176e-001 6.061858e+002
-3.923992e+000 9.222937e+000 -4.601730e-001 6.061786e+002
-3.923664e+000 9.223703e+000 -4.600278e-001 6.061714e+002
-3.923334e+000 9.224473e+000 -4.598820e-001 6.061642e+002
-3.923002e+000 9.225245e+000 -4.597357e-001 6.061569e+002
-3.922668e+000 9.226020e+000 -4.595887e-001 6.061496e+002
-3.922333e+000 9.226797e+000 -4.594414e-001 6.061422e+002
-3.921996e+000 9.227577e+000 -4.592935e-001 6.061348e+002
-3.921657e+000 9.228360e+000 -4.591451e-001 6.061273e+002
-3.921317e+000 9.229146e+000 -4.589961e-001 6.061196e+002
-3.920975e+000 9.229935e+000 -4.588465e-001 6.061120e+002
-3.920631e+000 9.230725e+000 -4.586964e-001 6.061044e+002
-3.920285e+000 9.231519e+000 -4.585457e-001 6.060966e+002
-3.919938e+000 9.232315e+000 -4.583943e-001 6.060889e+002
-3.919589e+000 9.233114e+000 -4.582425e-001 6.060810e+002
-3.919238e+000 9.233916e+000 -4.580900e-001 6.060731e+002
-3.918885e+000 9.234721e+000 -4.579369e-001 6.060651e+002
-3.918530e+000 9.235529e+000 -4.577833e-001 6.060571e+002
-3.918174e+000 9.236340e+000 -4.576292e-001 6.060490e+002
-3.917815e+000 9.237153e+000 -4.574744e-001 6.060408e+002
-3.917455e+000 9.237969e+000 -4.573190e-001 6.060326e+002
-3.917093e+000 9.238789e+000 -4.571632e-001 6.060244e+002
-3.916729e+000 9.239611e+000 -4.570067e-001 6.060160e+002
-3.916363e+000 9.240436e+000 -4.568495e-001 6.060076e+002
-3.915995e+000 9.241263e+000 -4.566918e-001 6.059991e+002
-3.915625e+000 9.242094e+000 -4.565336e-001 6.059906e+002
-3.915254e+000 9.242928e+000 -4.563746e-001 6.059820e+002
-3.914880e+000 9.243765e+000 -4.562152e-001 6.059733e+002
-3.914504e+000 9.244605e+000 -4.560550e-001 6.059645e+002
-3.914127e+000 9.245448e+000 -4.558943e-001 6.059557e+002
-3.913747e+000 9.246294e+000 -4.557329e-001 6.059469e+002
-3.913365e+000 9.247143e+000 -4.555708e-001 6.059379e+002
-3.912981e+000 9.247994e+000 -4.554081e-001 6.059290e+002
-3.912595e+000 9.248850e+000 -4.552449e-001 6.059199e+002
-3.912207e+000 9.249708e+000 -4.550811e-001 6.059107e+002
-3.911817e+000 9.250569e+000 -4.549165e-001 6.059014e+002
-3.911425e+000 9.251434e+000 -4.547514e-001 6.058922e+002
-3.911031e+000 9.252302e+000 -4.545856e-001 6.058828e+002
-3.910634e+000 9.253173e+000 -4.544191e-001 6.058733e+002
-3.910236e+000 9.254046e+000 -4.542521e-001 6.058638e+002
-3.909835e+000 9.254924e+000 -4.540842e-001 6.058542e+002
-3.909432e+000 9.255804e+000 -4.539158e-001 6.058445e+002
-3.909027e+000 9.256688e+000 -4.537468e-001 6.058347e+002
-3.908619e+000 9.257575e+000 -4.535770e-001 6.058250e+002
-3.908210e+000 9.258465e+000 -4.534066e-001 6.058150e+002
-3.907798e+000 9.259358e+000 -4.532355e-001 6.058050e+002
-3.907383e+000 9.260255e+000 -4.530638e-001 6.057949e+002
-3.906967e+000 9.261155e+000 -4.528913e-001 6.057848e+002
-3.906548e+000 9.262058e+000 -4.527182e-001 6.057745e+002
-3.906127e+000 9.262965e+000 -4.525443e-001 6.057642e+002
-3.905703e+000 9.263876e+000 -4.523698e-001 6.057538e+002
-3.905277e+000 9.264790e+000 -4.521946e-001 6.057433e+002
-3.904849e+000 9.265707e+000 -4.520187e-001 6.057328e+002
-3.904418e+000 9.266627e+000 -4.518422e-001 6.057221e+002
-3.903985e+000 9.267551e+000 -4.516649e-001 6.057114e+002
-3.903549e+000 9.268479e+000 -4.514868e-001 6.057005e+002
-3.903111e+000 9.269410e+000 -4.513082e-001 6.056896e+002
-3.902670e+000 9.270345e+000 -4.511288e-001 6.056785e+002
-3.902227e+000 9.271283e+000 -4.509485e-001 6.056674e+002
-3.901781e+000 9.272225e+000 -4.507676e-001 6.056563e+002
-3.901333e+000 9.273170e+000 -4.505860e-001 6.056450e+002
-3.900882e+000 9.274119e+000 -4.504036e-001 6.056335e+002
-3.900428e+000 9.275072e+000 -4.502205e-001 6.056220e+002
-3.899972e+000 9.276029e+000 -4.500366e-001 6.056104e+002
-3.899513e+000 9.276989e+000 -4.498520e-001 6.055988e+002
-3.899051e+000 9.277953e+000 -4.496667e-001 6.055869e+002
-3.898587e+000 9.278920e+000 -4.494806e-001 6.055751e+002
-3.898120e+000 9.279891e+000 -4.492939e-001 6.055630e+002
-3.897651e+000 9.280866e+000 -4.491063e-001 6.055510e+002
-3.897179e+000 9.281844e+000 -4.489180e-001 6.055388e+002
-3.896703e+000 9.282826e+000 -4.487288e-001 6.055266e+002
-3.896225e+000 9.283813e+000 -4.485390e-001 6.055141e+002
-3.895745e+000 9.284804e+000 -4.483484e-001 6.055016e+002
-3.895261e+000 9.285799e+000 -4.481569e-001 6.054890e+002
-3.894774e+000 9.286798e+000 -4.479645e-001 6.054763e+002
-3.894284e+000 9.287800e+000 -4.477713e-001 6.054634e+002
-3.893792e+000 9.288806e+000 -4.475774e-001 6.054504e+002
-3.893296e+000 9.289816e+000 -4.473825e-001 6.054374e+002
-3.892798e+000 9.290831e+000 -4.471870e-001 6.054242e+002
-3.892296e+000 9.291849e+000 -4.469908e-001 6.054109e+002
-3.891792e+000 9.292871e+000 -4.467938e-001 6.053975e+002
-3.891284e+000 9.293898e+000 -4.465958e-001 6.053839e+002
-3.890774e+000 9.294929e+000 -4.463969e-001 6.053703e+002
-3.890260e+000 9.295963e+000 -4.461974e-001 6.053565e+002
-3.889743e+000 9.297002e+000 -4.459969e-001 6.053426e+002
-3.889222e+000 9.298045e+000 -4.457957e-001 6.053286e+002
-3.888699e+000 9.299092e+000 -4.455935e-001 6.053145e+002
-3.888172e+000 9.300143e+000 -4.453905e-001 6.053002e+002
-3.887642e+000 9.301199e+000 -4.451866e-001 6.052858e+002
-3.887109e+000 9.302259e+000 -4.449819e-001 6.052712e+002
-3.886572e+000 9.303324e+000 -4.447764e-001 6.052566e+002
-3.886032e+000 9.304393e+000 -4.445699e-001 6.052418e+002
-3.885489e+000 9.305466e+000 -4.443626e-001 6.052268e+002
-3.884942e+000 9.306543e+000 -4.441543e-001 6.052117e+002
-3.884392e+000 9.307626e+000 -4.439452e-001 6.051965e+002
-3.883838e+000 9.308712e+000 -4.437352e-001 6.051812e+002
-3.883281e+000 9.309803e+000 -4.435245e-001 6.051657e+002
-3.882720e+000 9.310899e+000 -4.433127e-001 6.051501e+002
-3.882156e+000 9.311998e+000 -4.430999e-001 6.051343e+002
-3.881588e+000 9.313103e+000 -4.428863e-001 6.051184e+002
-3.881016e+000 9.314212e+000 -4.426719e-001 6.051024e+002
-3.880441e+000 9.315326e+000 -4.424565e-001 6.050861e+002
-3.879862e+000 9.316444e+000 -4.422402e-001 6.050698e+002
-3.879280e+000 9.317568e+000 -4.420229e-001 6.050532e+002
-3.878693e+000 9.318696e+000 -4.418047e-001 6.050366e+002
-3.878103e+000 9.319829e+000 -4.415854e-001 6.050197e+002
-3.877509e+000 9.320967e+000 -4.413653e-001 6.050027e+002
-3.876911e+000 9.322109e+000 -4.411443e-001 6.049855e+002
-3.876309e+000 9.323256e+000 -4.409223e-001 6.049682e+002
-3.875703e+000 9.324409e+000 -4.406993e-001 6.049507e+002
-3.875093e+000 9.325565e+000 -4.404753e-001 6.049331e+002
-3.874479e+000 9.326727e+000 -4.402503e-001 6.049153e+002
-3.873861e+000 9.327894e+000 -4.400244e-001 6.048973e+002
-3.873239e+000 9.329066e+000 -4.397975e-001 6.048792e+002
-3.872613e+000 9.330243e+000 -4.395696e-001 6.048608e+002
-3.871982e+000 9.331425e+000 -4.393407e-001 6.048423e+002
-3.871347e+000 9.332612e+000 -4.391108e-001 6.048235e+002
-3.870708e+000 9.333804e+000 -4.388799e-001 6.048047e+002
-3.870065e+000 9.335002e+000 -4.386480e-001 6.047856e+002
-3.869418e+000 9.336205e+000 -4.384149e-001 6.047664e+002
-3.868766e+000 9.337413e+000 -4.381810e-001 6.047469e+002
-3.868109e+000 9.338626e+000 -4.379460e-001 6.047273e+002
-3.867448e+000 9.339845e+000 -4.377100e-001 6.047075e+002
-3.866783e+000 9.341069e+000 -4.374728e-001 6.046874e+002
-3.866112e+000 9.342299e+000 -4.372346e-001 6.046672e+002
-3.865438e+000 9.343534e+000 -4.369953e-001 6.046468e+002
-3.864758e+000 9.344774e+000 -4.367549e-001 6.046262e+002
-3.864074e+000 9.346020e+000 -4.365135e-001 6.046053e+002
-3.863385e+000 9.347271e+000 -4.362710e-001 6.045842e+002
-3.862691e+000 9.348528e+000 -4.360275e-001 6.045630e+002
-3.861993e+000 9.349791e+000 -4.357829e-001 6.045415e+002
-3.861289e+000 9.351059e+000 -4.355372e-001 6.045198e+002
-3.860581e+000 9.352333e+000 -4.352903e-001 6.044979e+002
-3.859867e+000 9.353613e+000 -4.350424e-001 6.044758e+002
-3.859149e+000 9.354898e+000 -4.347933e-001 6.044534e+002
-3.858425e+000 9.356190e+000 -4.345430e-001 6.044308e+002
-3.857696e+000 9.357487e+000 -4.342917e-001 6.044080e+002
-3.856962e+000 9.358789e+000 -4.340392e-001 6.043849e+002
-3.856223e+000 9.360099e+000 -4.337856e-001 6.043616e+002
-3.855478e+000 9.361414e+000 -4.335310e-001 6.043380e+002
-3.854728e+000 9.362735e+000 -4.332750e-001 6.043142e+002
-3.853972e+000 9.364062e+000 -4.330179e-001 6.042902e+002
-3.853211e+000 9.365396e+000 -4.327596e-001 6.042659e+002
-3.852445e+000 9.366735e+000 -4.325001e-001 6.042413e+002
-3.851673e+000 9.368081e+000 -4.322394e-001 6.042165e+002
-3.850895e+000 9.369433e+000 -4.319776e-001 6.041914e+002
-3.850111e+000 9.370791e+000 -4.317147e-001 6.041661e+002
-3.849322e+000 9.372156e+000 -4.314504e-001 6.041404e+002
-3.848527e+000 9.373528e+000 -4.311849e-001 6.041145e+002
-3.847725e+000 9.374905e+000 -4.309183e-001 6.040884e+002
-3.846918e+000 9.376288e+000 -4.306503e-001 6.040619e+002
-3.846105e+000 9.377679e+000 -4.303813e-001 6.040352e+002
-3.845286e+000 9.379076e+000 -4.301110e-001 6.040081e+002
-3.844460e+000 9.380480e+000 -4.298396e-001 6.039808e+002
-3.843629e+000 9.381890e+000 -4.295668e-001 6.039531e+002
-3.842791e+000 9.383307e+000 -4.292927e-001 6.039252e+002
-3.841946e+000 9.384731e+000 -4.290173e-001 6.038970e+002
-3.841095e+000 9.386162e+000 -4.287406e-001 6.038684e+002
-3.840238e+000 9.387600e+000 -4.284628e-001 6.038395e+002
-3.839374e+000 9.389045e+000 -4.281836e-001 6.038103e+002
-3.838504e+000 9.390496e+000 -4.279030e-001 6.037808e+002
-3.837626e+000 9.391955e+000 -4.276211e-001 6.037509e+002
-3.836742e+000 9.393421e+000 -4.273381e-001 6.037207e+002
-3.835851e+000 9.394895e+000 -4.270535e-001 6.036902e+002
-3.834953e+000 9.396375e+000 -4.267679e-001 6.036593e+002
-3.834047e+000 9.397862e+000 -4.264807e-001 6.036281e+002
-3.833135e+000 9.399358e+000 -4.261923e-001 6.035964e+002
-3.832215e+000 9.400860e+000 -4.259026e-001 6.035645e+002
-3.831289e+000 9.402369e+000 -4.256115e-001 6.035322e+002
-3.830354e+000 9.403887e+000 -4.253191e-001 6.034995e+002
-3.829413e+000 9.405412e+000 -4.250253e-001 6.034664e+002
-3.828464e+000 9.406944e+000 -4.247300e-001 6.034329e+002
-3.827507e+000 9.408484e+000 -4.244334e-001 6.033990e+002
-3.826542e+000 9.410032e+000 -4.241354e-001 6.033649e+002
-3.825570e+000 9.411588e+000 -4.238359e-001 6.033302e+002
-3.824589e+000 9.413151e+000 -4.235352e-001 6.032951e+002
-3.823601e+000 9.414721e+000 -4.232329e-001 6.032596e+002
-3.822605e+000 9.416301e+000 -4.229292e-001 6.032238e+002
-3.821600e+000 9.417888e+000 -4.226242e-001 6.031874e+002
-3.820587e+000 9.419483e+000 -4.223177e-001 6.031506e+002
-3.819566e+000 9.421087e+000 -4.220097e-001 6.031135e+002
-3.818536e+000 9.422699e+000 -4.217002e-001 6.030757e+002
-3.817497e+000 9.424319e+000 -4.213892e-001 6.030377e+002
-3.816451e+000 9.425948e+000 -4.210767e-001 6.029991e+002
-3.815395e+000 9.427585e+000 -4.207627e-001 6.029601e+002
-3.814330e+000 9.429230e+000 -4.204475e-001 6.029205e+002
-3.813256e+000 9.430883e+000 -4.201306e-001 6.028805e+002
-3.812173e+000 9.432546e+000 -4.198122e-001 6.028400e+002
-3.811081e+000 9.434217e+000 -4.194922e-001 6.027990e+002
-3.809979e+000 9.435898e+000 -4.191708e-001 6.027574e+002
-3.808868e+000 9.437587e+000 -4.188479e-001 6.027154e+002
-3.807748e+000 9.439285e+000 -4.185234e-001 6.026728e+002
-3.806617e+000 9.440992e+000 -4.181973e-001 6.026296e+002
-3.805477e+000 9.442709e+000 -4.178698e-001 6.025860e+002
-3.804327e+000 9.444434e+000 -4.175407e-001 6.025417e+002
-3.803167e+000 9.446169e+000 -4.172100e-001 6.024969e+002
-3.801997e+000 9.447913e+000 -4.168777e-001 6.024516e+002
-3.800816e+000 9.449666e+000 -4.165438e-001 6.024056e+002
-3.799625e+000 9.451429e+000 -4.162084e-001 6.023591e+002
-3.798423e+000 9.453201e+000 -4.158714e-001 6.023120e+002
-3.797211e+000 9.454984e+000 -4.155328e-001 6.022642e+002
-3.795987e+000 9.456776e+000 -4.151925e-001 6.022158e+002
-3.794753e+000 9.458577e+000 -4.148507e-001 6.021668e+002
-3.793507e+000 9.460389e+000 -4.145073e-001 6.021171e+002
-3.792250e+000 9.462211e+000 -4.141622e-001 6.020668e+002
-3.790982e+000 9.464043e+000 -4.138154e-001 6.020157e+002
-3.789702e+000 9.465884e+000 -4.134668e-001 6.019640e+002
-3.788410e+000 9.467736e+000 -4.131165e-001 6.019116e+002
-3.787106e+000 9.469599e+000 -4.127648e-001 6.018585e+002
-3.785790e+000 9.471472e+000 -4.124114e-001 6.018047e+002
-3.784462e+000 9.473355e+000 -4.120563e-001 6.017501e+002
-3.783122e+000 9.475249e+000 -4.116995e-001 6.016948e+002
-3.781769e+000 9.477155e+000 -4.113410e-001 6.016387e+002
-3.780403e+000 9.479071e+000 -4.109806e-001 6.015818e+002
-3.779024e+000 9.480998e+000 -4.106185e-001 6.015242e+002
-3.777632e+000 9.482936e+000 -4.102549e-001 6.014657e+002
-3.776227e+000 9.484885e+000 -4.098894e-001 6.014064e+002
-3.774808e+000 9.486846e+000 -4.095223e-001 6.013463e+002
-3.773376e+000 9.488818e+000 -4.091532e-001 6.012853e+002
-3.771929e+000 9.490801e+000 -4.087825e-001 6.012234e+002
-3.770468e+000 9.492796e+000 -4.084101e-001 6.011608e+002
-3.768994e+000 9.494802e+000 -4.080358e-001 6.010971e+002
-3.767505e+000 9.496820e+000 -4.076598e-001 6.010325e+002
-3.766001e+000 9.498851e+000 -4.072820e-001 6.009670e+002
-3.764482e+000 9.500894e+000 -4.069025e-001 6.009006e+002
-3.762949e+000 9.502948e+000 -4.065212e-001 6.008331e+002
-3.761399e+000 9.505014e+000 -4.061380e-001 6.007646e+002
-3.759835e+000 9.507093e+000 -4.057530e-001 6.006952e+002
-3.758254e+000 9.509185e+000 -4.053662e-001 6.006248e+002
-3.756657e+000 9.511290e+000 -4.049776e-001 6.005532e+002
-3.755044e+000 9.513407e+000 -4.045872e-001 6.004805e+002
-3.753415e+000 9.515537e+000 -4.041950e-001 6.004067e+002
-3.751769e+000 9.517680e+000 -4.038010e-001 6.003318e+002
-3.750106e+000 9.519836e+000 -4.034051e-001 6.002559e+002
-3.748425e+000 9.522006e+000 -4.030074e-001 6.001786e+002
-3.746728e+000 9.524189e+000 -4.026078e-001 6.001003e+002
-3.745012e+000 9.526386e+000 -4.022063e-001 6.000206e+002
-3.743278e+000 9.528597e+000 -4.018030e-001 5.999398e+002
-3.741526e+000 9.530821e+000 -4.013979e-001 5.998576e+002
-3.739755e+000 9.533059e+000 -4.009908e-001 5.997742e+002
-3.737965e+000 9.535312e+000 -4.005819e-001 5.996893e+002
-3.736156e+000 9.537579e+000 -4.001710e-001 5.996032e+002
-3.734327e+000 9.539861e+000 -3.997584e-001 5.995156e+002
-3.732478e+000 9.542157e+000 -3.993439e-001 5.994266e+002
-3.730610e+000 9.544468e+000 -3.989273e-001 5.993362e+002
-3.728722e+000 9.546794e+000 -3.985090e-001 5.992443e+002
-3.726812e+000 9.549135e+000 -3.980888e-001 5.991508e+002
-3.724881e+000 9.551492e+000 -3.976668e-001 5.990558e+002
-3.722928e+000 9.553864e+000 -3.972429e-001 5.989592e+002
-3.720954e+000 9.556252e+000 -3.968171e-001 5.988610e+002
-3.718957e+000 9.558656e+000 -3.963894e-001 5.987610e+002
-3.716938e+000 9.561075e+000 -3.959597e-001 5.986594e+002
-3.714896e+000 9.563511e+000 -3.955281e-001 5.985560e+002
-3.712831e+000 9.565964e+000 -3.950948e-001 5.984509e+002
-3.710741e+000 9.568434e+000 -3.946595e-001 5.983439e+002
-3.708628e+000 9.570920e+000 -3.942223e-001 5.982350e+002
-3.706490e+000 9.573423e+000 -3.937832e-001 5.981241e+002
-3.704326e+000 9.575944e+000 -3.933422e-001 5.980114e+002
-3.702137e+000 9.578483e+000 -3.928993e-001 5.978965e+002
-3.699922e+000 9.581038e+000 -3.924546e-001 5.977797e+002
-3.697681e+000 9.583612e+000 -3.920080e-001 5.976606e+002
-3.695413e+000 9.586205e+000 -3.915595e-001 5.975394e+002
-3.693116e+000 9.588815e+000 -3.911091e-001 5.974160e+002
