Gradient descent of Schechter
-4.975141e+000 9.551344e+000 -1.495814e+000 6.073008e+002
-4.975070e+000 9.551485e+000 -1.495804e+000 6.073005e+002
-4.974998e+000 9.551626e+000 -1.495793e+000 6.073003e+002
-4.974927e+000 9.551768e+000 -1.495783e+000 6.073000e+002
-4.974856e+000 9.551910e+000 -1.495772e+000 6.072998e+002
-4.974785e+000 9.552052e+000 -1.495762e+000 6.072995e+002
-4.974714e+000 9.552195e+000 -1.495751e+000 6.072993e+002
-4.974643e+000 9.552337e+000 -1.495741e+000 6.072990e+002
-4.974572e+000 9.552479e+000 -1.495730e+000 6.072988e+002
-4.974501e+000 9.552621e+000 -1.495720e+000 6.072985e+002
-4.974430e+000 9.552763e+000 -1.495710e+000 6.072983e+002
-4.974358e+000 9.552905e+000 -1.495699e+000 6.072980e+002
-4.974287e+000 9.553047e+000 -1.495689e+000 6.072978e+002
-4.974215e+000 9.553190e+000 -1.495678e+000 6.072975e+002
-4.974144e+000 9.553333e+000 -1.495668e+000 6.072972e+002
-4.974072e+000 9.553476e+000 -1.495657e+000 6.072970e+002
-4.974000e+000 9.553619e+000 -1.495647e+000 6.072968e+002
-4.973929e+000 9.553762e+000 -1.495636e+000 6.072965e+002
-4.973857e+000 9.553905e+000 -1.495626e+000 6.072962e+002
-4.973785e+000 9.554049e+000 -1.495615e+000 6.072960e+002
-4.973713e+000 9.554192e+000 -1.495605e+000 6.072957e+002
-4.973641e+000 9.554335e+000 -1.495594e+000 6.072955e+002
-4.973569e+000 9.554478e+000 -1.495584e+000 6.072952e+002
-4.973497e+000 9.554622e+000 -1.495573e+000 6.072949e+002
-4.973425e+000 9.554766e+000 -1.495563e+000 6.072947e+002
-4.973353e+000 9.554910e+000 -1.495552e+000 6.072944e+002
-4.973281e+000 9.555054e+000 -1.495542e+000 6.072941e+002
-4.973209e+000 9.555198e+000 -1.495531e+000 6.072939e+002
-4.973136e+000 9.555342e+000 -1.495520e+000 6.072936e+002
-4.973064e+000 9.555486e+000 -1.495510e+000 6.072934e+002
-4.972991e+000 9.555630e+000 -1.495499e+000 6.072931e+002
-4.972919e+000 9.555774e+000 -1.495489e+000 6.072928e+002
-4.972847e+000 9.555918e+000 -1.495478e+000 6.072925e+002
-4.972774e+000 9.556062e+000 -1.495468e+000 6.072923e+002
-4.972702e+000 9.556207e+000 -1.495457e+000 6.072921e+002
-4.972629e+000 9.556352e+000 -1.495447e+000 6.072918e+002
-4.972556e+000 9.556497e+000 -1.495436e+000 6.072915e+002
-4.972483e+000 9.556642e+000 -1.495426e+000 6.072913e+002
-4.972410e+000 9.556787e+000 -1.495415e+000 6.072910e+002
-4.972337e+000 9.556931e+000 -1.495405e+000 6.072907e+002
-4.972264e+000 9.557076e+000 -1.495394e+000 6.072905e+002
-4.972191e+000 9.557221e+000 -1.495384e+000 6.072902e+002
-4.972117e+000 9.557366e+000 -1.495373e+000 6.072899e+002
-4.972044e+000 9.557511e+000 -1.495363e+000 6.072897e+002
-4.971971e+000 9.557656e+000 -1.495352e+000 6.072894e+002
-4.971897e+000 9.557802e+000 -1.495341e+000 6.072891e+002
-4.971824e+000 9.557948e+000 -1.495331e+000 6.072889e+002
-4.971750e+000 9.558094e+000 -1.495320e+000 6.072886e+002
-4.971677e+000 9.558240e+000 -1.495310e+000 6.072883e+002
-4.971603e+000 9.558386e+000 -1.495299e+000 6.072881e+002
-4.971529e+000 9.558532e+000 -1.495289e+000 6.072878e+002
-4.971455e+000 9.558678e+000 -1.495278e+000 6.072875e+002
-4.971381e+000 9.558824e+000 -1.495268e+000 6.072873e+002
-4.971307e+000 9.558970e+000 -1.495258e+000 6.072870e+002
-4.971233e+000 9.559117e+000 -1.495247e+000 6.072867e+002
-4.971159e+000 9.559264e+000 -1.495237e+000 6.072864e+002
-4.971086e+000 9.559411e+000 -1.495226e+000 6.072862e+002
-4.971011e+000 9.559558e+000 -1.495216e+000 6.072859e+002
-4.970937e+000 9.559705e+000 -1.495205e+000 6.072856e+002
-4.970862e+000 9.559852e+000 -1.495195e+000 6.072854e+002
-4.970788e+000 9.559999e+000 -1.495184e+000 6.072851e+002
-4.970714e+000 9.560145e+000 -1.495173e+000 6.072849e+002
-4.970639e+000 9.560292e+000 -1.495163e+000 6.072845e+002
-4.970565e+000 9.560439e+000 -1.495152e+000 6.072843e+002
-4.970490e+000 9.560587e+000 -1.495142e+000 6.072840e+002
-4.970416e+000 9.560735e+000 -1.495131e+000 6.072838e+002
-4.970341e+000 9.560883e+000 -1.495121e+000 6.072834e+002
-4.970266e+000 9.561030e+000 -1.495110e+000 6.072832e+002
-4.970191e+000 9.561178e+000 -1.495100e+000 6.072829e+002
-4.970116e+000 9.561326e+000 -1.495089e+000 6.072826e+002
-4.970041e+000 9.561474e+000 -1.495079e+000 6.072823e+002
-4.969966e+000 9.561622e+000 -1.495068e+000 6.072820e+002
-4.969891e+000 9.561769e+000 -1.495058e+000 6.072818e+002
-4.969816e+000 9.561917e+000 -1.495047e+000 6.072815e+002
-4.969740e+000 9.562066e+000 -1.495037e+000 6.072813e+002
-4.969665e+000 9.562215e+000 -1.495026e+000 6.072809e+002
-4.969590e+000 9.562364e+000 -1.495016e+000 6.072807e+002
-4.969514e+000 9.562512e+000 -1.495005e+000 6.072804e+002
-4.969439e+000 9.562661e+000 -1.494995e+000 6.072801e+002
-4.969364e+000 9.562810e+000 -1.494984e+000 6.072798e+002
-4.969288e+000 9.562959e+000 -1.494973e+000 6.072795e+002
-4.969212e+000 9.563107e+000 -1.494963e+000 6.072793e+002
-4.969136e+000 9.563256e+000 -1.494952e+000 6.072790e+002
-4.969060e+000 9.563405e+000 -1.494942e+000 6.072787e+002
-4.968985e+000 9.563555e+000 -1.494931e+000 6.072784e+002
-4.968909e+000 9.563704e+000 -1.494921e+000 6.072781e+002
-4.968832e+000 9.563854e+000 -1.494910e+000 6.072779e+002
-4.968756e+000 9.564004e+000 -1.494900e+000 6.072776e+002
-4.968680e+000 9.564154e+000 -1.494889e+000 6.072773e+002
-4.968604e+000 9.564303e+000 -1.494879e+000 6.072770e+002
-4.968527e+000 9.564453e+000 -1.494868e+000 6.072767e+002
-4.968451e+000 9.564603e+000 -1.494858e+000 6.072765e+002
-4.968375e+000 9.564753e+000 -1.494847e+000 6.072762e+002
-4.968298e+000 9.564903e+000 -1.494837e+000 6.072759e+002
-4.968222e+000 9.565054e+000 -1.494826e+000 6.072756e+002
-4.968145e+000 9.565205e+000 -1.494816e+000 6.072753e+002
-4.968068e+000 9.565355e+000 -1.494805e+000 6.072750e+002
-4.967991e+000 9.565506e+000 -1.494795e+000 6.072747e+002
-4.967915e+000 9.565657e+000 -1.494784e+000 6.072745e+002
-4.967838e+000 9.565807e+000 -1.494774e+000 6.072742e+002
-4.967761e+000 9.565958e+000 -1.494763e+000 6.072739e+002
-4.967684e+000 9.566109e+000 -1.494753e+000 6.072736e+002
-4.967607e+000 9.566259e+000 -1.494742e+000 6.072733e+002
-4.967530e+000 9.566411e+000 -1.494732e+000 6.072730e+002
-4.967453e+000 9.566563e+000 -1.494721e+000 6.072727e+002
-4.967375e+000 9.566714e+000 -1.494711e+000 6.072725e+002
-4.967298e+000 9.566866e+000 -1.494700e+000 6.072722e+002
-4.967221e+000 9.567018e+000 -1.494690e+000 6.072719e+002
-4.967144e+000 9.567169e+000 -1.494679e+000 6.072715e+002
-4.967066e+000 9.567321e+000 -1.494669e+000 6.072712e+002
-4.966989e+000 9.567472e+000 -1.494658e+000 6.072710e+002
-4.966911e+000 9.567624e+000 -1.494648e+000 6.072707e+002
-4.966833e+000 9.567777e+000 -1.494637e+000 6.072704e+002
-4.966755e+000 9.567929e+000 -1.494627e+000 6.072701e+002
-4.966678e+000 9.568082e+000 -1.494616e+000 6.072698e+002
-4.966599e+000 9.568234e+000 -1.494606e+000 6.072695e+002
-4.966522e+000 9.568387e+000 -1.494595e+000 6.072692e+002
-4.966444e+000 9.568540e+000 -1.494585e+000 6.072689e+002
-4.966365e+000 9.568692e+000 -1.494574e+000 6.072686e+002
-4.966287e+000 9.568845e+000 -1.494564e+000 6.072683e+002
-4.966209e+000 9.568997e+000 -1.494553e+000 6.072680e+002
-4.966131e+000 9.569150e+000 -1.494542e+000 6.072678e+002
-4.966052e+000 9.569304e+000 -1.494532e+000 6.072675e+002
-4.965973e+000 9.569457e+000 -1.494521e+000 6.072672e+002
-4.965895e+000 9.569611e+000 -1.494511e+000 6.072668e+002
-4.965816e+000 9.569764e+000 -1.494500e+000 6.072665e+002
-4.965737e+000 9.569918e+000 -1.494490e+000 6.072662e+002
-4.965659e+000 9.570071e+000 -1.494479e+000 6.072660e+002
-4.965580e+000 9.570225e+000 -1.494469e+000 6.072657e+002
-4.965501e+000 9.570378e+000 -1.494458e+000 6.072654e+002
-4.965422e+000 9.570532e+000 -1.494448e+000 6.072651e+002
-4.965343e+000 9.570686e+000 -1.494437e+000 6.072648e+002
-4.965264e+000 9.570841e+000 -1.494427e+000 6.072645e+002
-4.965185e+000 9.570995e+000 -1.494416e+000 6.072642e+002
-4.965106e+000 9.571150e+000 -1.494406e+000 6.072639e+002
-4.965026e+000 9.571304e+000 -1.494395e+000 6.072635e+002
-4.964947e+000 9.571459e+000 -1.494385e+000 6.072632e+002
-4.964867e+000 9.571613e+000 -1.494374e+000 6.072629e+002
-4.964787e+000 9.571768e+000 -1.494363e+000 6.072626e+002
-4.964708e+000 9.571923e+000 -1.494353e+000 6.072623e+002
-4.964628e+000 9.572079e+000 -1.494342e+000 6.072620e+002
-4.964549e+000 9.572234e+000 -1.494332e+000 6.072617e+002
-4.964469e+000 9.572390e+000 -1.494321e+000 6.072614e+002
-4.964389e+000 9.572545e+000 -1.494311e+000 6.072611e+002
-4.964309e+000 9.572701e+000 -1.494300e+000 6.072608e+002
-4.964229e+000 9.572856e+000 -1.494290e+000 6.072605e+002
-4.964149e+000 9.573011e+000 -1.494279e+000 6.072602e+002
-4.964068e+000 9.573167e+000 -1.494269e+000 6.072599e+002
-4.963988e+000 9.573322e+000 -1.494258e+000 6.072596e+002
-4.963908e+000 9.573479e+000 -1.494248e+000 6.072593e+002
-4.963828e+000 9.573635e+000 -1.494237e+000 6.072590e+002
-4.963747e+000 9.573792e+000 -1.494226e+000 6.072586e+002
-4.963666e+000 9.573948e+000 -1.494216e+000 6.072584e+002
-4.963586e+000 9.574104e+000 -1.494205e+000 6.072580e+002
-4.963505e+000 9.574261e+000 -1.494195e+000 6.072577e+002
-4.963424e+000 9.574417e+000 -1.494184e+000 6.072574e+002
-4.963343e+000 9.574574e+000 -1.494174e+000 6.072571e+002
-4.963262e+000 9.574730e+000 -1.494163e+000 6.072568e+002
-4.963181e+000 9.574887e+000 -1.494153e+000 6.072565e+002
-4.963100e+000 9.575045e+000 -1.494142e+000 6.072562e+002
-4.963019e+000 9.575202e+000 -1.494132e+000 6.072558e+002
-4.962938e+000 9.575359e+000 -1.494121e+000 6.072555e+002
-4.962857e+000 9.575517e+000 -1.494111e+000 6.072552e+002
-4.962776e+000 9.575674e+000 -1.494100e+000 6.072549e+002
-4.962694e+000 9.575831e+000 -1.494090e+000 6.072546e+002
-4.962613e+000 9.575989e+000 -1.494079e+000 6.072542e+002
-4.962531e+000 9.576147e+000 -1.494069e+000 6.072539e+002
-4.962450e+000 9.576305e+000 -1.494058e+000 6.072536e+002
-4.962368e+000 9.576464e+000 -1.494048e+000 6.072533e+002
-4.962286e+000 9.576622e+000 -1.494037e+000 6.072530e+002
-4.962205e+000 9.576780e+000 -1.494027e+000 6.072526e+002
-4.962123e+000 9.576939e+000 -1.494016e+000 6.072523e+002
-4.962041e+000 9.577097e+000 -1.494006e+000 6.072520e+002
-4.961959e+000 9.577255e+000 -1.493995e+000 6.072517e+002
-4.961876e+000 9.577414e+000 -1.493985e+000 6.072514e+002
-4.961794e+000 9.577573e+000 -1.493974e+000 6.072510e+002
-4.961712e+000 9.577732e+000 -1.493964e+000 6.072507e+002
-4.961629e+000 9.577891e+000 -1.493953e+000 6.072504e+002
-4.961547e+000 9.578051e+000 -1.493943e+000 6.072501e+002
-4.961464e+000 9.578210e+000 -1.493932e+000 6.072498e+002
-4.961382e+000 9.578369e+000 -1.493922e+000 6.072495e+002
-4.961299e+000 9.578528e+000 -1.493911e+000 6.072491e+002
-4.961216e+000 9.578688e+000 -1.493901e+000 6.072488e+002
-4.961133e+000 9.578848e+000 -1.493890e+000 6.072485e+002
-4.961051e+000 9.579008e+000 -1.493880e+000 6.072482e+002
-4.960968e+000 9.579168e+000 -1.493869e+000 6.072479e+002
-4.960885e+000 9.579329e+000 -1.493859e+000 6.072475e+002
-4.960802e+000 9.579489e+000 -1.493848e+000 6.072472e+002
-4.960719e+000 9.579649e+000 -1.493838e+000 6.072469e+002
-4.960636e+000 9.579809e+000 -1.493827e+000 6.072465e+002
-4.960552e+000 9.579969e+000 -1.493817e+000 6.072462e+002
-4.960469e+000 9.580130e+000 -1.493806e+000 6.072458e+002
-4.960385e+000 9.580290e+000 -1.493796e+000 6.072455e+002
-4.960302e+000 9.580451e+000 -1.493786e+000 6.072452e+002
-4.960218e+000 9.580612e+000 -1.493775e+000 6.072449e+002
-4.960135e+000 9.580773e+000 -1.493765e+000 6.072445e+002
-4.960051e+000 9.580935e+000 -1.493754e+000 6.072442e+002
-4.959967e+000 9.581096e+000 -1.493744e+000 6.072439e+002
-4.959883e+000 9.581257e+000 -1.493733e+000 6.072435e+002
-4.959799e+000 9.581419e+000 -1.493723e+000 6.072432e+002
-4.959715e+000 9.581581e+000 -1.493712e+000 6.072429e+002
-4.959631e+000 9.581743e+000 -1.493702e+000 6.072426e+002
-4.959547e+000 9.581905e+000 -1.493691e+000 6.072422e+002
-4.959463e+000 9.582067e+000 -1.493681e+000 6.072419e+002
-4.959378e+000 9.582230e+000 -1.493670e+000 6.072416e+002
-4.959294e+000 9.582392e+000 -1.493659e+000 6.072412e+002
-4.959209e+000 9.582554e+000 -1.493649e+000 6.072409e+002
-4.959125e+000 9.582716e+000 -1.493639e+000 6.072405e+002
-4.959040e+000 9.582878e+000 -1.493628e+000 6.072402e+002
-4.958955e+000 9.583040e+000 -1.493618e+000 6.072399e+002
-4.958870e+000 9.583203e+000 -1.493607e+000 6.072395e+002
-4.958785e+000 9.583366e+000 -1.493597e+000 6.072392e+002
-4.958700e+000 9.583529e+000 -1.493586e+000 6.072389e+002
-4.958615e+000 9.583693e+000 -1.493576e+000 6.072385e+002
-4.958530e+000 9.583856e+000 -1.493565e+000 6.072382e+002
-4.958445e+000 9.584019e+000 -1.493555e+000 6.072378e+002
-4.958360e+000 9.584183e+000 -1.493545e+000 6.072375e+002
-4.958274e+000 9.584347e+000 -1.493534e+000 6.072371e+002
-4.958189e+000 9.584511e+000 -1.493524e+000 6.072368e+002
-4.958104e+000 9.584675e+000 -1.493513e+000 6.072365e+002
-4.958018e+000 9.584839e+000 -1.493503e+000 6.072361e+002
-4.957932e+000 9.585003e+000 -1.493493e+000 6.072358e+002
-4.957846e+000 9.585167e+000 -1.493482e+000 6.072354e+002
-4.957760e+000 9.585331e+000 -1.493472e+000 6.072350e+002
-4.957675e+000 9.585495e+000 -1.493461e+000 6.072347e+002
-4.957589e+000 9.585660e+000 -1.493451e+000 6.072344e+002
-4.957502e+000 9.585825e+000 -1.493440e+000 6.072341e+002
-4.957416e+000 9.585990e+000 -1.493430e+000 6.072337e+002
-4.957330e+000 9.586155e+000 -1.493419e+000 6.072333e+002
-4.957243e+000 9.586320e+000 -1.493409e+000 6.072330e+002
-4.957157e+000 9.586485e+000 -1.493398e+000 6.072327e+002
-4.957071e+000 9.586650e+000 -1.493388e+000 6.072323e+002
-4.956984e+000 9.586815e+000 -1.493377e+000 6.072320e+002
-4.956897e+000 9.586980e+000 -1.493367e+000 6.072316e+002
-4.956810e+000 9.587146e+000 -1.493356e+000 6.072313e+002
-4.956724e+000 9.587312e+000 -1.493346e+000 6.072309e+002
-4.956637e+000 9.587478e+000 -1.493336e+000 6.072306e+002
-4.956550e+000 9.587644e+000 -1.493325e+000 6.072302e+002
-4.956463e+000 9.587810e+000 -1.493315e+000 6.072299e+002
-4.956376e+000 9.587976e+000 -1.493304e+000 6.072295e+002
-4.956288e+000 9.588141e+000 -1.493294e+000 6.072291e+002
-4.956201e+000 9.588307e+000 -1.493284e+000 6.072288e+002
-4.956114e+000 9.588474e+000 -1.493273e+000 6.072284e+002
-4.956026e+000 9.588641e+000 -1.493263e+000 6.072281e+002
-4.955938e+000 9.588808e+000 -1.493252e+000 6.072277e+002
-4.955851e+000 9.588975e+000 -1.493242e+000 6.072274e+002
-4.955763e+000 9.589142e+000 -1.493231e+000 6.072270e+002
-4.955675e+000 9.589309e+000 -1.493221e+000 6.072266e+002
-4.955587e+000 9.589476e+000 -1.493210e+000 6.072263e+002
-4.955499e+000 9.589643e+000 -1.493200e+000 6.072260e+002
-4.955411e+000 9.589811e+000 -1.493190e+000 6.072256e+002
-4.955323e+000 9.589979e+000 -1.493179e+000 6.072252e+002
-4.955235e+000 9.590147e+000 -1.493169e+000 6.072249e+002
-4.955147e+000 9.590315e+000 -1.493159e+000 6.072245e+002
-4.955059e+000 9.590483e+000 -1.493148e+000 6.072241e+002
-4.954970e+000 9.590651e+000 -1.493138e+000 6.072238e+002
-4.954882e+000 9.590818e+000 -1.493127e+000 6.072234e+002
-4.954793e+000 9.590986e+000 -1.493117e+000 6.072230e+002
-4.954704e+000 9.591155e+000 -1.493107e+000 6.072227e+002
-4.954616e+000 9.591324e+000 -1.493096e+000 6.072223e+002
-4.954527e+000 9.591493e+000 -1.493086e+000 6.072219e+002
-4.954438e+000 9.591661e+000 -1.493076e+000 6.072216e+002
-4.954349e+000 9.591830e+000 -1.493065e+000 6.072212e+002
-4.954259e+000 9.591999e+000 -1.493055e+000 6.072208e+002
-4.954170e+000 9.592169e+000 -1.493044e+000 6.072205e+002
-4.954081e+000 9.592339e+000 -1.493034e+000 6.072201e+002
-4.953992e+000 9.592508e+000 -1.493023e+000 6.072197e+002
-4.953902e+000 9.592678e+000 -1.493013e+000 6.072194e+002
-4.953813e+000 9.592848e+000 -1.493003e+000 6.072190e+002
-4.953723e+000 9.593018e+000 -1.492992e+000 6.072186e+002
-4.953633e+000 9.593187e+000 -1.492982e+000 6.072183e+002
-4.953544e+000 9.593357e+000 -1.492971e+000 6.072179e+002
-4.953454e+000 9.593528e+000 -1.492961e+000 6.072175e+002
-4.953363e+000 9.593699e+000 -1.492951e+000 6.072172e+002
-4.953273e+000 9.593869e+000 -1.492940e+000 6.072168e+002
-4.953183e+000 9.594040e+000 -1.492930e+000 6.072164e+002
-4.953093e+000 9.594211e+000 -1.492920e+000 6.072161e+002
-4.953003e+000 9.594381e+000 -1.492909e+000 6.072156e+002
-4.952912e+000 9.594552e+000 -1.492899e+000 6.072153e+002
-4.952822e+000 9.594723e+000 -1.492889e+000 6.072149e+002
-4.952731e+000 9.594894e+000 -1.492879e+000 6.072145e+002
-4.952641e+000 9.595066e+000 -1.492868e+000 6.072142e+002
-4.952549e+000 9.595238e+000 -1.492858e+000 6.072137e+002
-4.952459e+000 9.595409e+000 -1.492847e+000 6.072134e+002
-4.952368e+000 9.595581e+000 -1.492837e+000 6.072130e+002
-4.952277e+000 9.595753e+000 -1.492827e+000 6.072126e+002
-4.952186e+000 9.595924e+000 -1.492816e+000 6.072123e+002
-4.952095e+000 9.596096e+000 -1.492806e+000 6.072119e+002
-4.952003e+000 9.596269e+000 -1.492796e+000 6.072115e+002
-4.951912e+000 9.596441e+000 -1.492785e+000 6.072111e+002
-4.951820e+000 9.596614e+000 -1.492775e+000 6.072108e+002
-4.951729e+000 9.596786e+000 -1.492764e+000 6.072104e+002
-4.951637e+000 9.596959e+000 -1.492754e+000 6.072100e+002
-4.951546e+000 9.597132e+000 -1.492744e+000 6.072096e+002
-4.951454e+000 9.597305e+000 -1.492734e+000 6.072092e+002
-4.951362e+000 9.597479e+000 -1.492723e+000 6.072088e+002
-4.951270e+000 9.597652e+000 -1.492713e+000 6.072084e+002
-4.951178e+000 9.597826e+000 -1.492703e+000 6.072080e+002
-4.951086e+000 9.598000e+000 -1.492692e+000 6.072076e+002
-4.950994e+000 9.598173e+000 -1.492682e+000 6.072073e+002
-4.950902e+000 9.598347e+000 -1.492672e+000 6.072068e+002
-4.950809e+000 9.598521e+000 -1.492661e+000 6.072065e+002
-4.950716e+000 9.598696e+000 -1.492651e+000 6.072061e+002
-4.950624e+000 9.598870e+000 -1.492641e+000 6.072057e+002
-4.950531e+000 9.599045e+000 -1.492631e+000 6.072053e+002
-4.950438e+000 9.599219e+000 -1.492620e+000 6.072050e+002
-4.950346e+000 9.599394e+000 -1.492610e+000 6.072045e+002
-4.950253e+000 9.599568e+000 -1.492600e+000 6.072042e+002
-4.950160e+000 9.599743e+000 -1.492589e+000 6.072037e+002
-4.950067e+000 9.599918e+000 -1.492579e+000 6.072034e+002
-4.949974e+000 9.600094e+000 -1.492569e+000 6.072029e+002
-4.949880e+000 9.600269e+000 -1.492558e+000 6.072026e+002
-4.949787e+000 9.600445e+000 -1.492548e+000 6.072021e+002
-4.949693e+000 9.600620e+000 -1.492538e+000 6.072018e+002
-4.949600e+000 9.600796e+000 -1.492528e+000 6.072014e+002
-4.949506e+000 9.600971e+000 -1.492517e+000 6.072009e+002
-4.949412e+000 9.601148e+000 -1.492507e+000 6.072006e+002
-4.949318e+000 9.601324e+000 -1.492497e+000 6.072002e+002
-4.949224e+000 9.601501e+000 -1.492487e+000 6.071998e+002
-4.949130e+000 9.601677e+000 -1.492476e+000 6.071993e+002
-4.949036e+000 9.601853e+000 -1.492466e+000 6.071990e+002
-4.948942e+000 9.602030e+000 -1.492456e+000 6.071985e+002
-4.948847e+000 9.602206e+000 -1.492446e+000 6.071982e+002
-4.948753e+000 9.602384e+000 -1.492435e+000 6.071978e+002
-4.948658e+000 9.602561e+000 -1.492425e+000 6.071974e+002
-4.948564e+000 9.602738e+000 -1.492415e+000 6.071970e+002
-4.948469e+000 9.602916e+000 -1.492405e+000 6.071965e+002
-4.948374e+000 9.603093e+000 -1.492394e+000 6.071962e+002
-4.948279e+000 9.603271e+000 -1.492384e+000 6.071957e+002
-4.948184e+000 9.603448e+000 -1.492374e+000 6.071954e+002
-4.948089e+000 9.603625e+000 -1.492364e+000 6.071949e+002
-4.947994e+000 9.603804e+000 -1.492354e+000 6.071945e+002
-4.947898e+000 9.603982e+000 -1.492343e+000 6.071941e+002
-4.947803e+000 9.604160e+000 -1.492333e+000 6.071937e+002
-4.947708e+000 9.604339e+000 -1.492323e+000 6.071933e+002
-4.947612e+000 9.604517e+000 -1.492313e+000 6.071929e+002
-4.947517e+000 9.604695e+000 -1.492303e+000 6.071924e+002
-4.947421e+000 9.604875e+000 -1.492292e+000 6.071921e+002
-4.947325e+000 9.605054e+000 -1.492282e+000 6.071917e+002
-4.947229e+000 9.605233e+000 -1.492272e+000 6.071912e+002
-4.947134e+000 9.605412e+000 -1.492262e+000 6.071908e+002
-4.947037e+000 9.605592e+000 -1.492252e+000 6.071904e+002
-4.946941e+000 9.605771e+000 -1.492241e+000 6.071900e+002
-4.946845e+000 9.605950e+000 -1.492231e+000 6.071896e+002
-4.946748e+000 9.606131e+000 -1.492221e+000 6.071891e+002
-4.946652e+000 9.606311e+000 -1.492211e+000 6.071887e+002
-4.946555e+000 9.606491e+000 -1.492201e+000 6.071883e+002
-4.946458e+000 9.606671e+000 -1.492191e+000 6.071879e+002
-4.946362e+000 9.606852e+000 -1.492180e+000 6.071874e+002
-4.946265e+000 9.607032e+000 -1.492170e+000 6.071871e+002
-4.946168e+000 9.607212e+000 -1.492160e+000 6.071866e+002
-4.946071e+000 9.607392e+000 -1.492150e+000 6.071862e+002
-4.945973e+000 9.607574e+000 -1.492140e+000 6.071858e+002
-4.945876e+000 9.607755e+000 -1.492130e+000 6.071854e+002
-4.945779e+000 9.607936e+000 -1.492120e+000 6.071849e+002
-4.945682e+000 9.608117e+000 -1.492109e+000 6.071845e+002
-4.945584e+000 9.608298e+000 -1.492099e+000 6.071841e+002
-4.945486e+000 9.608479e+000 -1.492089e+000 6.071837e+002
-4.945388e+000 9.608662e+000 -1.492079e+000 6.071832e+002
-4.945291e+000 9.608844e+000 -1.492069e+000 6.071828e+002
-4.945192e+000 9.609026e+000 -1.492059e+000 6.071824e+002
-4.945095e+000 9.609208e+000 -1.492049e+000 6.071819e+002
-4.944996e+000 9.609390e+000 -1.492038e+000 6.071815e+002
-4.944898e+000 9.609572e+000 -1.492028e+000 6.071811e+002
-4.944800e+000 9.609756e+000 -1.492018e+000 6.071807e+002
-4.944702e+000 9.609939e+000 -1.492008e+000 6.071802e+002
-4.944603e+000 9.610122e+000 -1.491998e+000 6.071798e+002
-4.944504e+000 9.610305e+000 -1.491988e+000 6.071794e+002
-4.944406e+000 9.610488e+000 -1.491978e+000 6.071789e+002
-4.944306e+000 9.610671e+000 -1.491968e+000 6.071785e+002
-4.944207e+000 9.610854e+000 -1.491958e+000 6.071780e+002
-4.944108e+000 9.611037e+000 -1.491948e+000 6.071776e+002
-4.944009e+000 9.611221e+000 -1.491938e+000 6.071772e+002
-4.943910e+000 9.611405e+000 -1.491928e+000 6.071768e+002
-4.943810e+000 9.611589e+000 -1.491917e+000 6.071763e+002
-4.943711e+000 9.611773e+000 -1.491907e+000 6.071758e+002
-4.943611e+000 9.611958e+000 -1.491897e+000 6.071754e+002
-4.943511e+000 9.612143e+000 -1.491887e+000 6.071750e+002
-4.943412e+000 9.612328e+000 -1.491877e+000 6.071746e+002
-4.943312e+000 9.612513e+000 -1.491867e+000 6.071741e+002
-4.943212e+000 9.612698e+000 -1.491857e+000 6.071736e+002
-4.943112e+000 9.612883e+000 -1.491847e+000 6.071732e+002
-4.943012e+000 9.613068e+000 -1.491837e+000 6.071728e+002
-4.942912e+000 9.613253e+000 -1.491827e+000 6.071723e+002
-4.942811e+000 9.613439e+000 -1.491817e+000 6.071719e+002
-4.942710e+000 9.613625e+000 -1.491807e+000 6.071714e+002
-4.942610e+000 9.613811e+000 -1.491797e+000 6.071710e+002
-4.942509e+000 9.613997e+000 -1.491787e+000 6.071705e+002
-4.942409e+000 9.614182e+000 -1.491777e+000 6.071700e+002
-4.942307e+000 9.614368e+000 -1.491767e+000 6.071696e+002
-4.942206e+000 9.614555e+000 -1.491757e+000 6.071692e+002
-4.942105e+000 9.614742e+000 -1.491747e+000 6.071688e+002
-4.942004e+000 9.614929e+000 -1.491737e+000 6.071683e+002
-4.941903e+000 9.615116e+000 -1.491727e+000 6.071678e+002
-4.941801e+000 9.615303e+000 -1.491717e+000 6.071674e+002
-4.941700e+000 9.615490e+000 -1.491707e+000 6.071669e+002
-4.941598e+000 9.615678e+000 -1.491697e+000 6.071664e+002
-4.941496e+000 9.615866e+000 -1.491687e+000 6.071660e+002
-4.941394e+000 9.616054e+000 -1.491677e+000 6.071655e+002
-4.941292e+000 9.616241e+000 -1.491667e+000 6.071651e+002
-4.941190e+000 9.616429e+000 -1.491657e+000 6.071646e+002
-4.941088e+000 9.616617e+000 -1.491647e+000 6.071642e+002
-4.940986e+000 9.616806e+000 -1.491637e+000 6.071637e+002
-4.940883e+000 9.616995e+000 -1.491627e+000 6.071633e+002
-4.940781e+000 9.617184e+000 -1.491617e+000 6.071628e+002
-4.940678e+000 9.617373e+000 -1.491608e+000 6.071623e+002
-4.940575e+000 9.617561e+000 -1.491598e+000 6.071619e+002
-4.940473e+000 9.617750e+000 -1.491588e+000 6.071614e+002
-4.940370e+000 9.617939e+000 -1.491578e+000 6.071609e+002
-4.940267e+000 9.618129e+000 -1.491568e+000 6.071605e+002
-4.940164e+000 9.618319e+000 -1.491558e+000 6.071600e+002
