Gradient descent of Schechter

gamma = 1.000000e-004, epsilon = 2.000000e-007

   log(phi*)      log(M*)       alpha        chi^2     
-3.000000e+000 1.000000e+001 0.000000e+000 5.072994e+002
-2.978463e+000 1.000787e+001 7.695161e-004 5.019125e+002
-2.955862e+000 1.001598e+001 1.506794e-003 4.960005e+002
-2.932106e+000 1.002436e+001 2.205900e-003 4.894906e+002
-2.907093e+000 1.003302e+001 2.859474e-003 4.822972e+002
-2.880709e+000 1.004198e+001 3.458861e-003 4.743192e+002
-2.852832e+000 1.005127e+001 3.993625e-003 4.654384e+002
-2.823321e+000 1.006092e+001 4.451045e-003 4.555150e+002
-2.792025e+000 1.007097e+001 4.815973e-003 4.443856e+002
-2.758779e+000 1.008144e+001 5.069817e-003 4.318600e+002
-2.723411e+000 1.009239e+001 5.189946e-003 4.177200e+002
-2.685742e+000 1.010384e+001 5.148613e-003 4.017214e+002
-2.645600e+000 1.011585e+001 4.912090e-003 3.836015e+002
-2.602841e+000 1.012846e+001 4.439141e-003 3.631001e+002
-2.557380e+000 1.014173e+001 3.680268e-003 3.400032e+002
-2.509251e+000 1.015568e+001 2.576608e-003 3.142227e+002
-2.458693e+000 1.017034e+001 1.060473e-003 2.859300e+002
-2.406287e+000 1.018569e+001 -9.410735e-004 2.557540e+002
-2.353121e+000 1.020166e+001 -3.499199e-003 2.249985e+002
-2.300965e+000 1.021810e+001 -6.668682e-003 1.957482e+002
-2.252308e+000 1.023474e+001 -1.046924e-002 1.705693e+002
-2.210057e+000 1.025124e+001 -1.486524e-002 1.515850e+002
-2.176714e+000 1.026721e+001 -1.976915e-002 1.392974e+002
-2.153283e+000 1.028238e+001 -2.507396e-002 1.322938e+002
-2.138777e+000 1.029664e+001 -3.070011e-002 1.283615e+002
-2.130880e+000 1.031004e+001 -3.661761e-002 1.257943e+002
-2.127154e+000 1.032271e+001 -4.282719e-002 1.237366e+002
-2.125781e+000 1.033477e+001 -4.933849e-002 1.218677e+002
-2.125653e+000 1.034632e+001 -5.615623e-002 1.200850e+002
-2.126164e+000 1.035741e+001 -6.327789e-002 1.183558e+002
-2.127005e+000 1.036809e+001 -7.069553e-002 1.166667e+002
-2.128024e+000 1.037839e+001 -7.839814e-002 1.150096e+002
-2.129149e+000 1.038834e+001 -8.637284e-002 1.133784e+002
-2.130347e+000 1.039794e+001 -9.460562e-002 1.117679e+002
-2.131605e+000 1.040723e+001 -1.030826e-001 1.101735e+002
-2.132911e+000 1.041623e+001 -1.117893e-001 1.085912e+002
-2.134268e+000 1.042496e+001 -1.207114e-001 1.070174e+002
-2.135672e+000 1.043342e+001 -1.298348e-001 1.054493e+002
-2.137125e+000 1.044165e+001 -1.391454e-001 1.038843e+002
-2.138627e+000 1.044966e+001 -1.486298e-001 1.023202e+002
-2.140182e+000 1.045747e+001 -1.582743e-001 1.007554e+002
-2.141791e+000 1.046510e+001 -1.680663e-001 9.918833e+001
-2.143453e+000 1.047256e+001 -1.779927e-001 9.761819e+001
-2.145172e+000 1.047986e+001 -1.880417e-001 9.604415e+001
-2.146950e+000 1.048702e+001 -1.982011e-001 9.446565e+001
-2.148787e+000 1.049406e+001 -2.084599e-001 9.288248e+001
-2.150686e+000 1.050099e+001 -2.188070e-001 9.129468e+001
-2.152650e+000 1.050782e+001 -2.292327e-001 8.970208e+001
-2.154679e+000 1.051455e+001 -2.397262e-001 8.810522e+001
-2.156775e+000 1.052120e+001 -2.502777e-001 8.650443e+001
-2.158938e+000 1.052778e+001 -2.608778e-001 8.490032e+001
-2.161171e+000 1.053429e+001 -2.715178e-001 8.329344e+001
-2.163474e+000 1.054074e+001 -2.821890e-001 8.168470e+001
-2.165849e+000 1.054714e+001 -2.928834e-001 8.007478e+001
-2.168296e+000 1.055349e+001 -3.035933e-001 7.846455e+001
-2.170816e+000 1.055980e+001 -3.143106e-001 7.685505e+001
-2.173409e+000 1.056606e+001 -3.250284e-001 7.524722e+001
-2.176075e+000 1.057229e+001 -3.357391e-001 7.364215e+001
-2.178814e+000 1.057847e+001 -3.464364e-001 7.204086e+001
-2.181628e+000 1.058463e+001 -3.571135e-001 7.044446e+001
-2.184513e+000 1.059074e+001 -3.677644e-001 6.885410e+001
-2.187471e+000 1.059683e+001 -3.783828e-001 6.727087e+001
-2.190500e+000 1.060288e+001 -3.889624e-001 6.569603e+001
-2.193600e+000 1.060889e+001 -3.994979e-001 6.413071e+001
-2.196768e+000 1.061487e+001 -4.099838e-001 6.257600e+001
-2.200003e+000 1.062081e+001 -4.204142e-001 6.103324e+001
-2.203305e+000 1.062672e+001 -4.307835e-001 5.950342e+001
-2.206670e+000 1.063259e+001 -4.410871e-001 5.798781e+001
-2.210099e+000 1.063841e+001 -4.513198e-001 5.648742e+001
-2.213588e+000 1.064420e+001 -4.614767e-001 5.500336e+001
-2.217135e+000 1.064994e+001 -4.715534e-001 5.353667e+001
-2.220737e+000 1.065564e+001 -4.815452e-001 5.208844e+001
-2.224393e+000 1.066129e+001 -4.914477e-001 5.065961e+001
-2.228099e+000 1.066689e+001 -5.012569e-001 4.925112e+001
-2.231853e+000 1.067245e+001 -5.109689e-001 4.786388e+001
-2.235651e+000 1.067795e+001 -5.205795e-001 4.649871e+001
-2.239491e+000 1.068340e+001 -5.300862e-001 4.515636e+001
-2.243370e+000 1.068879e+001 -5.394847e-001 4.383753e+001
-2.247285e+000 1.069413e+001 -5.487718e-001 4.254302e+001
-2.251233e+000 1.069941e+001 -5.579443e-001 4.127330e+001
-2.255209e+000 1.070463e+001 -5.669999e-001 4.002903e+001
-2.259211e+000 1.070979e+001 -5.759358e-001 3.881058e+001
-2.263237e+000 1.071488e+001 -5.847495e-001 3.761846e+001
-2.267282e+000 1.071992e+001 -5.934394e-001 3.645294e+001
-2.271343e+000 1.072489e+001 -6.020031e-001 3.531431e+001
-2.275418e+000 1.072979e+001 -6.104394e-001 3.420282e+001
-2.279501e+000 1.073463e+001 -6.187463e-001 3.311864e+001
-2.283593e+000 1.073940e+001 -6.269230e-001 3.206185e+001
-2.287687e+000 1.074410e+001 -6.349685e-001 3.103247e+001
-2.291783e+000 1.074874e+001 -6.428820e-001 3.003046e+001
-2.295876e+000 1.075330e+001 -6.506627e-001 2.905581e+001
-2.299964e+000 1.075780e+001 -6.583102e-001 2.810836e+001
-2.304043e+000 1.076222e+001 -6.658248e-001 2.718798e+001
-2.308112e+000 1.076658e+001 -6.732056e-001 2.629438e+001
-2.312168e+000 1.077087e+001 -6.804537e-001 2.542737e+001
-2.316207e+000 1.077508e+001 -6.875689e-001 2.458663e+001
-2.320228e+000 1.077923e+001 -6.945516e-001 2.377184e+001
-2.324228e+000 1.078330e+001 -7.014025e-001 2.298266e+001
-2.328205e+000 1.078731e+001 -7.081221e-001 2.221861e+001
-2.332157e+000 1.079125e+001 -7.147119e-001 2.147928e+001
-2.336083e+000 1.079511e+001 -7.211725e-001 2.076429e+001
-2.339978e+000 1.079891e+001 -7.275051e-001 2.007313e+001
-2.343843e+000 1.080264e+001 -7.337110e-001 1.940534e+001
-2.347676e+000 1.080630e+001 -7.397912e-001 1.876040e+001
-2.351475e+000 1.080989e+001 -7.457476e-001 1.813777e+001
-2.355238e+000 1.081341e+001 -7.515814e-001 1.753694e+001
-2.358964e+000 1.081687e+001 -7.572941e-001 1.695738e+001
-2.362653e+000 1.082026e+001 -7.628872e-001 1.639855e+001
-2.366301e+000 1.082359e+001 -7.683628e-001 1.585990e+001
-2.369910e+000 1.082685e+001 -7.737221e-001 1.534090e+001
-2.373477e+000 1.083005e+001 -7.789673e-001 1.484095e+001
-2.377002e+000 1.083318e+001 -7.840998e-001 1.435955e+001
-2.380484e+000 1.083625e+001 -7.891217e-001 1.389613e+001
-2.383923e+000 1.083926e+001 -7.940348e-001 1.345016e+001
-2.387317e+000 1.084221e+001 -7.988409e-001 1.302110e+001
-2.390667e+000 1.084510e+001 -8.035417e-001 1.260840e+001
-2.393971e+000 1.084793e+001 -8.081394e-001 1.221156e+001
-2.397231e+000 1.085071e+001 -8.126358e-001 1.183002e+001
-2.400444e+000 1.085342e+001 -8.170329e-001 1.146332e+001
-2.403611e+000 1.085608e+001 -8.213325e-001 1.111094e+001
-2.406732e+000 1.085868e+001 -8.255364e-001 1.077241e+001
-2.409806e+000 1.086123e+001 -8.296465e-001 1.044723e+001
-2.412835e+000 1.086373e+001 -8.336646e-001 1.013492e+001
-2.415816e+000 1.086617e+001 -8.375927e-001 9.835067e+000
-2.418751e+000 1.086856e+001 -8.414325e-001 9.547174e+000
-2.421640e+000 1.087090e+001 -8.451861e-001 9.270843e+000
-2.424484e+000 1.087319e+001 -8.488551e-001 9.005619e+000
-2.427280e+000 1.087543e+001 -8.524414e-001 8.751138e+000
-2.430031e+000 1.087763e+001 -8.559467e-001 8.506972e+000
-2.432737e+000 1.087977e+001 -8.593725e-001 8.272713e+000
-2.435397e+000 1.088187e+001 -8.627209e-001 8.048017e+000
-2.438012e+000 1.088393e+001 -8.659934e-001 7.832505e+000
-2.440583e+000 1.088594e+001 -8.691917e-001 7.625831e+000
-2.443110e+000 1.088791e+001 -8.723174e-001 7.427652e+000
-2.445592e+000 1.088983e+001 -8.753720e-001 7.237637e+000
-2.448031e+000 1.089171e+001 -8.783574e-001 7.055473e+000
-2.450427e+000 1.089356e+001 -8.812748e-001 6.880831e+000
-2.452780e+000 1.089536e+001 -8.841259e-001 6.713439e+000
-2.455091e+000 1.089712e+001 -8.869121e-001 6.552995e+000
-2.457361e+000 1.089884e+001 -8.896351e-001 6.399216e+000
-2.459589e+000 1.090053e+001 -8.922960e-001 6.251856e+000
-2.461777e+000 1.090218e+001 -8.948965e-001 6.110628e+000
-2.463924e+000 1.090379e+001 -8.974379e-001 5.975304e+000
-2.466032e+000 1.090537e+001 -8.999216e-001 5.845636e+000
-2.468101e+000 1.090692e+001 -9.023488e-001 5.721394e+000
-2.470131e+000 1.090843e+001 -9.047210e-001 5.602369e+000
-2.472123e+000 1.090990e+001 -9.070393e-001 5.488345e+000
-2.474077e+000 1.091135e+001 -9.093049e-001 5.379101e+000
-2.475995e+000 1.091276e+001 -9.115200e-001 5.274437e+000
-2.477876e+000 1.091414e+001 -9.136845e-001 5.174178e+000
-2.479722e+000 1.091549e+001 -9.157999e-001 5.078144e+000
-2.481532e+000 1.091681e+001 -9.178674e-001 4.986161e+000
-2.483307e+000 1.091811e+001 -9.198880e-001 4.898058e+000
-2.485048e+000 1.091937e+001 -9.218620e-001 4.813707e+000
-2.486754e+000 1.092061e+001 -9.237926e-001 4.732887e+000
-2.488428e+000 1.092182e+001 -9.256790e-001 4.655486e+000
-2.490070e+000 1.092300e+001 -9.275230e-001 4.581360e+000
-2.491679e+000 1.092416e+001 -9.293251e-001 4.510375e+000
-2.493256e+000 1.092529e+001 -9.310867e-001 4.442392e+000
-2.494803e+000 1.092639e+001 -9.328085e-001 4.377290e+000
-2.496319e+000 1.092747e+001 -9.344915e-001 4.314955e+000
-2.497805e+000 1.092853e+001 -9.361367e-001 4.255253e+000
-2.499261e+000 1.092957e+001 -9.377446e-001 4.198089e+000
-2.500689e+000 1.093058e+001 -9.393166e-001 4.143349e+000
-2.502087e+000 1.093157e+001 -9.408532e-001 4.090934e+000
-2.503458e+000 1.093254e+001 -9.423552e-001 4.040741e+000
-2.504802e+000 1.093349e+001 -9.438233e-001 3.992677e+000
-2.506119e+000 1.093441e+001 -9.452587e-001 3.946657e+000
-2.507409e+000 1.093532e+001 -9.466619e-001 3.902587e+000
-2.508673e+000 1.093620e+001 -9.480337e-001 3.860389e+000
-2.509912e+000 1.093707e+001 -9.493748e-001 3.819983e+000
-2.511126e+000 1.093792e+001 -9.506858e-001 3.781295e+000
-2.512315e+000 1.093875e+001 -9.519678e-001 3.744251e+000
-2.513480e+000 1.093956e+001 -9.532210e-001 3.708779e+000
-2.514621e+000 1.094035e+001 -9.544464e-001 3.674808e+000
-2.515740e+000 1.094112e+001 -9.556444e-001 3.642286e+000
-2.516835e+000 1.094188e+001 -9.568158e-001 3.611143e+000
-2.517908e+000 1.094263e+001 -9.579610e-001 3.581322e+000
-2.518960e+000 1.094335e+001 -9.590807e-001 3.552773e+000
-2.519989e+000 1.094406e+001 -9.601758e-001 3.525434e+000
-2.520998e+000 1.094476e+001 -9.612463e-001 3.499261e+000
-2.521986e+000 1.094543e+001 -9.622931e-001 3.474198e+000
-2.522954e+000 1.094610e+001 -9.633167e-001 3.450199e+000
-2.523901e+000 1.094675e+001 -9.643176e-001 3.427216e+000
-2.524830e+000 1.094738e+001 -9.652963e-001 3.405212e+000
-2.525739e+000 1.094801e+001 -9.662534e-001 3.384145e+000
-2.526630e+000 1.094862e+001 -9.671893e-001 3.363972e+000
-2.527502e+000 1.094921e+001 -9.681045e-001 3.344655e+000
-2.528356e+000 1.094979e+001 -9.689997e-001 3.326158e+000
-2.529193e+000 1.095036e+001 -9.698750e-001 3.308445e+000
-2.530012e+000 1.095092e+001 -9.707311e-001 3.291487e+000
-2.530814e+000 1.095146e+001 -9.715682e-001 3.275248e+000
-2.531600e+000 1.095200e+001 -9.723870e-001 3.259701e+000
-2.532369e+000 1.095252e+001 -9.731876e-001 3.244814e+000
-2.533123e+000 1.095303e+001 -9.739707e-001 3.230556e+000
-2.533860e+000 1.095353e+001 -9.747364e-001 3.216905e+000
-2.534583e+000 1.095401e+001 -9.754854e-001 3.203832e+000
-2.535290e+000 1.095449e+001 -9.762179e-001 3.191312e+000
-2.535983e+000 1.095496e+001 -9.769344e-001 3.179324e+000
-2.536662e+000 1.095542e+001 -9.776353e-001 3.167844e+000
-2.537326e+000 1.095586e+001 -9.783207e-001 3.156858e+000
-2.537976e+000 1.095630e+001 -9.789912e-001 3.146330e+000
-2.538613e+000 1.095673e+001 -9.796469e-001 3.136249e+000
-2.539237e+000 1.095715e+001 -9.802883e-001 3.126597e+000
-2.539847e+000 1.095756e+001 -9.809158e-001 3.117356e+000
-2.540445e+000 1.095796e+001 -9.815295e-001 3.108506e+000
-2.541031e+000 1.095835e+001 -9.821297e-001 3.100030e+000
-2.541604e+000 1.095873e+001 -9.827169e-001 3.091914e+000
-2.542165e+000 1.095911e+001 -9.832913e-001 3.084144e+000
