Gradient descent of Schechter
-2.542714e+000 1.095947e+001 -9.838530e-001 3.076703e+000
-2.543252e+000 1.095983e+001 -9.844025e-001 3.069574e+000
-2.543779e+000 1.096018e+001 -9.849400e-001 3.062750e+000
-2.544294e+000 1.096053e+001 -9.854659e-001 3.056216e+000
-2.544799e+000 1.096086e+001 -9.859802e-001 3.049958e+000
-2.545293e+000 1.096119e+001 -9.864835e-001 3.043963e+000
-2.545777e+000 1.096152e+001 -9.869757e-001 3.038222e+000
-2.546251e+000 1.096183e+001 -9.874573e-001 3.032723e+000
-2.546715e+000 1.096214e+001 -9.879285e-001 3.027459e+000
-2.547168e+000 1.096244e+001 -9.883894e-001 3.022418e+000
-2.547613e+000 1.096274e+001 -9.888402e-001 3.017590e+000
-2.548048e+000 1.096302e+001 -9.892812e-001 3.012964e+000
-2.548474e+000 1.096331e+001 -9.897128e-001 3.008536e+000
-2.548892e+000 1.096358e+001 -9.901351e-001 3.004294e+000
-2.549300e+000 1.096385e+001 -9.905481e-001 3.000232e+000
-2.549700e+000 1.096412e+001 -9.909524e-001 2.996340e+000
-2.550091e+000 1.096438e+001 -9.913477e-001 2.992616e+000
-2.550474e+000 1.096463e+001 -9.917344e-001 2.989049e+000
-2.550849e+000 1.096488e+001 -9.921127e-001 2.985632e+000
-2.551216e+000 1.096512e+001 -9.924829e-001 2.982360e+000
-2.551576e+000 1.096536e+001 -9.928452e-001 2.979224e+000
-2.551928e+000 1.096559e+001 -9.931996e-001 2.976224e+000
-2.552272e+000 1.096582e+001 -9.935464e-001 2.973350e+000
-2.552609e+000 1.096604e+001 -9.938856e-001 2.970598e+000
-2.552939e+000 1.096626e+001 -9.942176e-001 2.967960e+000
-2.553262e+000 1.096647e+001 -9.945422e-001 2.965436e+000
-2.553578e+000 1.096668e+001 -9.948599e-001 2.963017e+000
-2.553888e+000 1.096688e+001 -9.951707e-001 2.960701e+000
-2.554191e+000 1.096708e+001 -9.954748e-001 2.958480e+000
-2.554488e+000 1.096728e+001 -9.957724e-001 2.956355e+000
-2.554779e+000 1.096747e+001 -9.960637e-001 2.954319e+000
-2.555063e+000 1.096765e+001 -9.963487e-001 2.952371e+000
-2.555341e+000 1.096784e+001 -9.966275e-001 2.950503e+000
-2.555614e+000 1.096802e+001 -9.969004e-001 2.948714e+000
-2.555881e+000 1.096819e+001 -9.971674e-001 2.946999e+000
-2.556142e+000 1.096836e+001 -9.974287e-001 2.945359e+000
-2.556397e+000 1.096853e+001 -9.976842e-001 2.943789e+000
-2.556648e+000 1.096869e+001 -9.979343e-001 2.942282e+000
-2.556892e+000 1.096885e+001 -9.981790e-001 2.940842e+000
-2.557132e+000 1.096901e+001 -9.984185e-001 2.939461e+000
-2.557367e+000 1.096917e+001 -9.986526e-001 2.938139e+000
-2.557596e+000 1.096932e+001 -9.988821e-001 2.936872e+000
-2.557821e+000 1.096946e+001 -9.991063e-001 2.935659e+000
-2.558041e+000 1.096961e+001 -9.993259e-001 2.934498e+000
-2.558257e+000 1.096975e+001 -9.995407e-001 2.933385e+000
-2.558468e+000 1.096989e+001 -9.997508e-001 2.932318e+000
-2.558674e+000 1.097002e+001 -9.999564e-001 2.931297e+000
-2.558876e+000 1.097015e+001 -1.000157e+000 2.930321e+000
-2.559074e+000 1.097028e+001 -1.000355e+000 2.929382e+000
-2.559268e+000 1.097041e+001 -1.000547e+000 2.928485e+000
-2.559457e+000 1.097053e+001 -1.000736e+000 2.927624e+000
-2.559643e+000 1.097066e+001 -1.000921e+000 2.926800e+000
-2.559824e+000 1.097077e+001 -1.001101e+000 2.926013e+000
-2.560002e+000 1.097089e+001 -1.001278e+000 2.925257e+000
-2.560176e+000 1.097100e+001 -1.001451e+000 2.924533e+000
-2.560347e+000 1.097111e+001 -1.001620e+000 2.923841e+000
-2.560513e+000 1.097122e+001 -1.001786e+000 2.923178e+000
-2.560676e+000 1.097133e+001 -1.001948e+000 2.922543e+000
-2.560836e+000 1.097143e+001 -1.002106e+000 2.921932e+000
-2.560992e+000 1.097154e+001 -1.002261e+000 2.921349e+000
-2.561145e+000 1.097164e+001 -1.002413e+000 2.920790e+000
-2.561295e+000 1.097173e+001 -1.002562e+000 2.920256e+000
-2.561442e+000 1.097183e+001 -1.002707e+000 2.919743e+000
-2.561585e+000 1.097192e+001 -1.002849e+000 2.919253e+000
-2.561725e+000 1.097201e+001 -1.002989e+000 2.918781e+000
-2.561863e+000 1.097210e+001 -1.003125e+000 2.918331e+000
-2.561998e+000 1.097219e+001 -1.003258e+000 2.917900e+000
-2.562129e+000 1.097228e+001 -1.003389e+000 2.917486e+000
-2.562258e+000 1.097236e+001 -1.003517e+000 2.917090e+000
-2.562384e+000 1.097244e+001 -1.003641e+000 2.916711e+000
-2.562508e+000 1.097252e+001 -1.003764e+000 2.916346e+000
-2.562629e+000 1.097260e+001 -1.003884e+000 2.915999e+000
-2.562747e+000 1.097268e+001 -1.004001e+000 2.915665e+000
-2.562863e+000 1.097275e+001 -1.004115e+000 2.915346e+000
-2.562977e+000 1.097283e+001 -1.004228e+000 2.915040e+000
-2.563087e+000 1.097290e+001 -1.004337e+000 2.914747e+000
-2.563196e+000 1.097297e+001 -1.004445e+000 2.914466e+000
-2.563303e+000 1.097304e+001 -1.004550e+000 2.914197e+000
-2.563407e+000 1.097311e+001 -1.004653e+000 2.913939e+000
-2.563509e+000 1.097317e+001 -1.004754e+000 2.913692e+000
-2.563608e+000 1.097324e+001 -1.004852e+000 2.913457e+000
-2.563706e+000 1.097330e+001 -1.004949e+000 2.913229e+000
-2.563802e+000 1.097336e+001 -1.005043e+000 2.913013e+000
-2.563895e+000 1.097343e+001 -1.005136e+000 2.912804e+000
-2.563987e+000 1.097348e+001 -1.005226e+000 2.912605e+000
-2.564076e+000 1.097354e+001 -1.005315e+000 2.912415e+000
-2.564164e+000 1.097360e+001 -1.005401e+000 2.912232e+000
-2.564250e+000 1.097366e+001 -1.005486e+000 2.912055e+000
-2.564334e+000 1.097371e+001 -1.005569e+000 2.911889e+000
-2.564416e+000 1.097376e+001 -1.005650e+000 2.911728e+000
-2.564497e+000 1.097382e+001 -1.005730e+000 2.911575e+000
-2.564576e+000 1.097387e+001 -1.005808e+000 2.911425e+000
-2.564653e+000 1.097392e+001 -1.005884e+000 2.911286e+000
-2.564728e+000 1.097397e+001 -1.005958e+000 2.911151e+000
-2.564802e+000 1.097401e+001 -1.006031e+000 2.911021e+000
-2.564874e+000 1.097406e+001 -1.006102e+000 2.910897e+000
-2.564945e+000 1.097411e+001 -1.006172e+000 2.910778e+000
-2.565014e+000 1.097415e+001 -1.006241e+000 2.910665e+000
-2.565082e+000 1.097420e+001 -1.006307e+000 2.910555e+000
-2.565149e+000 1.097424e+001 -1.006373e+000 2.910450e+000
-2.565213e+000 1.097428e+001 -1.006437e+000 2.910351e+000
-2.565277e+000 1.097432e+001 -1.006500e+000 2.910255e+000
-2.565339e+000 1.097436e+001 -1.006561e+000 2.910163e+000
-2.565400e+000 1.097440e+001 -1.006621e+000 2.910075e+000
-2.565459e+000 1.097444e+001 -1.006680e+000 2.909991e+000
-2.565518e+000 1.097448e+001 -1.006737e+000 2.909911e+000
-2.565575e+000 1.097452e+001 -1.006793e+000 2.909832e+000
-2.565631e+000 1.097455e+001 -1.006849e+000 2.909758e+000
-2.565686e+000 1.097459e+001 -1.006903e+000 2.909687e+000
-2.565740e+000 1.097462e+001 -1.006955e+000 2.909619e+000
-2.565792e+000 1.097466e+001 -1.007007e+000 2.909554e+000
-2.565843e+000 1.097469e+001 -1.007058e+000 2.909490e+000
-2.565894e+000 1.097472e+001 -1.007107e+000 2.909431e+000
-2.565943e+000 1.097475e+001 -1.007156e+000 2.909373e+000
-2.565991e+000 1.097479e+001 -1.007203e+000 2.909319e+000
-2.566038e+000 1.097482e+001 -1.007249e+000 2.909266e+000
-2.566084e+000 1.097485e+001 -1.007295e+000 2.909216e+000
-2.566129e+000 1.097488e+001 -1.007339e+000 2.909168e+000
-2.566174e+000 1.097490e+001 -1.007383e+000 2.909122e+000
-2.566217e+000 1.097493e+001 -1.007425e+000 2.909078e+000
-2.566259e+000 1.097496e+001 -1.007467e+000 2.909034e+000
-2.566300e+000 1.097499e+001 -1.007508e+000 2.908994e+000
-2.566341e+000 1.097501e+001 -1.007547e+000 2.908956e+000
-2.566381e+000 1.097504e+001 -1.007586e+000 2.908919e+000
-2.566419e+000 1.097506e+001 -1.007625e+000 2.908883e+000
-2.566458e+000 1.097509e+001 -1.007662e+000 2.908847e+000
-2.566495e+000 1.097511e+001 -1.007699e+000 2.908815e+000
-2.566531e+000 1.097514e+001 -1.007735e+000 2.908784e+000
-2.566567e+000 1.097516e+001 -1.007770e+000 2.908754e+000
-2.566602e+000 1.097518e+001 -1.007804e+000 2.908724e+000
-2.566636e+000 1.097520e+001 -1.007838e+000 2.908697e+000
-2.566669e+000 1.097523e+001 -1.007871e+000 2.908671e+000
-2.566702e+000 1.097525e+001 -1.007903e+000 2.908644e+000
-2.566734e+000 1.097527e+001 -1.007934e+000 2.908622e+000
-2.566766e+000 1.097529e+001 -1.007965e+000 2.908598e+000
-2.566796e+000 1.097531e+001 -1.007995e+000 2.908575e+000
-2.566826e+000 1.097533e+001 -1.008025e+000 2.908553e+000
-2.566856e+000 1.097535e+001 -1.008054e+000 2.908533e+000
-2.566885e+000 1.097536e+001 -1.008082e+000 2.908513e+000
-2.566912e+000 1.097538e+001 -1.008110e+000 2.908496e+000
-2.566940e+000 1.097540e+001 -1.008137e+000 2.908478e+000
-2.566967e+000 1.097542e+001 -1.008163e+000 2.908460e+000
-2.566994e+000 1.097544e+001 -1.008189e+000 2.908443e+000
-2.567019e+000 1.097545e+001 -1.008215e+000 2.908427e+000
-2.567044e+000 1.097547e+001 -1.008240e+000 2.908413e+000
-2.567069e+000 1.097548e+001 -1.008264e+000 2.908397e+000
-2.567094e+000 1.097550e+001 -1.008288e+000 2.908384e+000
-2.567117e+000 1.097552e+001 -1.008311e+000 2.908370e+000
-2.567141e+000 1.097553e+001 -1.008334e+000 2.908358e+000
-2.567163e+000 1.097554e+001 -1.008356e+000 2.908346e+000
-2.567186e+000 1.097556e+001 -1.008378e+000 2.908334e+000
-2.567207e+000 1.097557e+001 -1.008400e+000 2.908323e+000
-2.567229e+000 1.097559e+001 -1.008421e+000 2.908312e+000
-2.567250e+000 1.097560e+001 -1.008441e+000 2.908303e+000
-2.567270e+000 1.097561e+001 -1.008461e+000 2.908291e+000
-2.567290e+000 1.097563e+001 -1.008481e+000 2.908283e+000
-2.567309e+000 1.097564e+001 -1.008500e+000 2.908272e+000
-2.567328e+000 1.097565e+001 -1.008519e+000 2.908263e+000
-2.567347e+000 1.097566e+001 -1.008537e+000 2.908255e+000
-2.567366e+000 1.097568e+001 -1.008555e+000 2.908247e+000
-2.567384e+000 1.097569e+001 -1.008573e+000 2.908241e+000
-2.567401e+000 1.097570e+001 -1.008590e+000 2.908232e+000
-2.567418e+000 1.097571e+001 -1.008607e+000 2.908227e+000
-2.567435e+000 1.097572e+001 -1.008623e+000 2.908218e+000
-2.567451e+000 1.097573e+001 -1.008640e+000 2.908212e+000
-2.567467e+000 1.097574e+001 -1.008655e+000 2.908207e+000
-2.567483e+000 1.097575e+001 -1.008671e+000 2.908200e+000
-2.567499e+000 1.097576e+001 -1.008686e+000 2.908196e+000
-2.567514e+000 1.097577e+001 -1.008701e+000 2.908190e+000
-2.567528e+000 1.097578e+001 -1.008715e+000 2.908185e+000
-2.567543e+000 1.097579e+001 -1.008729e+000 2.908179e+000
-2.567557e+000 1.097580e+001 -1.008743e+000 2.908175e+000
-2.567571e+000 1.097581e+001 -1.008757e+000 2.908170e+000
-2.567585e+000 1.097582e+001 -1.008770e+000 2.908166e+000
-2.567598e+000 1.097583e+001 -1.008783e+000 2.908161e+000
-2.567611e+000 1.097583e+001 -1.008796e+000 2.908158e+000
-2.567624e+000 1.097584e+001 -1.008809e+000 2.908153e+000
-2.567636e+000 1.097585e+001 -1.008821e+000 2.908149e+000
-2.567649e+000 1.097586e+001 -1.008833e+000 2.908145e+000
-2.567661e+000 1.097587e+001 -1.008845e+000 2.908144e+000
-2.567672e+000 1.097587e+001 -1.008856e+000 2.908140e+000
-2.567683e+000 1.097588e+001 -1.008867e+000 2.908137e+000
-2.567695e+000 1.097589e+001 -1.008878e+000 2.908134e+000
-2.567706e+000 1.097590e+001 -1.008889e+000 2.908132e+000
-2.567716e+000 1.097590e+001 -1.008900e+000 2.908129e+000
-2.567727e+000 1.097591e+001 -1.008910e+000 2.908124e+000
-2.567737e+000 1.097592e+001 -1.008920e+000 2.908124e+000
-2.567747e+000 1.097592e+001 -1.008930e+000 2.908120e+000
-2.567757e+000 1.097593e+001 -1.008940e+000 2.908119e+000
-2.567767e+000 1.097593e+001 -1.008949e+000 2.908116e+000
-2.567776e+000 1.097594e+001 -1.008958e+000 2.908114e+000
-2.567785e+000 1.097595e+001 -1.008967e+000 2.908112e+000
-2.567794e+000 1.097595e+001 -1.008976e+000 2.908110e+000
-2.567803e+000 1.097596e+001 -1.008985e+000 2.908108e+000
-2.567812e+000 1.097596e+001 -1.008993e+000 2.908107e+000
-2.567820e+000 1.097597e+001 -1.009002e+000 2.908105e+000
-2.567829e+000 1.097598e+001 -1.009010e+000 2.908103e+000
-2.567837e+000 1.097598e+001 -1.009018e+000 2.908102e+000
-2.567845e+000 1.097599e+001 -1.009026e+000 2.908101e+000
-2.567852e+000 1.097599e+001 -1.009033e+000 2.908099e+000
-2.567860e+000 1.097600e+001 -1.009041e+000 2.908097e+000
